state,species,taxon_general,taxon_specific,Ranking,Notes,acceptedName
hawaii,Lepidium orbiculare,Plants,NA,E,NA,Lepidium orbiculare
hawaii,Lipochaeta fauriei,Plants,NA,E,NA,Wollastonia fauriei
hawaii,Lipochaeta lobata,Plants,NA,E,NA,Lipochaeta lobata
hawaii,Lipochaeta micrantha,Plants,NA,E,NA,Wollastonia micrantha
hawaii,Lipochaeta venosa,Plants,NA,E,NA,Wollastonia venosa
hawaii,Lipochaeta waimeaensis,Plants,NA,E,NA,Wollastonia waimeaensis
hawaii,Lobelia koolauensis,Plants,NA,E,NA,Lobelia koolauensis
hawaii,Lobelia monostachya,Plants,NA,E,NA,Lobelia monostachya
hawaii,Lobelia niihauensis,Plants,NA,E,NA,Lobelia niihauensis
hawaii,Lobelia oahuensis,Plants,NA,E,NA,Lobelia oahuensis
hawaii,Lysimachia daphnoides,Plants,NA,E,NA,Lysimachia daphnoides
hawaii,Lysimachia filifolia,Plants,NA,E,NA,Lysimachia filifolia
hawaii,Lysimachia iniki,Plants,NA,E,NA,Lysimachia iniki
hawaii,Lysimachia lydgatei,Plants,NA,E,NA,Lysimachia lydgatei
hawaii,Lysimachia maxima,Plants,NA,E,NA,Lysimachia remyi
hawaii,Lysimachia pendens,Plants,NA,E,NA,Lysimachia pendens
hawaii,Lysimachia scopulensis,Plants,NA,E,NA,Lysimachia scopulensis
hawaii,Lysimachia venosa,Plants,NA,E,NA,Lysimachia venosa
hawaii,Marsilea villosa,Plants,NA,E,NA,Marsilea villosa
hawaii,Melanthera kamolensis,Plants,NA,E,NA,Wollastonia kamolensis
hawaii,Melanthera tenuifolia,Plants,NA,E,NA,Wollastonia tenuifolia
hawaii,Melicope adscendens,Plants,NA,E,NA,Melicope adscendens
hawaii,Melicope balloui,Plants,NA,E,NA,Melicope balloui
hawaii,Melicope christophersenii,Plants,NA,E,NA,Melicope christophersenii
hawaii,Melicope degeneri,Plants,NA,E,NA,Melicope degeneri
hawaii,Melicope haupuensis,Plants,NA,E,NA,Melicope haupuensis
hawaii,Melicope hiiakae,Plants,NA,E,NA,Melicope hiiakae
hawaii,Melicope knudsenii,Plants,NA,E,NA,Melicope knudsenii
hawaii,Melicope lydgatei,Plants,NA,E,NA,Melicope lydgatei
hawaii,Melicope makahae,Plants,NA,E,NA,Melicope makahae
hawaii,Melicope mucronulata,Plants,NA,E,NA,Melicope mucronulata
hawaii,Melicope munroi,Plants,NA,E,NA,Melicope munroi
hawaii,Melicope ovalis,Plants,NA,E,NA,Melicope ovalis
hawaii,Melicope pallida,Plants,NA,E,NA,Melicope pallida
hawaii,Melicope paniculata,Plants,NA,E,NA,Melicope paniculata
hawaii,Melicope puberula,Plants,NA,E,NA,Melicope puberula
hawaii,Melicope quadrangularis,Plants,NA,E,NA,Melicope quadrangularis
hawaii,Melicope reflexa,Plants,NA,E,NA,Melicope reflexa
hawaii,Melicope saint-johnii,Plants,NA,E,NA,Melicope saintjohnii
hawaii,Melicope zahlbruckneri,Plants,NA,E,NA,Melicope zahlbruckneri
hawaii,Mezoneuron kavaiense,Plants,NA,E,NA,Caesalpinia kauaiensis
hawaii,Microlepia strigosa,Plants,NA,E,NA,Microlepia strigosa
hawaii,Mucuna sloanei,Plants,NA,E,NA,Mucuna sloanei
hawaii,Myrsine fosbergii,Plants,NA,E,NA,Myrsine fosbergii
hawaii,Myrsine juddii,Plants,NA,E,NA,Myrsine juddii
hawaii,Myrsine knudsenii,Plants,NA,E,NA,Myrsine knudsenii
hawaii,Myrsine mezii,Plants,NA,E,NA,Myrsine mezii
hawaii,Myrsine vaccinioides,Plants,NA,E,NA,Myrsine vaccinioides
hawaii,Neraudia angulata,Plants,NA,E,NA,Neraudia angulata
hawaii,Neraudia ovata,Plants,NA,E,NA,Neraudia ovata
hawaii,Neraudia sericea,Plants,NA,E,NA,Neraudia sericea
hawaii,Nothocestrum breviflorum,Plants,NA,E,NA,Nothocestrum breviflorum
hawaii,Nothocestrum latifolium,Plants,NA,E,NA,Nothocestrum latifolium
hawaii,Nothocestrum peltatum,Plants,NA,E,NA,Nothocestrum peltatum
hawaii,Nototrichium humile,Plants,NA,E,NA,Nototrichium humile
hawaii,Ochrosia haleakalae,Plants,NA,E,NA,Ochrosia haleakalae
hawaii,Ochrosia kilaueaensis,Plants,NA,E,NA,Ochrosia kilaueaensis
hawaii,Panicum fauriei,Plants,NA,E,NA,Panicum fauriei
hawaii,Panicum niihauense,Plants,NA,E,NA,Panicum niihauense
hawaii,Peperomia subpetiolata,Plants,NA,E,NA,Peperomia subpetiolata
hawaii,Phyllostegia bracteata,Plants,NA,E,NA,Phyllostegia bracteata
hawaii,Phyllostegia brevidens,Plants,NA,E,NA,Phyllostegia brevidens
hawaii,Phyllostegia floribunda,Plants,NA,E,NA,Phyllostegia floribunda
hawaii,Phyllostegia glabra,Plants,NA,E,NA,Phyllostegia glabra
hawaii,Phyllostegia haliakalae,Plants,NA,E,NA,Phyllostegia haliakalae
hawaii,Phyllostegia helleri,Plants,NA,E,NA,Phyllostegia helleri
hawaii,Phyllostegia hirsuta,Plants,NA,E,NA,Phyllostegia hirsuta
hawaii,Phyllostegia hispida,Plants,NA,E,NA,Phyllostegia hispida
hawaii,Phyllostegia kaalaensis,Plants,NA,E,NA,Phyllostegia kaalaensis
hawaii,Phyllostegia knudsenii,Plants,NA,E,NA,Phyllostegia knudsenii
hawaii,Phyllostegia mannii,Plants,NA,E,NA,Phyllostegia mannii
hawaii,Phyllostegia mollis,Plants,NA,E,NA,Phyllostegia mollis
hawaii,Phyllostegia parviflora,Plants,NA,E,NA,Phyllostegia parviflora
hawaii,Phyllostegia pilosa,Plants,NA,E,NA,Phyllostegia pilosa
hawaii,Phyllostegia racemosa,Plants,NA,E,NA,Phyllostegia racemosa
hawaii,Phyllostegia renovans,Plants,NA,E,NA,Phyllostegia renovans
hawaii,Phyllostegia stachyoides,Plants,NA,E,NA,Phyllostegia stachyoides
hawaii,Phyllostegia velutina,Plants,NA,E,NA,Phyllostegia velutina
hawaii,Phyllostegia waimeae,Plants,NA,E,NA,Phyllostegia waimeae
hawaii,Phyllostegia warshaueri,Plants,NA,E,NA,Phyllostegia warshaueri
hawaii,Phyllostegia wawrana,Plants,NA,E,NA,Phyllostegia wawrana
hawaii,Pittosporum halophilum,Plants,NA,E,NA,Pittosporum confertiflorum
hawaii,Pittosporum hawaiiense,Plants,NA,E,NA,Pittosporum hawaiiense
hawaii,Pittosporum napaliense,Plants,NA,E,NA,Pittosporum napaliense
hawaii,Plantago hawaiensis,Plants,NA,E,NA,Plantago hawaiensis
hawaii,Plantago princeps,Plants,NA,E,NA,Plantago princeps
hawaii,Platanthera holochila,Plants,NA,E,NA,Peristylus holochila
hawaii,Platydesma cornuta,Plants,NA,E,NA,Melicope cornuta
hawaii,Platydesma remyi,Plants,NA,E,NA,Melicope remyi
hawaii,Platydesma rostrata,Plants,NA,E,NA,Melicope rostrata
hawaii,Pleomele fernaldii,Plants,NA,E,NA,Dracaena fernaldii
hawaii,Pleomele forbesii,Plants,NA,E,NA,Dracaena forbesii
hawaii,Pleomele hawaiiensis,Plants,NA,E,NA,Dracaena konaensis
hawaii,Poa mannii,Plants,NA,E,NA,Poa mannii
hawaii,Poa sandvicensis,Plants,NA,E,NA,Poa sandvicensis
hawaii,Poa siphonoglossa,Plants,NA,E,NA,Poa siphonoglossa
hawaii,Polyscias bisattenuata,Plants,NA,E,NA,Polyscias bisattenuata
hawaii,Polyscias flynnii,Plants,NA,E,NA,Polyscias flynnii
hawaii,Polyscias gymnocarpa,Plants,NA,E,NA,Polyscias gymnocarpa
hawaii,Polyscias lydgatei,Plants,NA,E,NA,Polyscias lydgatei
hawaii,Polyscias racemosa,Plants,NA,E,NA,Polyscias racemosa
hawaii,Portulaca sclerocarpa,Plants,NA,E,NA,Portulaca sclerocarpa
hawaii,Portulaca villosa,Plants,NA,E,NA,Portulaca pilosa
hawaii,Pritchardia aylmer-robinsonii,Plants,NA,E,NA,Pritchardia remota
hawaii,Pritchardia bakeri,Plants,NA,E,NA,Pritchardia bakeri
hawaii,Pritchardia hardyi,Plants,NA,E,NA,Pritchardia hardyi
hawaii,Pritchardia kaalae,Plants,NA,E,NA,Pritchardia kaalae
hawaii,Pritchardia lanigera,Plants,NA,E,NA,Pritchardia lanigera
hawaii,Pritchardia maideniana,Plants,NA,E,NA,Pritchardia maideniana
hawaii,Pritchardia munroi,Plants,NA,E,NA,Pritchardia munroi
hawaii,Pritchardia napaliensis,Plants,NA,E,NA,Pritchardia napaliensis
hawaii,Pritchardia schattaueri,Plants,NA,E,NA,Pritchardia schattaueri
hawaii,Pritchardia viscosa,Plants,NA,E,NA,Pritchardia viscosa
hawaii,Pseudognaphalium sandwicensium,Plants,NA,E,NA,Pseudognaphalium sandwicensium
hawaii,Psychotria grandiflora,Plants,NA,E,NA,Psychotria grandiflora
hawaii,Psychotria hexandra,Plants,NA,E,NA,Psychotria hexandra
hawaii,Psychotria hobdyi,Plants,NA,E,NA,Psychotria hobdyi
hawaii,Pteralyxia kauaiensis,Plants,NA,E,NA,Pteralyxia kauaiensis
hawaii,Pteralyxia macrocarpa,Plants,NA,E,NA,Pteralyxia macrocarpa
hawaii,Pteris lidgatei,Plants,NA,E,NA,Pteris lidgatii
hawaii,Ranunculus hawaiensis,Plants,NA,E,NA,Ranunculus hawaiensis
hawaii,Ranunculus mauiensis,Plants,NA,E,NA,Ranunculus mauiensis
hawaii,Remya kauaiensis,Plants,NA,E,NA,Remya kauaiensis
hawaii,Remya mauiensis,Plants,NA,E,NA,Remya mauiensis
hawaii,Remya montgomeryi,Plants,NA,E,NA,Remya montgomeryi
hawaii,Sanicula mariversa,Plants,NA,E,NA,Sanicula mariversa
hawaii,Sanicula purpurea,Plants,NA,E,NA,Sanicula purpurea
hawaii,Sanicula sandwicensis,Plants,NA,E,NA,Sanicula sandwicensis
hawaii,Santalum haleakalae,Plants,NA,E,NA,Santalum haleakalae
hawaii,Santalum involutum,Plants,NA,E,NA,Santalum freycinetianum
hawaii,Scaevola coriacea,Plants,NA,E,NA,Scaevola coriacea
hawaii,Schenkia sebaeoides,Plants,NA,E,NA,Schenkia sebaeoides
hawaii,Schiedea adamantis,Plants,NA,E,NA,Schiedea adamantis
hawaii,Schiedea apokremnos,Plants,NA,E,NA,Schiedea apokremnos
hawaii,Schiedea attenuata,Plants,NA,E,NA,Schiedea attenuata
hawaii,Schiedea diffusa,Plants,NA,E,NA,Schiedea diffusa
hawaii,Schiedea haleakalensis,Plants,NA,E,NA,Schiedea haleakalensis
hawaii,Schiedea hawaiiensis,Plants,NA,E,NA,Schiedea hawaiiensis
hawaii,Schiedea helleri,Plants,NA,E,NA,Schiedea helleri
hawaii,Schiedea hookeri,Plants,NA,E,NA,Schiedea hookeri
hawaii,Schiedea jacobii,Plants,NA,E,NA,Schiedea jacobii
hawaii,Schiedea kaalae,Plants,NA,E,NA,Schiedea kaalae
hawaii,Schiedea kauaiensis,Plants,NA,E,NA,Schiedea kauaiensis
hawaii,Schiedea kealiae,Plants,NA,E,NA,Schiedea kealiae
hawaii,Schiedea laui,Plants,NA,E,NA,Schiedea laui
hawaii,Schiedea lychnoides,Plants,NA,E,NA,Schiedea lychnoides
hawaii,Schiedea lydgatei,Plants,NA,E,NA,Schiedea lydgatei
hawaii,Schiedea membranacea,Plants,NA,E,NA,Schiedea membranacea
hawaii,Schiedea nuttallii,Plants,NA,E,NA,Schiedea nuttallii
hawaii,Schiedea obovata,Plants,NA,E,NA,Schiedea obovata
hawaii,Schiedea pubescens,Plants,NA,E,NA,Schiedea pubescens
hawaii,Schiedea salicaria,Plants,NA,E,NA,Schiedea salicaria
hawaii,Schiedea sarmentosa,Plants,NA,E,NA,Schiedea sarmentosa
hawaii,Schiedea spergulina,Plants,NA,E,NA,Schiedea spergulina
hawaii,Schiedea stellarioides,Plants,NA,E,NA,Schiedea stellarioides
hawaii,Schiedea trinervis,Plants,NA,E,NA,Schiedea trinervis
hawaii,Schiedea viscosa,Plants,NA,E,NA,Schiedea viscosa
hawaii,Sesbania tomentosa,Plants,NA,E,NA,Sesbania tomentosa
hawaii,Sicyos albus,Plants,NA,E,NA,Sicyos alba
hawaii,Sicyos lanceoloideus,Plants,NA,E,NA,Sicyos lanceoloideus
hawaii,Sicyos macrophyllus,Plants,NA,E,NA,Sicyos macrophylla
hawaii,Silene alexandri,Plants,NA,E,NA,Silene alexandri
hawaii,Silene lanceolata,Plants,NA,E,NA,Silene lanceolata
hawaii,Silene perlmanii,Plants,NA,E,NA,Silene perlmanii
hawaii,Solanum incompletum,Plants,NA,E,NA,Solanum incompletum
hawaii,Solanum nelsonii,Plants,NA,E,NA,Solanum nelsonii
hawaii,Solanum sandwicense,Plants,NA,E,NA,Solanum sandwicense
hawaii,Spermolepis hawaiiensis,Plants,NA,E,NA,Spermolepis hawaiiensis
hawaii,Stenogyne angustifolia,Plants,NA,E,NA,Stenogyne angustifolia
hawaii,Stenogyne bifida,Plants,NA,E,NA,Stenogyne bifida
hawaii,Stenogyne campanulata,Plants,NA,E,NA,Stenogyne campanulata
hawaii,Stenogyne cranwelliae,Plants,NA,E,NA,Stenogyne cranwelliae
hawaii,Stenogyne kaalae,Plants,NA,E,NA,Stenogyne kaalae
hawaii,Stenogyne kanehoana,Plants,NA,E,NA,Stenogyne kanehoana
hawaii,Stenogyne kauaulaensis,Plants,NA,E,NA,Stenogyne kauaulaensis
hawaii,Stenogyne kealiae,Plants,NA,E,NA,Stenogyne purpurea
hawaii,Tetramolopium arenarium,Plants,NA,E,NA,Tetramolopium arenarium
hawaii,Tetramolopium capillare,Plants,NA,E,NA,Tetramolopium capillare
hawaii,Tetramolopium filiforme,Plants,NA,E,NA,Tetramolopium filiforme
hawaii,Tetramolopium lepidotum,Plants,NA,E,NA,Tetramolopium lepidotum
hawaii,Tetramolopium remyi,Plants,NA,E,NA,Tetramolopium remyi
hawaii,Trematolobelia singularis,Plants,NA,E,NA,Trematolobelia singularis
hawaii,Urera kaalae,Plants,NA,E,NA,Urera kaalae
hawaii,Vicia menziesii,Plants,NA,E,NA,Vicia menziesii
hawaii,Vigna o-wahuensis,Plants,NA,E,NA,Vigna o-wahuensis
hawaii,Viola chamissoniana,Plants,NA,E,NA,Viola chamissoniana
hawaii,Viola helenae,Plants,NA,E,NA,Viola helenae
hawaii,Viola kauaiensis,Plants,NA,E,NA,Viola kauaensis
hawaii,Viola lanaiensis,Plants,NA,E,NA,Viola lanaiensis
hawaii,Viola oahuensis,Plants,NA,E,NA,Viola oahuensis
hawaii,Wikstroemia skottsbergiana,Plants,NA,E,NA,Wikstroemia skottsbergiana
hawaii,Wikstroemia villosa,Plants,NA,E,NA,Wikstroemia villosa
hawaii,Wilkesia hobdyi,Plants,NA,E,NA,Wilkesia hobdyi
hawaii,Xylosma crenatum,Plants,NA,E,NA,Xylosma crenatum
hawaii,Zanthoxylum dipetalum,Plants,NA,E,NA,Zanthoxylum dipetalum
hawaii,Zanthoxylum hawaiiense,Plants,NA,E,NA,Zanthoxylum hawaiiense
hawaii,Zanthoxylum oahuense,Plants,NA,E,NA,Zanthoxylum oahuense
hawaii,Eretmochelys imbricata,Reptiles,Turtles,E,Marine,Eretmochelys imbricata
hawaii,Dermochelys coriacea,Reptiles,Turtles,E,Marine,Dermochelys coriacea
idaho,Lota lota,Fish,NA,E,NA,Lota lota
idaho,Lampetra tridentatus,Fish,NA,E,NA,Entosphenus tridentatus
idaho,Oncorhynchus nerka,Fish,NA,E,NA,Oncorhynchus nerka
idaho,Acipenser transmontanus,Fish,NA,E,NA,Acipenser transmontanus
idaho,Rangifer tarandus,Mammals,NA,E,NA,Rangifer tarandus
illinois,Ambystoma platineum,Amphibians,Salamanders,E,NA,Ambystoma laterale
illinois,Cryptobranchus alleganiensis,Amphibians,Salamanders,E,NA,Cryptobranchus alleganiensis
illinois,Desmognathus conanti,Amphibians,Salamanders,E,NA,Desmognathus conanti
illinois,Asio flammeus,Birds,NA,E,NA,Asio flammeus
illinois,Bartramia longicauda,Birds,NA,E,NA,Bartramia longicauda
illinois,Botaurus lentiginosus,Birds,NA,E,NA,Botaurus lentiginosus
illinois,Buteo swainsoni,Birds,NA,E,NA,Buteo swainsoni
illinois,Charadrius melodus,Birds,NA,E,NA,Charadrius melodus
illinois,Chlidonias niger,Birds,NA,E,NA,Chlidonias niger
illinois,Circus cyaneus,Birds,NA,E,NA,Circus cyaneus
illinois,Egretta caerulea,Birds,NA,E,NA,Egretta caerulea
illinois,Egretta thula,Birds,NA,E,NA,Egretta thula
illinois,Gallinula galeata,Birds,NA,E,NA,Gallinula chloropus
illinois,Lanius ludovicianus,Birds,NA,E,NA,Lanius ludovicianus
illinois,Laterallus jamaicensis,Birds,NA,E,NA,Laterallus jamaicensis
illinois,Limnothlypis swainsonii,Birds,NA,E,NA,Limnothlypis swainsonii
illinois,Nyctanassa violacea,Birds,NA,E,NA,Nycticorax violaceus
illinois,Nycticorax nycticorax,Birds,NA,E,NA,Nycticorax nycticorax
illinois,Pandion haliaetus,Birds,NA,E,NA,Pandion haliaetus
illinois,Phalaropus tricolor,Birds,NA,E,NA,Phalaropus tricolor
illinois,Rallus elegans,Birds,NA,E,NA,Rallus elegans
illinois,Sterna forsteri,Birds,NA,E,NA,Sterna forsteri
illinois,Sterna hirundo,Birds,NA,E,NA,Sterna hirundo
illinois,Sternula antillarum,Birds,NA,E,NA,Sternula antillarum
illinois,Thryomanes bewickii,Birds,NA,E,NA,Thryomanes bewickii
illinois,Tympanuchus cupido,Birds,NA,E,NA,Tympanuchus cupido
illinois,Xanthocephalus xanthocephalus,Birds,NA,E,NA,Xanthocephalus xanthocephalus
illinois,Acipenser fulvescens,Fish,NA,E,NA,Acipenser fulvescens
illinois,Ammocrypta clarum,Fish,NA,E,NA,Ammocrypta clara
illinois,Etheostoma camurum,Fish,NA,E,NA,Etheostoma camurum
illinois,Etheostoma histrio,Fish,NA,E,NA,Etheostoma histrio
illinois,Hybognathus hayi,Fish,NA,E,NA,Hybognathus hayi
illinois,Hybopsis amblops,Fish,NA,E,NA,Hybopsis amblops
illinois,Hybopsis amnis,Fish,NA,E,NA,Hybopsis amnis
illinois,Ichthyomyzon fossor,Fish,NA,E,NA,Ichthyomyzon fossor
illinois,Lepomis miniatus,Fish,NA,E,NA,Lepomis miniatus
illinois,Macrhybopsis gelida,Fish,NA,E,NA,Macrhybopsis gelida
illinois,Moxostoma valenciennesi,Fish,NA,E,NA,Moxostoma valenciennesi
illinois,Nocomis micropogon,Fish,NA,E,NA,Nocomis micropogon
illinois,Notropis anogenus,Fish,NA,E,NA,Notropis anogenus
illinois,Notropis boops,Fish,NA,E,NA,Notropis boops
illinois,Notropis heterolepis,Fish,NA,E,NA,Notropis heterolepis
illinois,Notropis maculatus,Fish,NA,E,NA,Notropis maculatus
illinois,Notropis texanus,Fish,NA,E,NA,Notropis texanus
illinois,Noturus stigmosus,Fish,NA,E,NA,Noturus stigmosus
illinois,Scaphirhynchus albus,Fish,NA,E,NA,Scaphirhynchus albus
illinois,Discus macclintocki,Invertebrates,Mollusks,E,NA,Discus macclintocki
illinois,Fontigens antroecetes,Invertebrates,Mollusks,E,NA,Fontigens antroecetes
illinois,Leptoxis praerosa,Invertebrates,Mollusks,E,NA,Leptoxis praerosa
illinois,Lithasia obovata,Invertebrates,Mollusks,E,NA,Lithasia obovata
illinois,Cumberlandia monodonta,Invertebrates,Mollusks,E,NA,Cumberlandia monodonta
illinois,Cyprogenia stegaria,Invertebrates,Mollusks,E,NA,Cyprogenia stegaria
illinois,Elliptio crassidens,Invertebrates,Mollusks,E,NA,Elliptio crassidens
illinois,Epioblasma torulosa,Invertebrates,Mollusks,E,NA,Epioblasma torulosa
illinois,Epioblasma triquetra,Invertebrates,Mollusks,E,NA,Epioblasma triquetra
illinois,Fusconia ebena,Invertebrates,Mollusks,E,NA,Reginaia ebenus
illinois,Lampsilis abrupta,Invertebrates,Mollusks,E,NA,Lampsilis abrupta
illinois,Lampsilis fasciola,Invertebrates,Mollusks,E,NA,Lampsilis fasciola
illinois,Lampsilis higginsii,Invertebrates,Mollusks,E,NA,Lampsilis higginsii
illinois,Leptodea leptodon,Invertebrates,Mollusks,E,NA,Leptodea leptodon
illinois,Plethobasus cooperianus,Invertebrates,Mollusks,E,NA,Plethobasus cooperianus
illinois,Plethobasus cyphyus,Invertebrates,Mollusks,E,NA,Plethobasus cyphyus
illinois,Pleurobema clava,Invertebrates,Mollusks,E,NA,Pleurobema clava
illinois,Pleurobema cordatum,Invertebrates,Mollusks,E,NA,Pleurobema cordatum
illinois,Potamilus capax,Invertebrates,Mollusks,E,NA,Potamilus capax
illinois,Ptychobranchus fasciolaris,Invertebrates,Mollusks,E,NA,Ptychobranchus fasciolaris
illinois,Quadrula cylindrica,Invertebrates,Mollusks,E,NA,Theliderma cylindrica
illinois,Simpsonaias ambigua,Invertebrates,Mollusks,E,NA,Simpsonaias ambigua
illinois,Toxolasma lividus,Invertebrates,Mollusks,E,NA,Toxolasma lividum
illinois,Villosa iris,Invertebrates,Mollusks,E,NA,Cambarunio iris
illinois,Caecidotea lesliei,Invertebrates,Crustaceans,E,NA,Caecidotea lesliei
illinois,Crangonyx anomalus,Invertebrates,Crustaceans,E,NA,Crangonyx anomalus
illinois,Crangonyx packardi,Invertebrates,Crustaceans,E,NA,Crangonyx packardi
illinois,Gammarus acherondytes,Invertebrates,Crustaceans,E,NA,Gammarus acherondytes
illinois,Orconectes indianensis,Invertebrates,Crustaceans,E,NA,Orconectes indianensis
illinois,Orconectes kentuckiensis,Invertebrates,Crustaceans,E,NA,Orconectes kentuckiensis
illinois,Orconectes lancifer,Invertebrates,Crustaceans,E,NA,Orconectes lancifer
illinois,Orconectes placidus,Invertebrates,Crustaceans,E,NA,Orconectes placidus
illinois,Stygobromus iowae,Invertebrates,Crustaceans,E,NA,Stygobromus iowae
illinois,Centruroides vittatus,Invertebrates,Arachnids,E,NA,Centruroides vittatus
illinois,Somatochlora hineana,Invertebrates,Insects,E,NA,Somatochlora hineana
illinois,Pygmarrhopalites madonnensis,Invertebrates,Insects,E,NA,NA
illinois,Diploperla robusta,Invertebrates,Insects,E,NA,Diploperla robusta
illinois,Prostoia completa,Invertebrates,Insects,E,NA,Prostoia completa
illinois,Athysanella incongrua,Invertebrates,Insects,E,NA,Athysanella incongrua
illinois,Calephelis muticum,Invertebrates,Insects,E,NA,Calephelis muticum
illinois,Hesperia metea,Invertebrates,Insects,E,NA,Hesperia metea
illinois,Hesperia ottoe,Invertebrates,Insects,E,NA,Hesperia ottoe
illinois,Incisalia polios,Invertebrates,Insects,E,NA,Callophrys polios
illinois,Lycaeides melissa,Invertebrates,Insects,E,NA,Lycaeides melissa
illinois,Corynorhinus rafinesquii,Mammals,NA,E,NA,Corynorhinus rafinesquii
illinois,Myotis austroriparius,Mammals,NA,E,NA,Myotis austroriparius
illinois,Myotis grisescens,Mammals,NA,E,NA,Myotis grisescens
illinois,Myotis sodalis,Mammals,NA,E,NA,Myotis sodalis
illinois,Neotoma floridana,Mammals,NA,E,NA,Neotoma floridana
illinois,Adoxa moschatellina,Plants,Vascular,E,NA,Adoxa moschatellina
illinois,Alnus incana,Plants,Vascular,E,NA,Alnus incana
illinois,Amorpha nitens,Plants,Vascular,E,NA,Amorpha nitens
illinois,Andromeda glaucophylla,Plants,Vascular,E,NA,Andromeda polifolia
illinois,Arctostaphylos uva-ursi,Plants,Vascular,E,NA,Arctostaphylos uva-ursi
illinois,Artemisia dracunculus,Plants,Vascular,E,NA,Artemisia dracunculus
illinois,Asclepias lanuginosa,Plants,Vascular,E,NA,Asclepias lanuginosa
illinois,Asclepias meadii,Plants,Vascular,E,NA,Asclepias meadii
illinois,Asclepias ovalifolia,Plants,Vascular,E,NA,Asclepias ovalifolia
illinois,Asclepias stenophylla,Plants,Vascular,E,NA,Asclepias stenophylla
illinois,Asplenium bradleyi,Plants,Vascular,E,NA,Asplenium bradleyi
illinois,Asplenium resiliens,Plants,Vascular,E,NA,Asplenium resiliens
illinois,Astragalus crassicarpus,Plants,Vascular,E,NA,Astragalus crassicarpus
illinois,Astragalus distortus,Plants,Vascular,E,NA,Astragalus distortus
illinois,Astragalus tennesseensis,Plants,Vascular,E,NA,Astragalus tennesseensis
illinois,Baptisia tinctoria,Plants,Vascular,E,NA,Baptisia tinctoria
illinois,Bartonia paniculata,Plants,Vascular,E,NA,Bartonia paniculata
illinois,Beckmannia syzigachne,Plants,NA,E,NA,Beckmannia syzigachne
illinois,Berchemia scandens,Plants,NA,E,NA,Berchemia scandens
illinois,Betula alleghaniensis,Plants,NA,E,NA,Betula alleghaniensis
illinois,Botrychium biternatum,Plants,NA,E,NA,Sceptridium biternatum
illinois,Botrychium campestre,Plants,NA,E,NA,Botrychium campestre
illinois,Botrychium matricariifolium,Plants,NA,E,NA,Botrychium matricariifolium
illinois,Botrychium multifidum,Plants,NA,E,NA,Sceptridium multifidum
illinois,Botrychium simplex,Plants,NA,E,NA,Botrychium simplex
illinois,Bouteloua gracilis,Plants,NA,E,NA,Bouteloua gracilis
illinois,Bumelia lanuginosa,Plants,NA,E,NA,Sideroxylon lanuginosum
illinois,Calamagrostis insperata,Plants,NA,E,NA,Calamagrostis insperata
illinois,Calla palustris,Plants,NA,E,NA,Calla palustris
illinois,Calopogon oklahomensis,Plants,NA,E,NA,Calopogon oklahomensis
illinois,Calopogon tuberosus,Plants,NA,E,NA,Calopogon tuberosus
illinois,Camassia angusta,Plants,NA,E,NA,Camassia angusta
illinois,Cardamine pratensis,Plants,NA,E,NA,Cardamine pratensis
illinois,Carex alata,Plants,NA,E,NA,Carex alata
illinois,Carex arkansana,Plants,NA,E,NA,Carex arkansana
illinois,Carex brunnescens,Plants,NA,E,NA,Carex brunnescens
illinois,Carex canescens,Plants,NA,E,NA,Carex canescens
illinois,Carex chordorrhiza,Plants,NA,E,NA,Carex chordorrhiza
illinois,Carex crawfordii,Plants,NA,E,NA,Carex crawfordii
illinois,Carex cumulata,Plants,NA,E,NA,Carex cumulata
illinois,Carex decomposita,Plants,NA,E,NA,Carex decomposita
illinois,Carex diandra,Plants,NA,E,NA,Carex diandra
illinois,Carex disperma,Plants,NA,E,NA,Carex disperma
illinois,Carex echinata,Plants,NA,E,NA,Carex echinata
illinois,Carex formosa,Plants,NA,E,NA,Carex formosa
illinois,Carex garberi,Plants,NA,E,NA,Carex garberi
illinois,Carex gigantea,Plants,NA,E,NA,Carex gigantea
illinois,Carex heliophila,Plants,NA,E,NA,Carex inops
illinois,Carex intumescens,Plants,NA,E,NA,Carex intumescens
illinois,Carex nigromarginata,Plants,NA,E,NA,Carex nigromarginata
illinois,Carex oligosperma,Plants,NA,E,NA,Carex oligosperma
illinois,Carex physorhyncha,Plants,NA,E,NA,Carex albicans
illinois,Carex plantaginea,Plants,NA,E,NA,Carex plantaginea
illinois,Carex reniformis,Plants,NA,E,NA,Carex reniformis
illinois,Carex trisperma,Plants,NA,E,NA,Carex trisperma
illinois,Carex tuckermanii,Plants,NA,E,NA,Carex tuckermanii
illinois,Carya pallida,Plants,NA,E,NA,Carya pallida
illinois,Castilleja sessiliflora,Plants,NA,E,NA,Castilleja sessiliflora
illinois,Ceanothus herbaceus,Plants,NA,E,NA,Ceanothus herbaceus
illinois,Chamaelirium luteum,Plants,NA,E,NA,Chamaelirium luteum
illinois,Chamaesyce polygonifolia,Plants,NA,E,NA,Euphorbia polygonifolia
illinois,Chimaphila maculata,Plants,NA,E,NA,Chimaphila maculata
illinois,Chimaphila umbellata,Plants,NA,E,NA,Chimaphila umbellata
illinois,Cimicifuga americana,Plants,NA,E,NA,Actaea podocarpa
