state,species,taxon_general,taxon_specific,Ranking,Notes,acceptedName
kansas,Anaxyrus debilis,Amphibians,Frogs/Toads,T,NA,Anaxyrus debilis
kansas,Eurycea longicauda,Amphibians,Salamanders,T,NA,Eurycea longicauda
kansas,Pseudacris streckeri,Amphibians,Frogs/Toads,T,NA,Pseudacris streckeri
kansas,Charadrius melodus,Birds,NA,T,NA,Charadrius melodus
kansas,Charadrius alexandrinus,Birds,NA,T,NA,Charadrius alexandrinus
kansas,Percina maculata,Fish,NA,T,NA,Percina maculata
kansas,Platygobio gracilis,Fish,NA,T,NA,Platygobio gracilis
kansas,Nocomis biguttatus,Fish,NA,T,NA,Nocomis biguttatus
kansas,Noturus placidus,Fish,NA,T,NA,Noturus placidus
kansas,Hybognathus placitus,Fish,NA,T,NA,Hybognathus placitus
kansas,Etheostoma cragini,Fish,NA,T,NA,Etheostoma cragini
kansas,Nocomis asper,Fish,NA,T,NA,Nocomis asper
kansas,Macrhybopsis hyostoma,Fish,NA,T,NA,Macrhybopsis hyostoma
kansas,Macrhybopsis gelida,Fish,NA,T,NA,Macrhybopsis gelida
kansas,Notropis topeka,Fish,NA,T,NA,Notropis topeka
kansas,Hybognathus argyritis,Fish,NA,T,NA,Hybognathus argyritis
kansas,Ellipsaria lineolata,Invertebrates,Mollusks,T,NA,Ellipsaria lineolata
kansas,Probythinella emarginata,Invertebrates,Mollusks,T,NA,Probythinella emarginata
kansas,Lasmigona costata,Invertebrates,Mollusks,T,NA,Lasmigona costata
kansas,Ptychobranchus occidentalis,Invertebrates,Mollusks,T,NA,Ptychobranchus occidentalis
kansas,Arcidens confragosus,Invertebrates,Mollusks,T,NA,Arcidens confragosus
kansas,Pleurocera acuta,Invertebrates,Mollusks,T,NA,Pleurocera acuta
kansas,Spilogale putorius,Mammals,NA,T,NA,Spilogale putorius
kansas,Plestiodon laticeps,Reptiles,Lizards,T,NA,Plestiodon laticeps
kansas,Thamnophis marcianus,Reptiles,Snakes,T,NA,Thamnophis marcianus
kansas,Rena dissecta,Reptiles,Snakes,T,NA,Rena dissecta
kansas,Graptemys geographica,Reptiles,Turtles,T,NA,Graptemys geographica
louisiana,Charadrius melodus,Birds,NA,T,NA,Charadrius melodus
louisiana,Calidris canutus,Birds,NA,T,NA,Calidris canutus
louisiana,Acipenser oxyrinchus,Fish,NA,T,NA,Acipenser oxyrinchus
louisiana,Margaritifera hembeli,Invertebrates,Mollusks,T,NA,Margaritifera hembeli
louisiana,Potamilus inflatus,Invertebrates,Mollusks,T,NA,Potamilus inflatus
louisiana,Quadrula cylindrica,Invertebrates,Mollusks,T,NA,Theliderma cylindrica
louisiana,Trichechus manatus,Mammals,NA,T,NA,Trichechus manatus
louisiana,Myotis septentrionalis,Mammals,NA,T,NA,Myotis septentrionalis
louisiana,Geocarpon minimum,Plants,NA,T,NA,Mononeuria minima
louisiana,Caretta caretta,Reptiles,Turtles,T,Marine,Caretta caretta
louisiana,Chelonia mydas,Reptiles,Turtles,T,Marine,Chelonia mydas
louisiana,Graptemys oculifera,Reptiles,Turtles,T,NA,Graptemys oculifera
louisiana,Gopherus polyphemus,Reptiles,Turtles,T,NA,Gopherus polyphemus
louisiana,Pituophis melanoleucus,Reptiles,Snakes,T,NA,Pituophis melanoleucus
maine,Sterna paradisaea,Birds,NA,T,NA,Sterna paradisaea
maine,Fratercula arctica,Birds,NA,T,NA,Fratercula arctica
maine,Bucephala islandica,Birds,NA,T,NA,Bucephala islandica
maine,Gallinula galeata,Birds,NA,T,NA,Gallinula chloropus
maine,Phalacrocorax carbo,Birds,NA,T,NA,Phalacrocorax carbo
maine,Histrionicus histrionicus,Birds,NA,T,NA,Histrionicus histrionicus
maine,Alca torda,Birds,NA,T,NA,Alca torda
maine,Bartramia longicauda,Birds,NA,T,NA,Bartramia longicauda
maine,Asio flammeus,Birds,NA,T,NA,Asio flammeus
maine,Etheostoma fusiforme,Fish,NA,T,NA,Etheostoma fusiforme
maine,Lycaena dorcas,Invertebrates,Insects,T,NA,Lycaena dorcas
maine,Epeorus frisoni,Invertebrates,Insects,T,NA,Epeorus frisoni
maine,Boloria chariclea,Invertebrates,Insects,T,NA,Boloria chariclea
maine,Erynnis brizo,Invertebrates,Insects,T,NA,Erynnis brizo
maine,Zanclognatha martha,Invertebrates,Insects,T,NA,Zanclognatha martha
maine,Lucia rachelae,Invertebrates,Insects,T,NA,Poecilopsis rachelae
maine,Ophiogomphus colubrinus,Invertebrates,Insects,T,NA,Ophiogomphus colubrinus
maine,Williamsonia lintneri,Invertebrates,Insects,T,NA,Williamsonia lintneri
maine,Alasmidonta varicosa,Invertebrates,Mollusks,T,NA,Alasmidonta varicosa
maine,Leptodea ochracea,Invertebrates,Mollusks,T,NA,Leptodea ochracea
maine,Lampsilis cariosa,Invertebrates,Mollusks,T,NA,Lampsilis cariosa
maine,Siphlonisca aerodromia,Invertebrates,Insects,T,NA,Siphlonisca aerodromia
maine,Myotis leibii,Mammals,NA,T,NA,Myotis leibii
maine,Synaptomys borealis,Mammals,NA,T,NA,Synaptomys borealis
maine,Clemmys guttata,Reptiles,Turtles,T,NA,Clemmys guttata
maine,Caretta caretta,Reptiles,Turtles,T,Marine,Caretta caretta
maryland,Botaurus lentiginosus,Birds,NA,T,NA,Botaurus lentiginosus
maryland,Oreothlypis ruficapilla,Birds,NA,T,NA,Leiothlypis ruficapilla
maryland,Sternula antillarum,Birds,NA,T,NA,Sternula antillarum
maryland,Centrarchus macropterus,Fish,NA,T,NA,Centrarchus macropterus
maryland,Etheostoma vitreum,Fish,NA,T,NA,Etheostoma vitreum
maryland,Lethenteron appendix,Fish,NA,T,NA,Lethenteron appendix
maryland,Margariscus margarita,Fish,NA,T,NA,Margariscus margarita
maryland,Percina bimaculata,Fish,NA,T,NA,Percina bimaculata
maryland,Atlides halesus,Invertebrates,Insects,T,NA,Atlides halesus
maryland,Calephelis borealis,Invertebrates,Insects,T,NA,Calephelis borealis
maryland,Chlosyne harrisii,Invertebrates,Insects,T,NA,Chlosyne harrisii
maryland,Problema bulenta,Invertebrates,Insects,T,NA,Problema bulenta
maryland,Speyeria atlantis,Invertebrates,Insects,T,NA,Speyeria atlantis
maryland,Calopteryx amata,Invertebrates,Insects,T,NA,Calopteryx amata
maryland,Helocordulia selysii,Invertebrates,Insects,T,NA,Helocordulia selysii
maryland,Myotis septentrionalis,Mammals,NA,T,NA,Myotis septentrionalis
maryland,Adlumia fungosa,Plants,NA,T,NA,Adlumia fungosa
maryland,Agastache scrophulariifolia,Plants,NA,T,NA,Agastache scrophulariifolia
maryland,Amelanchier humilis,Plants,NA,T,NA,Amelanchier humilis
maryland,Amelanchier nantucketensis,Plants,NA,T,NA,Amelanchier nantucketensis
maryland,Antennaria solitaria,Plants,NA,T,NA,Antennaria solitaria
maryland,Astragalus distortus,Plants,NA,T,NA,Astragalus distortus
maryland,Baptisia australis,Plants,NA,T,NA,Baptisia australis
maryland,Carex buxbaumii,Plants,NA,T,NA,Carex buxbaumii
maryland,Carex vesicaria,Plants,NA,T,NA,Carex vesicaria
maryland,Carex vestita,Plants,NA,T,NA,Carex vestita
maryland,Chamaedaphne calyculata,Plants,NA,T,NA,Chamaedaphne calyculata
maryland,Chelone obliqua,Plants,NA,T,NA,Chelone obliqua
maryland,Clintonia borealis,Plants,NA,T,NA,Clintonia borealis
maryland,Dicentra eximia,Plants,NA,T,NA,Dicentra eximia
maryland,Dirca palustris,Plants,NA,T,NA,Dirca palustris
maryland,Eriocaulon parkeri,Plants,NA,T,NA,Eriocaulon parkeri
maryland,Erythronium albidum,Plants,NA,T,NA,Erythronium albidum
maryland,Eupatorium leucolepis,Plants,NA,T,NA,Eupatorium leucolepis
maryland,Gentiana andrewsii,Plants,NA,T,NA,Gentiana andrewsii
maryland,Helianthus occidentalis,Plants,NA,T,NA,Helianthus occidentalis
maryland,Homalosorus pycnocarpos,Plants,NA,T,NA,Homalosorus pycnocarpos
maryland,Hydrastis canadensis,Plants,NA,T,NA,Hydrastis canadensis
maryland,Hydrophyllum macrophyllum,Plants,NA,T,NA,Hydrophyllum macrophyllum
maryland,Hypericum denticulatum,Plants,NA,T,NA,Hypericum denticulatum
maryland,Isotrema macrophyllum,Plants,NA,T,NA,Aristolochia macrophylla
maryland,Linum intercursum,Plants,NA,T,NA,Linum intercursum
maryland,Lupinus perennis,Plants,NA,T,NA,Lupinus perennis
maryland,Lygodium palmatum,Plants,NA,T,NA,Lygodium palmatum
maryland,Lysimachia hybrida,Plants,NA,T,NA,Lysimachia hybrida
maryland,Melica nitens,Plants,NA,T,NA,Melica nitens
maryland,Oryzopsis asperifolia,Plants,NA,T,NA,Oryzopsis asperifolia
maryland,Paspalum dissectum,Plants,NA,T,NA,Paspalum dissectum
maryland,Patis racemosa,Plants,NA,T,NA,Oryzopsis racemosa
maryland,Phemeranthus teretifolius,Plants,NA,T,NA,Phemeranthus teretifolius
maryland,Platanthera blephariglottis,Plants,NA,T,NA,Platanthera blephariglottis
maryland,Platanthera ciliaris,Plants,NA,T,NA,Platanthera ciliaris
maryland,Platanthera grandiflora,Plants,NA,T,NA,Platanthera grandiflora
maryland,Platanthera peramoena,Plants,NA,T,NA,Platanthera peramoena
maryland,Polemonium vanbruntiae,Plants,NA,T,NA,Polemonium vanbruntiae
maryland,Polygala cruciata,Plants,NA,T,NA,Polygala cruciata
maryland,Polygala polygama,Plants,NA,T,NA,Polygala polygama
maryland,Polygala senega,Plants,NA,T,NA,Polygala senega
maryland,Prunus alleghaniensis,Plants,NA,T,NA,Prunus alleghaniensis
maryland,Quercus shumardii,Plants,NA,T,NA,Quercus shumardii
maryland,Rhynchosia tomentosa,Plants,NA,T,NA,Rhynchosia tomentosa
maryland,Rhynchospora scirpoides,Plants,NA,T,NA,Rhynchospora scirpoides
maryland,Rhynchospora torreyana,Plants,NA,T,NA,Rhynchospora torreyana
maryland,Sabulina michauxii,Plants,NA,T,NA,Sabulina michauxii
maryland,Sagittaria engelmanniana,Plants,NA,T,NA,Sagittaria engelmanniana
maryland,Sanguisorba canadensis,Plants,NA,T,NA,Sanguisorba canadensis
maryland,Sarracenia purpurea,Plants,NA,T,NA,Sarracenia purpurea
maryland,Sclerolepis uniflora,Plants,NA,T,NA,Sclerolepis uniflora
maryland,Scutellaria leonardii,Plants,NA,T,NA,Scutellaria parvula
maryland,Sedum glaucophyllum,Plants,NA,T,NA,Sedum glaucophyllum
maryland,Smilax pseudochina,Plants,NA,T,NA,Smilax pseudochina
maryland,Solidago racemosa,Plants,NA,T,NA,Solidago simplex
maryland,Solidago speciosa,Plants,NA,T,NA,Solidago speciosa
maryland,Sphenopholis pensylvanica,Plants,NA,T,NA,Sphenopholis pensylvanica
maryland,Stenanthium gramineum,Plants,NA,T,NA,Stenanthium gramineum
maryland,Streptopus lanceolatus,Plants,NA,T,NA,Streptopus lanceolatus
maryland,Symphoricarpos albus,Plants,NA,T,NA,Symphoricarpos albus
maryland,Taenidia montana,Plants,NA,T,NA,Taenidia montana
maryland,Taxus canadensis,Plants,NA,T,NA,Taxus canadensis
maryland,Thelypteris simulata,Plants,NA,T,NA,Parathelypteris simulata
maryland,Thuja occidentalis,Plants,NA,T,NA,Thuja occidentalis
maryland,Trifolium virginicum,Plants,NA,T,NA,Trifolium virginicum
maryland,Trillium pusillum,Plants,NA,T,NA,Trillium pusillum
maryland,Utricularia purpurea,Plants,NA,T,NA,Utricularia purpurea
maryland,Vaccinium oxycoccos,Plants,NA,T,NA,Vaccinium oxycoccos
maryland,Woodsia ilvensis,Plants,NA,T,NA,Woodsia ilvensis
maryland,Caretta caretta,Reptiles,Turtles,T,Marine,Caretta caretta
maryland,Chelonia mydas,Reptiles,Turtles,T,Marine,Chelonia mydas
maryland,Glyptemys muhlenbergii,Reptiles,Turtles,T,NA,Glyptemys muhlenbergii
massachusetts,Ambystoma opacum,Amphibians,Salamanders,T,NA,Ambystoma opacum
massachusetts,Scaphiopus holbrookii,Amphibians,Frogs/Toads,T,NA,Scaphiopus holbrookii
massachusetts,Haliaeetus leucocephalus,Birds,NA,T,NA,Haliaeetus leucocephalus
massachusetts,Circus cyaneus,Birds,NA,T,NA,Circus cyaneus
massachusetts,Falco peregrinus,Birds,NA,T,NA,Falco peregrinus
massachusetts,Rallus elegans,Birds,NA,T,NA,Rallus elegans
massachusetts,Charadrius melodus,Birds,NA,T,NA,Charadrius melodus
massachusetts,Parula americana,Birds,NA,T,NA,Setophaga americana
massachusetts,Pooecetes gramineus,Birds,NA,T,NA,Pooecetes gramineus
massachusetts,Ammodramus savannarum,Birds,NA,T,NA,Ammodramus savannarum
massachusetts,Lampetra appendix,Fish,NA,T,NA,Lethenteron appendix
massachusetts,Gasterosteus aculeatus,Fish,NA,T,Trimorphic freshwater population only,Gasterosteus aculeatus
massachusetts,Gomphus ventricosus,Invertebrates,Insects,T,NA,Gomphus ventricosus
massachusetts,Ophiogomphus carolus,Invertebrates,Insects,T,NA,Ophiogomphus carolus
massachusetts,Williamsonia lintneri,Invertebrates,Insects,T,NA,Williamsonia lintneri
massachusetts,Enallagma daeckii,Invertebrates,Insects,T,NA,Enallagma daeckii
massachusetts,Enallagma pictum,Invertebrates,Insects,T,NA,Enallagma pictum
massachusetts,Enallagma recurvatum,Invertebrates,Insects,T,NA,Enallagma recurvatum
massachusetts,Cicindela rufiventris,Invertebrates,Insects,T,NA,Cicindela rufiventris
massachusetts,Cicindela limbalis,Invertebrates,Insects,T,NA,Cicindela limbalis
massachusetts,Acronicta albarufa,Invertebrates,Insects,T,NA,Acronicta albarufa
massachusetts,Callophrys lanoraieensis,Invertebrates,Insects,T,NA,Incisalia lanoraieensis
massachusetts,Cicinnus melsheimeri,Invertebrates,Insects,T,NA,Cicinnus melsheimeri
massachusetts,Cycnia inopinatus,Invertebrates,Insects,T,NA,Cycnia inopinatus
massachusetts,Dargida rubripennis,Invertebrates,Insects,T,NA,Faronta rubripennis
massachusetts,Eacles imperialis,Invertebrates,Insects,T,NA,Eacles imperialis
massachusetts,Erora laeta,Invertebrates,Insects,T,NA,Erora laeta
massachusetts,Euphyes dion,Invertebrates,Insects,T,NA,Euphyes dion
massachusetts,Heterocampa varia,Invertebrates,Insects,T,NA,Heterocampa varia
massachusetts,Lycia ypsilon,Invertebrates,Insects,T,NA,Lycia ypsilon
massachusetts,Papaipema appassionata,Invertebrates,Insects,T,NA,Papaipema appassionata
massachusetts,Papaipema stenocelis,Invertebrates,Insects,T,NA,Papaipema stenocelis
massachusetts,Papaipema sulphurata,Invertebrates,Insects,T,NA,Papaipema sulphurata
massachusetts,Pieris oleracea,Invertebrates,Insects,T,NA,Pieris oleracea
massachusetts,Ptichodis bistrigata,Invertebrates,Insects,T,NA,Ptichodis bistrigata
massachusetts,Stenoporpia polygrammaria,Invertebrates,Insects,T,NA,Stenoporpia polygrammaria
massachusetts,Sagittaria cuneata,Plants,Vascular,T,NA,Sagittaria cuneata
massachusetts,Hydrocotyle verticillata,Plants,Vascular,T,NA,Hydrocotyle verticillata
massachusetts,Sanicula canadensis,Plants,Vascular,T,NA,Sanicula canadensis
massachusetts,Sanicula odorata,Plants,Vascular,T,NA,Sanicula odorata
massachusetts,Arisaema dracontium,Plants,Vascular,T,NA,Arisaema dracontium
massachusetts,Asclepias verticillata,Plants,Vascular,T,NA,Asclepias verticillata
massachusetts,Asplenium ruta-muraria,Plants,Vascular,T,NA,Asplenium ruta-muraria
massachusetts,Symphyotrichum tradescanti,Plants,Vascular,T,NA,Symphyotrichum tradescantii
massachusetts,Boechera missouriensis,Plants,Vascular,T,NA,Boechera missouriensis
massachusetts,Cardamine dentata,Plants,Vascular,T,NA,Cardamine pratensis
massachusetts,Minuartia michauxii,Plants,Vascular,T,NA,Sabulina michauxii
massachusetts,Celastrus scandens,Plants,Vascular,T,NA,Celastrus scandens
massachusetts,Hypericum adpressum,Plants,Vascular,T,NA,Hypericum adpressum
massachusetts,Crassula aquatica,Plants,Vascular,T,NA,Crassula aquatica
massachusetts,Carex alopecoidea,Plants,Vascular,T,NA,Carex alopecoidea
massachusetts,Carex baileyi,Plants,Vascular,T,NA,Carex baileyi
massachusetts,Carex formosa,Plants,Vascular,T,NA,Carex formosa
massachusetts,Carex grayi,Plants,Vascular,T,NA,Carex grayi
massachusetts,Carex lenticularis,Plants,Vascular,T,NA,Carex lenticularis
massachusetts,Carex mitchelliana,Plants,Vascular,T,NA,Carex mitchelliana
massachusetts,Carex oligocarpa,Plants,Vascular,T,NA,Carex oligocarpa
massachusetts,Carex sterilis,Plants,Vascular,T,NA,Carex sterilis
massachusetts,Carex typhina,Plants,Vascular,T,NA,Carex typhina
massachusetts,Cyperus engelmannii,Plants,Vascular,T,NA,Cyperus odoratus
massachusetts,Eleocharis intermedia,Plants,Vascular,T,NA,Eleocharis intermedia
massachusetts,Eriophorum gracile,Plants,Vascular,T,NA,Eriophorum gracile
massachusetts,Lipocarpha micrantha,Plants,Vascular,T,NA,Cyperus subsquarrosus
massachusetts,Rhynchospora inundata,Plants,Vascular,T,NA,Rhynchospora inundata
massachusetts,Rhynchospora nitens,Plants,Vascular,T,NA,Rhynchospora nitens
massachusetts,Scirpus longii,Plants,Vascular,T,NA,Scirpus longii
massachusetts,Rhododendron maximum,Plants,Vascular,T,NA,Rhododendron maximum
massachusetts,Desmodium cuspidatum,Plants,Vascular,T,NA,Desmodium cuspidatum
massachusetts,Quercus muehlenbergii,Plants,Vascular,T,NA,Quercus muehlenbergii
massachusetts,Utricularia resupinata,Plants,Vascular,T,NA,Utricularia resupinata
massachusetts,Linum medium,Plants,Vascular,T,NA,Linum medium
massachusetts,Ophioglossum pusillum,Plants,Vascular,T,NA,Ophioglossum pusillum
massachusetts,Arethusa bulbosa,Plants,Vascular,T,NA,Arethusa bulbosa
massachusetts,Liparis liliifolia,Plants,Vascular,T,NA,Liparis liliifolia
massachusetts,Malaxis unifolia,Plants,Vascular,T,NA,Malaxis unifolia
massachusetts,Neottia bifolia,Plants,Vascular,T,NA,Neottia bifolia
massachusetts,Platanthera dilatata,Plants,Vascular,T,NA,Platanthera dilatata
massachusetts,Platanthera flava,Plants,Vascular,T,NA,Platanthera flava
massachusetts,Spiranthes vernalis,Plants,Vascular,T,NA,Spiranthes vernalis
massachusetts,Aristida purpurascens,Plants,Vascular,T,NA,Aristida purpurascens
massachusetts,Aristida tuberculosa,Plants,Vascular,T,NA,Aristida tuberculosa
massachusetts,Leptochloa fusca,Plants,Vascular,T,NA,Leptochloa fusca
massachusetts,Milium effusum,Plants,Vascular,T,NA,Milium effusum
massachusetts,Panicum rigidulum,Plants,Vascular,T,NA,Panicum rigidum
massachusetts,Spartina cynosuroides,Plants,Vascular,T,NA,Sporobolus cynosuroides
massachusetts,Sphenopholis nitida,Plants,Vascular,T,NA,Sphenopholis nitida
massachusetts,Sphenopholis pensylvanica,Plants,Vascular,T,NA,Sphenopholis pensylvanica
massachusetts,Persicaria setacea,Plants,Vascular,T,NA,Persicaria setacea
massachusetts,Rumex pallidus,Plants,Vascular,T,NA,Rumex pallidus
massachusetts,Rumex verticillatus,Plants,Vascular,T,NA,Rumex verticillatus
massachusetts,Potamogeton confervoides,Plants,Vascular,T,NA,Potamogeton confervoides
massachusetts,Agrimonia pubescens,Plants,Vascular,T,NA,Agrimonia pubescens
massachusetts,Amelanchier bartramiana,Plants,Vascular,T,NA,Amelanchier bartramiana
massachusetts,Prunus pumila,Plants,Vascular,T,NA,Prunus pumila
massachusetts,Galium labradoricum,Plants,Vascular,T,NA,Galium labradoricum
massachusetts,Salix exigua,Plants,Vascular,T,NA,Salix exigua
massachusetts,Mimulus moschatus,Plants,Vascular,T,NA,Erythranthe moschata
massachusetts,Veronicastrum virginicum,Plants,Vascular,T,NA,Veronicastrum virginicum
massachusetts,Viola brittoniana,Plants,Vascular,T,NA,Viola brittoniana
massachusetts,Caretta caretta,Reptiles,Turtles,T,Marine,Caretta caretta
massachusetts,Chelonia mydas,Reptiles,Turtles,T,Marine,Chelonia mydas
massachusetts,Emydoidea blandingii,Reptiles,Turtles,T,NA,Emydoidea blandingii
massachusetts,Malaclemys terrapin,Reptiles,Turtles,T,NA,Malaclemys terrapin
massachusetts,Carphophis amoenus,Reptiles,Snakes,T,NA,Carphophis amoenus
michigan,Acris blanchardi,Amphibians,Frogs/Toads,T,NA,Acris blanchardi
michigan,Asio otus,Birds,NA,T,NA,Asio otus
michigan,Buteo lineatus,Birds,NA,T,NA,Buteo lineatus
michigan,Coturnicops noveboracensis,Birds,NA,T,NA,Coturnicops noveboracensis
michigan,Cygnus buccinator,Birds,NA,T,NA,Cygnus buccinator
michigan,Falco columbarius,Birds,NA,T,NA,Falco columbarius
michigan,Gallinula galeata,Birds,NA,T,NA,Gallinula chloropus
michigan,Gavia immer,Birds,NA,T,NA,Gavia immer
michigan,Hydroprogne caspia,Birds,NA,T,NA,Hydroprogne caspia
michigan,Ixobrychus exilis,Birds,NA,T,NA,Ixobrychus exilis
michigan,Parkesia motacilla,Birds,NA,T,NA,Parkesia motacilla
michigan,Setophaga cerulea,Birds,NA,T,NA,Setophaga cerulea
michigan,Setophaga dominica,Birds,NA,T,NA,Setophaga dominica
michigan,Sterna forsteri,Birds,NA,T,NA,Sterna forsteri
michigan,Sterna hirundo,Birds,NA,T,NA,Sterna hirundo
michigan,Acipenser fulvescens,Fish,NA,T,NA,Acipenser fulvescens
michigan,Ammocrypta pellucida,Fish,NA,T,NA,Ammocrypta pellucida
michigan,Coregonus artedi,Fish,NA,T,NA,Coregonus artedi
michigan,Coregonus zenithicus,Fish,NA,T,NA,Coregonus zenithicus
michigan,Hiodon tergisus,Fish,NA,T,NA,Hiodon tergisus
michigan,Moxostoma carinatum,Fish,NA,T,NA,Moxostoma carinatum
michigan,Sander canadensis,Fish,NA,T,NA,Sander canadensis
michigan,Alasmidonta viridis,Invertebrates,Mollusks,T,NA,Alasmidonta viridis
michigan,Callophrys irus,Invertebrates,Insects,T,NA,Thecla irus
michigan,Cyclonaias tuberculata,Invertebrates,Mollusks,T,NA,Cyclonaias tuberculata
michigan,Dryobius sexnotatus,Invertebrates,Insects,T,NA,Dryobius sexnotatus
michigan,Erynnis persius,Invertebrates,Insects,T,NA,Erynnis persius
michigan,Euchemotrema hubrichti,Invertebrates,Mollusks,T,NA,Euchemotrema hubrichti
michigan,Euconulus alderi,Invertebrates,Mollusks,T,NA,Euconulus alderi
michigan,Euphyes dukesi,Invertebrates,Insects,T,NA,Euphyes dukesi
michigan,Flexamia huroni,Invertebrates,Insects,T,NA,Flexamia huroni
michigan,Fossaria cyclostoma,Invertebrates,Mollusks,T,NA,Galba cyclostoma
michigan,Hendersonia occulta,Invertebrates,Mollusks,T,NA,Hendersonia occulta
michigan,Hesperia ottoe,Invertebrates,Insects,T,NA,Hesperia ottoe
michigan,Incisalia henrici,Invertebrates,Insects,T,NA,Incisalia henrici
michigan,Lampsilis fasciola,Invertebrates,Mollusks,T,NA,Lampsilis fasciola
michigan,Lycaeides melissa,Invertebrates,Insects,T,NA,Lycaeides melissa
michigan,Mesodon elevatus,Invertebrates,Mollusks,T,NA,Mesodon elevatus
michigan,Oarisma poweshiek,Invertebrates,Insects,T,NA,Oarisma poweshiek
michigan,Ophiogomphus howei,Invertebrates,Insects,T,NA,Ophiogomphus howei
michigan,Pallifera fosteri,Invertebrates,Mollusks,T,NA,Pallifera fosteri
michigan,Papaipema silphii,Invertebrates,Insects,T,NA,Papaipema silphii
michigan,Physella parkeri,Invertebrates,Mollusks,T,NA,Physella parkeri
michigan,Plebejus idas,Invertebrates,Insects,T,NA,Plebejus idas
michigan,Potamilus ohiensis,Invertebrates,Mollusks,T,NA,Potamilus ohiensis
michigan,Tachopteryx thoreyi,Invertebrates,Insects,T,NA,Tachopteryx thoreyi
michigan,Trimerotropis huroniana,Invertebrates,Insects,T,NA,Trimerotropis huroniana
michigan,Truncilla donaciformis,Invertebrates,Mollusks,T,NA,Truncilla donaciformis
michigan,Vertigo bollesiana,Invertebrates,Mollusks,T,NA,Vertigo bollesiana
michigan,Cryptotis parva,Mammals,NA,T,NA,Cryptotis parva
michigan,Nycticeius humeralis,Mammals,NA,T,NA,Nycticeius humeralis
michigan,Sorex fumeus,Mammals,NA,T,NA,Sorex fumeus
michigan,Zizia aptera,Plants,NA,T,NA,Zizia aptera
michigan,Zizania aquatica,Plants,NA,T,NA,Zizania aquatica
michigan,Woodsia obtusa,Plants,NA,T,NA,Woodsia obtusa
michigan,Wolffia brasiliensis,Plants,NA,T,NA,Wolffia brasiliensis
michigan,Wisteria frutescens,Plants,NA,T,NA,Wisteria frutescens
michigan,Vitis vulpina,Plants,NA,T,NA,Vitis vulpina
michigan,Viola pedatifida,Plants,NA,T,NA,Viola pedatifida
michigan,Viola novae-angliae,Plants,NA,T,NA,Viola novae-angliae
michigan,Viburnum edule,Plants,NA,T,NA,Viburnum edule
michigan,Valerianella umbilicata,Plants,NA,T,NA,Valerianella umbilicata
michigan,Valerianella chenopodiifolia,Plants,NA,T,NA,Valerianella chenopodiifolia
michigan,Valeriana edulis,Plants,NA,T,NA,Valeriana edulis
michigan,Vaccinium uliginosum,Plants,NA,T,NA,Vaccinium uliginosum
michigan,Vaccinium cespitosum,Plants,NA,T,NA,Vaccinium cespitosum
michigan,Utricularia subulata,Plants,NA,T,NA,Utricularia subulata
michigan,Triphora trianthophora,Plants,NA,T,NA,Triphora trianthophoros
michigan,Trillium sessile,Plants,NA,T,NA,Trillium sessile
michigan,Trillium recurvatum,Plants,NA,T,NA,Trillium recurvatum
michigan,Trillium nivale,Plants,NA,T,NA,Trillium nivale
michigan,Trichostema dichotomum,Plants,NA,T,NA,Trichostema dichotomum
michigan,Trichostema brachiatum,Plants,NA,T,NA,Trichostema brachiatum
michigan,Tofieldia pusilla,Plants,NA,T,NA,Tofieldia pusilla
michigan,Tanacetum huronense,Plants,NA,T,NA,Tanacetum bipinnatum
michigan,Symphyotrichum sericeum,Plants,NA,T,NA,Symphyotrichum sericeum
michigan,Symphyotrichum drummondii,Plants,NA,T,NA,Symphyotrichum drummondii
michigan,Spiranthes ovalis,Plants,NA,T,NA,Spiranthes ovalis
michigan,Solidago missouriensis,Plants,NA,T,NA,Solidago missouriensis
michigan,Solidago houghtonii,Plants,NA,T,NA,Solidago houghtonii
michigan,Smallanthus uvedalia,Plants,NA,T,NA,Smallanthus uvedalia
michigan,Sisyrinchium atlanticum,Plants,NA,T,NA,Sisyrinchium atlanticum
michigan,Silphium perfoliatum,Plants,NA,T,NA,Silphium perfoliatum
michigan,Silphium laciniatum,Plants,NA,T,NA,Silphium laciniatum
michigan,Silphium integrifolium,Plants,NA,T,NA,Silphium integrifolium
michigan,Silene stellata,Plants,NA,T,NA,Silene stellata
michigan,Silene nivea,Plants,NA,T,NA,Silene nivea
michigan,Scutellaria parvula,Plants,NA,T,NA,Scutellaria parvula
michigan,Scutellaria ovata,Plants,NA,T,NA,Scutellaria ovata
michigan,Scleria reticularis,Plants,NA,T,NA,Scleria reticularis
michigan,Schoenoplectiella hallii,Plants,NA,T,NA,Schoenoplectiella hallii
michigan,Saxifraga tricuspidata,Plants,NA,T,NA,Saxifraga tricuspidata
michigan,Saxifraga paniculata,Plants,NA,T,NA,Saxifraga paniculata
michigan,Sarracenia purpurea,Plants,NA,T,NA,Sarracenia purpurea
michigan,Salix planifolia,Plants,NA,T,NA,Salix planifolia
michigan,Sagittaria montevidensis,Plants,NA,T,NA,Sagittaria montevidensis
michigan,Sagina nodosa,Plants,NA,T,NA,Sagina nodosa
michigan,Sabatia angularis,Plants,NA,T,NA,Sabatia angularis
michigan,Ruppia cirrhosa,Plants,NA,T,NA,Ruppia cirrhosa
michigan,Ruellia humilis,Plants,NA,T,NA,Ruellia humilis
