species,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,New York
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,North Carolina
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,Pennsylvania
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,Rhode Island
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,South Carolina
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,Vermont
Catharus bicknelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,Bicknell's Thrush,Decreasing,FALSE,FALSE,TRUE,Virginia
Catostomus santaanae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Santa Ana Sucker,Decreasing,FALSE,TRUE,FALSE,California
Catostomus warnerensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Warner Sucker,Unknown,FALSE,TRUE,FALSE,Nevada
Catostomus warnerensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Catostomus,Warner Sucker,Unknown,FALSE,TRUE,FALSE,Oregon
Celtis lindheimeri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,CANNABACEAE,Celtis,Lindheimer Hackberry,NA,FALSE,FALSE,TRUE,Texas
Cenchrus agrimonioides,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Cenchrus,NA,Increasing,FALSE,FALSE,TRUE,Hawaii
Cenchrus agrimonioides,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Cenchrus,NA,Increasing,FALSE,FALSE,TRUE,Hawaii
Centaurium sebaeoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,GENTIANACEAE,Centaurium,NA,Unknown,FALSE,FALSE,TRUE,Hawaii
Centrocercus minimus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Gunnison Grouse ,Decreasing,FALSE,FALSE,TRUE,Arizona
Centrocercus minimus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Gunnison Grouse ,Decreasing,FALSE,FALSE,TRUE,Colorado
Centrocercus minimus,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Centrocercus,Gunnison Grouse ,Decreasing,FALSE,FALSE,TRUE,Utah
Centroscymnus owstonii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Roughskin Dogfish,Unknown,TRUE,FALSE,FALSE,Florida
Centroscymnus owstonii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Roughskin Dogfish,Unknown,TRUE,FALSE,FALSE,Alabama
Centroscymnus owstonii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Roughskin Dogfish,Unknown,TRUE,FALSE,FALSE,Mississippi
Centroscymnus owstonii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Roughskin Dogfish,Unknown,TRUE,FALSE,FALSE,Texas
Centroscymnus owstonii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,Roughskin Dogfish,Unknown,TRUE,FALSE,FALSE,Louisiana
Cercocarpus traskiae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Cercocarpus,Catalina Mahogany,NA,FALSE,FALSE,TRUE,California
Cetorhinus maximus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,Basking Shark,Decreasing,TRUE,FALSE,FALSE,Florida
Cetorhinus maximus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,Basking Shark,Decreasing,TRUE,FALSE,FALSE,Florida
Cetradonia linearis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cetradonia,Rock Gnome Lichen,Decreasing,FALSE,TRUE,TRUE,Georgia
Cetradonia linearis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cetradonia,Rock Gnome Lichen,Decreasing,FALSE,TRUE,TRUE,North Carolina
Cetradonia linearis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cetradonia,Rock Gnome Lichen,Decreasing,FALSE,TRUE,TRUE,South Carolina
Cetradonia linearis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cetradonia,Rock Gnome Lichen,Decreasing,FALSE,TRUE,TRUE,Tennessee
Cetradonia linearis,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cetradonia,Rock Gnome Lichen,Decreasing,FALSE,TRUE,TRUE,Virginia
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Alabama
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Arkansas
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,California
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Colorado
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Connecticut
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Delaware
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,District of Columbia
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Florida
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Georgia
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Illinois
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Indiana
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Iowa
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Kansas
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Kentucky
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Louisiana
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Maine
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Maryland
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Massachusetts
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Michigan
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Minnesota
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Mississippi
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Missouri
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Montana
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Nebraska
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,New Hampshire
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,New Jersey
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,New Mexico
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,New York
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,North Carolina
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,North Dakota
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Ohio
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Oklahoma
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Pennsylvania
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Rhode Island
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,South Carolina
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,South Dakota
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Tennessee
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Texas
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Vermont
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Virginia
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,West Virginia
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Wisconsin
Chaetura pelagica,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,APODIDAE,Chaetura,Chimney Swift,Decreasing,FALSE,FALSE,TRUE,Wyoming
Charpentiera densiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Charpentiera,Dense-flowered Charpentiera,Decreasing,FALSE,FALSE,TRUE,Hawaii
Charpentiera elliptica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Charpentiera,NA,Decreasing,FALSE,FALSE,TRUE,Hawaii
Chasiempis ibidis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,Oahu Elepaio,Decreasing,FALSE,FALSE,TRUE,Hawaii
Chasiempis sandwichensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,Hawaii Elepaio,Decreasing,FALSE,FALSE,TRUE,Hawaii
Chasiempis sclateri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MONARCHIDAE,Chasiempis,Kauai Elepaio,Increasing,FALSE,FALSE,TRUE,Hawaii
Chasmistes brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Chasmistes,Shortnose Sucker,Decreasing,FALSE,TRUE,FALSE,California
Chasmistes brevirostris,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Chasmistes,Shortnose Sucker,Decreasing,FALSE,TRUE,FALSE,Oregon
Chasmistes cujus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Chasmistes,Cui-ui,Increasing,FALSE,TRUE,FALSE,Nevada
Chasmistes liorus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CATOSTOMIDAE,Chasmistes,June Sucker,Decreasing,FALSE,TRUE,FALSE,Utah
Cheirodendron dominii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Cheirodendron,Domin's Club,Decreasing,FALSE,FALSE,TRUE,Hawaii
Cheirodendron fauriei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Cheirodendron,NA,Unknown,FALSE,FALSE,TRUE,Hawaii
Cheirodendron forbesii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,Cheirodendron,NA,NA,FALSE,FALSE,TRUE,Hawaii
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Alabama
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,California
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Connecticut
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Delaware
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Florida
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Georgia
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Hawaii
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Louisiana
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Maine
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Maryland
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Massachusetts
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Mississippi
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,New Jersey
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,New York
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,North Carolina
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Oregon
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Rhode Island
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,South Carolina
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Texas
Chelonia mydas,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,Green Turtle,Decreasing,TRUE,FALSE,TRUE,Virginia
Chloealtis aspasma,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chloealtis,Siskiyou Chloealtis Grasshopper,NA,FALSE,FALSE,TRUE,Oregon
Chlorodrepanis flava,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chlorodrepanis,Oahu Amakihi,Stable,FALSE,FALSE,TRUE,Hawaii
Chlorodrepanis stejnegeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chlorodrepanis,Kauai Amakihi,Increasing,FALSE,FALSE,TRUE,Hawaii
Chrosomus cumberlandensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Blackside Dace,Decreasing,FALSE,TRUE,FALSE,Kentucky
Chrosomus cumberlandensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Blackside Dace,Decreasing,FALSE,TRUE,FALSE,Tennessee
Chrosomus cumberlandensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Blackside Dace,Decreasing,FALSE,TRUE,FALSE,Virginia
Chrosomus saylori,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Laurel Dace,Unknown,FALSE,TRUE,FALSE,Tennessee
Chrosomus tennesseensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,Georgia
Chrosomus tennesseensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,Tennessee
Chrosomus tennesseensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Chrosomus,Tennessee Dace,Decreasing,FALSE,TRUE,FALSE,Virginia
Chrysodracon aurea,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,Unknown,FALSE,FALSE,TRUE,Hawaii
Chrysodracon auwahiensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,Hawaii
Chrysodracon fernaldii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,Hawaii
Chrysodracon forbesii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,Forbes' Dracaena,NA,FALSE,FALSE,TRUE,Hawaii
Chrysodracon halapepe,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,Hawaii
Chrysodracon hawaiiensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPARAGACEAE,Chrysodracon,NA,NA,FALSE,FALSE,TRUE,Hawaii
Cibotium nealiae,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CIBOTIACEAE,Cibotium,NA,Decreasing,FALSE,FALSE,TRUE,Hawaii
Cicindela albissima,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Coral Pink Sand Dunes Tiger Beetle,Stable,FALSE,FALSE,TRUE,Utah
Cicindela columbica,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Idaho
Cicindela columbica,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Oregon
Cicindela columbica,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Columbia River Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Washington
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Alabama
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Indiana
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Kentucky
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Maine
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Massachusetts
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Mississippi
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,New Hampshire
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,New Jersey
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,New York
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Ohio
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Pennsylvania
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,South Carolina
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,Vermont
Cicindela marginipennis,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Cobblestone Tiger Beetle,Unknown,FALSE,TRUE,TRUE,West Virginia
Cicindela puritana,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,Connecticut
Cicindela puritana,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,Massachusetts
Cicindela puritana,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CICINDELIDAE,Cicindela,Puritan Tiger Beetle,Unknown,FALSE,FALSE,TRUE,Maryland
Cladonia perforata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,CLADONIACEAE,Cladonia,Florida Perforate Reindeer Lichen,Unknown,FALSE,FALSE,TRUE,Florida
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,Alabama
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,Alaska
Clangula hyemalis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Clangula,Long-tailed Duck,Decreasing,TRUE,TRUE,TRUE,Arizona
