state,species,taxon_general,taxon_specific,status,acceptedName
hawaii,Stenogyne angustifolia,Plants,NA,E,Stenogyne angustifolia
hawaii,Stenogyne bifida,Plants,NA,E,Stenogyne bifida
hawaii,Stenogyne campanulata,Plants,NA,E,Stenogyne campanulata
hawaii,Stenogyne cranwelliae,Plants,NA,E,Stenogyne cranwelliae
hawaii,Stenogyne kaalae,Plants,NA,E,Stenogyne kaalae
hawaii,Stenogyne kanehoana,Plants,NA,E,Stenogyne kanehoana
hawaii,Stenogyne kauaulaensis,Plants,NA,E,Stenogyne kauaulaensis
hawaii,Stenogyne kealiae,Plants,NA,E,Stenogyne purpurea
hawaii,Tetramolopium arenarium,Plants,NA,E,Tetramolopium arenarium
hawaii,Tetramolopium filiforme,Plants,NA,E,Tetramolopium filiforme
hawaii,Tetramolopium lepidotum,Plants,NA,E,Tetramolopium lepidotum
hawaii,Tetramolopium remyi,Plants,NA,E,Tetramolopium remyi
hawaii,Tetramolopium rockii,Plants,NA,T,Tetramolopium rockii
hawaii,Trematolobelia singularis,Plants,NA,E,Trematolobelia singularis
hawaii,Vigna o-wahuensis,Plants,NA,E,Vigna o-wahuensis
hawaii,Viola helenae,Plants,NA,E,Viola helenae
hawaii,Viola lanaiensis,Plants,NA,E,Viola lanaiensis
hawaii,Viola oahuensis,Plants,NA,E,Viola oahuensis
hawaii,Wikstroemia skottsbergiana,Plants,NA,E,Wikstroemia skottsbergiana
hawaii,Wikstroemia villosa,Plants,NA,E,Wikstroemia villosa
hawaii,Xylosma crenatum,Plants,NA,E,Xylosma crenatum
hawaii,Geranium hanaense,Plants,NA,E,Geranium hanaense
hawaii,Geranium hillebrandii,Plants,NA,E,Geranium hillebrandii
hawaii,Geranium kauaiense,Plants,NA,E,Geranium kauaiense
hawaii,Geranium multiflorum,Plants,NA,E,Geranium multiflorum
hawaii,Cyanea horrida,Plants,NA,E,Cyanea horrida
hawaii,Delissea subcordata,Plants,NA,E,Delissea subcordata
hawaii,Sesbania tomentosa,Plants,NA,E,Sesbania tomentosa
hawaii,Clermontia drepanomorpha,Plants,NA,E,Clermontia drepanomorpha
hawaii,Clermontia lindseyana,Plants,NA,E,Clermontia lindseyana
hawaii,Clermontia oblongifolia,Plants,NA,E,Clermontia oblongifolia
hawaii,Clermontia peleana,Plants,NA,E,Clermontia peleana
hawaii,Clermontia pyrularia,Plants,NA,E,Clermontia pyrularia
hawaii,Clermontia samuelii,Plants,NA,E,Clermontia samuelii
hawaii,Joinvillea ascendens,Plants,NA,E,Joinvillea ascendens
hawaii,Polyscias gymnocarpa,Plants,NA,E,Polyscias gymnocarpa
hawaii,Hypolepis hawaiiensis,Plants,NA,E,Hypolepis hawaiiensis
hawaii,Brighamia insignis,Plants,NA,E,Brighamia insignis
hawaii,Urera kaalae,Plants,NA,E,Urera kaalae
hawaii,Astelia waialealae,Plants,NA,E,Astelia waialealae
hawaii,Tetramolopium capillare,Plants,NA,E,Tetramolopium capillare
hawaii,Viola chamissoniana,Plants,NA,E,Viola chamissoniana
hawaii,Panicum fauriei,Plants,NA,E,Panicum fauriei
hawaii,Charpentiera densiflora,Plants,NA,E,Charpentiera densiflora
hawaii,Ctenitis squamigera,Plants,NA,E,Ctenitis squamigera
hawaii,Kadua laxiflora,Plants,NA,E,Kadua laxiflora
hawaii,Platydesma rostrata,Plants,NA,E,Melicope rostrata
hawaii,Portulaca sclerocarpa,Plants,NA,E,Portulaca sclerocarpa
hawaii,Cyanea solanacea,Plants,NA,E,Cyanea solanacea
hawaii,Solanum nelsonii,Plants,NA,E,Solanum nelsonii
hawaii,Solanum incompletum,Plants,NA,E,Solanum incompletum
hawaii,Brighamia rockii,Plants,NA,E,Brighamia rockii
hawaii,Cyperus trachysanthos,Plants,NA,E,Cyperus trachysanthos
hawaii,Calamagrostis hillebrandii,Plants,NA,E,Calamagrostis hillebrandii
hawaii,Calamagrostis expansa,Plants,NA,E,Calamagrostis expansa
hawaii,Remya mauiensis,Plants,NA,E,Remya mauiensis
hawaii,Santalum haleakalae,Plants,NA,E,Santalum haleakalae
hawaii,Schiedea adamantis,Plants,NA,E,Schiedea adamantis
hawaii,Argyroxiphium kauense,Plants,NA,E,Argyroxiphium kauense
hawaii,Mezoneuron kavaiense,Plants,NA,E,Caesalpinia kauaiensis
hawaii,Vicia menziesii,Plants,NA,E,Vicia menziesii
hawaii,Huperzia mannii,Plants,NA,E,Phlegmariurus mannii
hawaii,Huperzia nutans,Plants,NA,E,Phlegmariurus nutans
idaho,Ursus arctos,Mammals,NA,T,Ursus arctos
idaho,Rangifer tarandus,Mammals,NA,E,Rangifer tarandus
idaho,Coccyzus americanus,Birds,NA,T,Coccyzus americanus
idaho,Lanx sp.,Invertebrates,Mollusks,E,Lanx sp.
idaho,Lynx canadensis,Mammals,NA,T,Lynx canadensis
idaho,Taylorconcha serpenticola,Invertebrates,Mollusks,T,Taylorconcha serpenticola
idaho,Pyrgulopsis bruneauensis,Invertebrates,Mollusks,E,Pyrgulopsis bruneauensis
idaho,Urocitellus brunneus,Mammals,NA,T,Urocitellus brunneus
idaho,Acipenser transmontanus,Fish,NA,E,Acipenser transmontanus
idaho,Salvelinus confluentus,Fish,NA,T,Salvelinus confluentus
idaho,Silene spaldingii,Plants,NA,T,Silene spaldingii
idaho,Mirabilis macfarlanei,Plants,NA,T,Mirabilis macfarlanei
idaho,Howellia aquatilis,Plants,NA,T,Howellia aquatilis
idaho,Spiranthes diluvialis,Plants,NA,T,Spiranthes diluvialis
idaho,Lepidium papilliferum,Plants,NA,T,Lepidium papilliferum
illinois,Gammarus acherondytes,Invertebrates,Insects,E,Gammarus acherondytes
illinois,Myotis grisescens,Mammals,NA,E,Myotis grisescens
illinois,Myotis sodalis,Mammals,NA,E,Myotis sodalis
illinois,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
illinois,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
illinois,Lycaeides melissa,Invertebrates,Insects,E,Lycaeides melissa
illinois,Pleurobema clava,Invertebrates,Mollusks,E,Pleurobema clava
illinois,Somatochlora hineana,Invertebrates,Insects,E,Somatochlora hineana
illinois,Cyprogenia stegaria,Invertebrates,Mollusks,E,Cyprogenia stegaria
illinois,Lampsilis higginsii,Invertebrates,Mollusks,E,Lampsilis higginsii
illinois,Calidris canutus,Birds,NA,T,Calidris canutus
illinois,Sistrurus catenatus,Reptiles,Snakes,T,Sistrurus catenatus
illinois,Lampsilis abrupta,Invertebrates,Mollusks,E,Lampsilis abrupta
illinois,Leptodea leptodon,Invertebrates,Mollusks,E,Leptodea leptodon
illinois,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
illinois,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
illinois,Plethobasus cooperianus,Invertebrates,Mollusks,E,Plethobasus cooperianus
illinois,Charadrius melodus,Birds,NA,E,Charadrius melodus
illinois,Potamilus capax,Invertebrates,Mollusks,E,Potamilus capax
illinois,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
illinois,Epioblasma torulosa,Invertebrates,Mollusks,E,Epioblasma torulosa
illinois,Discus macclintocki,Invertebrates,Mollusks,E,Discus macclintocki
illinois,Cumberlandia monodonta,Invertebrates,Mollusks,E,Cumberlandia monodonta
illinois,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
illinois,Sterna antillarum,Birds,NA,E,Sternula antillarum
illinois,Boltonia decurrens,Plants,NA,T,Boltonia decurrens
illinois,Lespedeza leptostachya,Plants,NA,T,Lespedeza leptostachya
illinois,Hymenoxys herbacea,Plants,NA,T,Tetraneuris herbacea
illinois,Asclepias meadii,Plants,NA,T,Asclepias meadii
illinois,Platanthera leucophaea,Plants,NA,T,Platanthera leucophaea
illinois,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
illinois,Apios priceana,Plants,NA,T,Apios priceana
illinois,Dalea foliosa,Plants,NA,E,Dalea foliosa
illinois,Cirsium pitcheri,Plants,NA,T,Cirsium pitcheri
indiana,Myotis grisescens,Mammals,NA,E,Myotis grisescens
indiana,Myotis sodalis,Mammals,NA,E,Myotis sodalis
indiana,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
indiana,Villosa fabalis,Invertebrates,Mollusks,E,Paetulunio fabalis
indiana,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
indiana,Lycaeides melissa,Invertebrates,Insects,E,Lycaeides melissa
indiana,Neonympha mitchellii,Invertebrates,Insects,E,Neonympha mitchellii
indiana,Epioblasma obliquata,Invertebrates,Mollusks,E,Epioblasma obliquata
indiana,Pleurobema clava,Invertebrates,Mollusks,E,Pleurobema clava
indiana,Cyprogenia stegaria,Invertebrates,Mollusks,E,Cyprogenia stegaria
indiana,Calidris canutus,Birds,NA,T,Calidris canutus
indiana,Sistrurus catenatus,Reptiles,Snakes,T,Sistrurus catenatus
indiana,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
indiana,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
indiana,Pleurobema plenum,Invertebrates,Mollusks,E,Pleurobema plenum
indiana,Charadrius melodus,Birds,NA,E,Charadrius melodus
indiana,Potamilus capax,Invertebrates,Mollusks,E,Potamilus capax
indiana,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
indiana,Epioblasma torulosa,Invertebrates,Mollusks,E,Epioblasma torulosa
indiana,Nerodia erythrogaster,Reptiles,Snakes,T,Nerodia erythrogaster
indiana,Sterna antillarum,Birds,NA,E,Sternula antillarum
indiana,Physaria globosa,Plants,NA,E,Physaria globosa
indiana,Trifolium stoloniferum,Plants,NA,E,Trifolium stoloniferum
indiana,Solidago shortii,Plants,NA,E,Solidago shortii
indiana,Asclepias meadii,Plants,NA,T,Asclepias meadii
indiana,Platanthera leucophaea,Plants,NA,T,Platanthera leucophaea
indiana,Cirsium pitcheri,Plants,NA,T,Cirsium pitcheri
iowa,Myotis sodalis,Mammals,NA,E,Myotis sodalis
iowa,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
iowa,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
iowa,Lampsilis higginsii,Invertebrates,Mollusks,E,Lampsilis higginsii
iowa,Sistrurus catenatus,Reptiles,Snakes,T,Sistrurus catenatus
iowa,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
iowa,Charadrius melodus,Birds,NA,T,Charadrius melodus
iowa,Notropis topeka,Snakes,NA,E,Notropis topeka
iowa,Hesperia dacotae,Invertebrates,Insects,T,Hesperia dacotae
iowa,Oarisma poweshiek,Invertebrates,Insects,E,Oarisma poweshiek
iowa,Discus macclintocki,Invertebrates,Mollusks,E,Discus macclintocki
iowa,Cumberlandia monodonta,Invertebrates,Mollusks,E,Cumberlandia monodonta
iowa,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
iowa,Sterna antillarum,Birds,NA,E,Sternula antillarum
iowa,Lespedeza leptostachya,Plants,NA,T,Lespedeza leptostachya
iowa,Asclepias meadii,Plants,NA,T,Asclepias meadii
iowa,Aconitum noveboracense,Plants,NA,T,Aconitum noveboracense
iowa,Platanthera leucophaea,Plants,NA,T,Platanthera leucophaea
iowa,Platanthera praeclara,Plants,NA,T,Platanthera praeclara
kansas,Myotis grisescens,Mammals,NA,E,Myotis grisescens
kansas,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
kansas,Nicrophorus americanus,Invertebrates,Insects,E,Nicrophorus americanus
kansas,Grus americana,Birds,NA,E,Grus americana
kansas,Mustela nigripes,Mammals,NA,E,Mustela nigripes
kansas,Calidris canutus,Birds,NA,T,Calidris canutus
kansas,Noturus placidus,Fish,NA,T,Noturus placidus
kansas,Lampsilis rafinesqueana,Invertebrates,Mollusks,E,Lampsilis rafinesqueana
kansas,Charadrius melodus,Birds,NA,T,Charadrius melodus
kansas,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
kansas,Notropis girardi,Fish,NA,T,Notropis girardi
kansas,Notropis topeka,Fish,NA,E,Notropis topeka
kansas,Cumberlandia monodonta,Invertebrates,Mollusks,E,Cumberlandia monodonta
kansas,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
kansas,Sterna antillarum,Birds,NA,E,Sternula antillarum
kansas,Asclepias meadii,Plants,NA,T,Asclepias meadii
kansas,Platanthera praeclara,Plants,NA,T,Platanthera praeclara
kentucky,Myotis grisescens,Mammals,NA,E,Myotis grisescens
kentucky,Myotis sodalis,Mammals,NA,E,Myotis sodalis
kentucky,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
kentucky,Corynorhinus townsendii,Mammals,NA,E,Corynorhinus townsendii
kentucky,Villosa trabalis,Invertebrates,Mollusks,E,Venustaconcha trabalis
kentucky,Villosa fabalis,Invertebrates,Mollusks,E,Paetulunio fabalis
kentucky,Pleurobema clava,Invertebrates,Mollusks,E,Pleurobema clava
kentucky,Epioblasma brevidens,Invertebrates,Mollusks,E,Epioblasma brevidens
kentucky,Cambarus callainus,Invertebrates,Crustaceans,T,Cambarus callainus
kentucky,Phoxinus cumberlandensis,Fish,NA,T,Chrosomus cumberlandensis
kentucky,Etheostoma susanae,Fish,NA,E,Etheostoma susanae
kentucky,Etheostoma percnurum,Fish,NA,E,Etheostoma percnurum
kentucky,Etheostoma spilotum,Fish,NA,T,Etheostoma spilotum
kentucky,Etheostoma chienense,Fish,NA,E,Etheostoma chienense
kentucky,Alasmidonta atropurpurea,Invertebrates,Mollusks,E,Alasmidonta atropurpurea
kentucky,Cyprogenia stegaria,Invertebrates,Mollusks,E,Cyprogenia stegaria
kentucky,Ptychobranchus subtentum,Invertebrates,Mollusks,E,Ptychobranchus subtentus
kentucky,Lampsilis abrupta,Invertebrates,Mollusks,E,Lampsilis abrupta
kentucky,Epioblasma capsaeformis,Invertebrates,Mollusks,E,Epioblasma capsaeformis
kentucky,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
kentucky,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
kentucky,Dromus dromas,Invertebrates,Mollusks,E,Dromus dromas
kentucky,Pegias fabula,Invertebrates,Mollusks,E,Pegias fabula
kentucky,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Pleuronaia dolabelloides
kentucky,Pleurobema plenum,Invertebrates,Mollusks,E,Pleurobema plenum
kentucky,Plethobasus cooperianus,Invertebrates,Mollusks,E,Plethobasus cooperianus
kentucky,Potamilus capax,Invertebrates,Mollusks,E,Potamilus capax
kentucky,Epioblasma obliquata,Invertebrates,Mollusks,E,Epioblasma obliquata
kentucky,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
kentucky,Epioblasma torulosa,Invertebrates,Mollusks,E,Epioblasma torulosa
kentucky,Epioblasma florentina,Invertebrates,Mollusks,E,Epioblasma florentina
kentucky,Obovaria retusa,Invertebrates,Mollusks,E,Obovaria retusa
kentucky,Notropis albizonatus,Fish,NA,E,Notropis albizonatus
kentucky,Palaemonias ganteri,Invertebrates,Insects,E,Palaemonias ganteri
kentucky,Cumberlandia monodonta,Invertebrates,Mollusks,E,Cumberlandia monodonta
kentucky,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
kentucky,Sterna antillarum,Birds,NA,E,Sternula antillarum
kentucky,Physaria globosa,Plants,NA,E,Physaria globosa
kentucky,Trifolium stoloniferum,Plants,NA,E,Trifolium stoloniferum
kentucky,Leavenworthia exigua,Plants,NA,T,Leavenworthia exigua
kentucky,Solidago shortii,Plants,NA,E,Solidago shortii
kentucky,Platanthera integrilabia,Plants,NA,T,Platanthera integrilabia
kentucky,Apios priceana,Plants,NA,T,Apios priceana
kentucky,Arabis perstellata,Plants,NA,E,Boechera perstellata
kentucky,Conradina verticillata,Plants,NA,T,Conradina verticillata
kentucky,Arenaria cumberlandensis,Plants,NA,E,Mononeuria cumberlandensis
kentucky,Spiraea virginiana,Plants,NA,T,Spiraea virginiana
louisiana,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
louisiana,Potamilus inflatus,Invertebrates,Mollusks,T,Potamilus inflatus
louisiana,Calidris canutus,Birds,NA,T,Calidris canutus
louisiana,Trichechus manatus,Mammals,NA,T,Trichechus manatus
louisiana,Lampsilis abrupta,Invertebrates,Mollusks,E,Lampsilis abrupta
louisiana,Margaritifera hembeli,Invertebrates,Mollusks,T,Margaritifera hembeli
louisiana,Pituophis ruthveni,Reptiles,Snakes,T,Pituophis ruthveni
louisiana,Charadrius melodus,Birds,NA,T,Charadrius melodus
louisiana,Potamilus capax,Invertebrates,Mollusks,E,Potamilus capax
louisiana,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
louisiana,Epioblasma florentina,Invertebrates,Mollusks,E,Epioblasma florentina
louisiana,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
louisiana,Lepidochelys kempii,Reptiles,Turtles,E,Lepidochelys kempii
louisiana,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
louisiana,Caretta caretta,Reptiles,Turtles,T,Caretta caretta
louisiana,Acipenser oxyrinchus,Fish,NA,T,Acipenser oxyrinchus
louisiana,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
louisiana,Sterna antillarum,Birds,NA,E,Sternula antillarum
louisiana,Gopherus polyphemus,Reptiles,Turtles,T,Gopherus polyphemus
louisiana,Graptemys oculifera,Reptiles,Turtles,T,Graptemys oculifera
louisiana,Picoides borealis,Birds,NA,E,Picoides borealis
louisiana,Schwalbea americana,Plants,NA,E,Schwalbea americana
louisiana,Geocarpon minimum,Plants,NA,T,Mononeuria minima
louisiana,Isoetes louisianensis,Plants,NA,E,Isoetes louisianensis
maine,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
maine,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
maine,Calidris canutus,Birds,NA,T,Calidris canutus
maine,Lynx canadensis,Mammals,NA,T,Lynx canadensis
maine,Charadrius melodus,Birds,NA,T,Charadrius melodus
maine,Salmo salar,Fish,NA,E,Salmo salar
maine,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
maine,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
maine,Sterna dougallii,Reptiles,Turtles,E,Sterna dougallii
maine,Pedicularis furbishiae,Plants,NA,E,Pedicularis furbishiae
maine,Platanthera leucophaea,Plants,NA,T,Platanthera leucophaea
maine,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
maryland,Stygobromus hayi,Invertebrates,Crustaceans,E,Stygobromus hayi
maryland,Myotis sodalis,Mammals,NA,E,Myotis sodalis
maryland,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
maryland,Etheostoma sellare,Fish,NA,E,Etheostoma sellare
maryland,Calidris canutus,Birds,NA,T,Calidris canutus
maryland,Charadrius melodus,Birds,NA,T,Charadrius melodus
maryland,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
maryland,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
maryland,Cicindela puritana,Invertebrates,Insects,T,Ellipsoptera puritana
maryland,Clemmys muhlenbergii,Reptiles,Turtles,T,Glyptemys muhlenbergii
maryland,Alasmidonta heterodon,Invertebrates,Mollusks,E,Alasmidonta heterodon
maryland,Amaranthus pumilus,Plants,NA,T,Amaranthus pumilus
maryland,Scirpus ancistrochaetus,Plants,NA,E,Scirpus ancistrochaetus
maryland,Oxypolis canbyi,Plants,NA,E,Tiedemannia canbyi
maryland,Agalinis acuta,Plants,NA,E,Agalinis acuta
maryland,Ptilimnium nodosum,Plants,NA,E,Ptilimnium nodosum
maryland,Aeschynomene virginica,Plants,NA,T,Aeschynomene virginica
maryland,Helonias bullata,Plants,NA,T,Helonias bullata
maryland,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
massachusetts,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
massachusetts,Nicrophorus americanus,Invertebrates,Insects,E,Nicrophorus americanus
massachusetts,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
massachusetts,Calidris canutus,Birds,NA,T,Calidris canutus
massachusetts,Charadrius melodus,Birds,NA,T,Charadrius melodus
massachusetts,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
massachusetts,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
massachusetts,Sterna dougallii,Birds,NA,E,Sterna dougallii
massachusetts,Cicindela puritana,Invertebrates,Insects,T,Ellipsoptera puritana
massachusetts,Clemmys muhlenbergii,Reptiles,Turtles,T,Glyptemys muhlenbergii
massachusetts,Pseudemys rubriventris,Reptiles,Turtles,E,Pseudemys rubriventris
massachusetts,Alasmidonta heterodon,Invertebrates,Mollusks,E,Alasmidonta heterodon
massachusetts,Scirpus ancistrochaetus,Plants,NA,E,Scirpus ancistrochaetus
massachusetts,Schwalbea americana,Plants,NA,E,Schwalbea americana
massachusetts,Agalinis acuta,Plants,NA,E,Agalinis acuta
massachusetts,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
michigan,Myotis sodalis,Mammals,NA,E,Myotis sodalis
michigan,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
michigan,Villosa fabalis,Invertebrates,Mollusks,E,Paetulunio fabalis
michigan,Brychius hungerfordi,Invertebrates,Insects,E,Brychius hungerfordi
michigan,Lycaeides melissa,Invertebrates,Insects,E,Lycaeides melissa
michigan,Neonympha mitchellii,Invertebrates,Insects,E,Neonympha mitchellii
michigan,Pleurobema clava,Invertebrates,Mollusks,E,Pleurobema clava
michigan,Somatochlora hineana,Invertebrates,Insects,E,Somatochlora hineana
michigan,Calidris canutus,Birds,NA,T,Calidris canutus
michigan,Lynx canadensis,Mammals,NA,T,Lynx canadensis
michigan,Sistrurus catenatus,Reptiles,Snakes,T,Sistrurus catenatus
michigan,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
michigan,Charadrius melodus,Birds,NA,E,Charadrius melodus
michigan,Epioblasma torulosa,Invertebrates,Mollusks,E,Epioblasma torulosa
michigan,Oarisma poweshiek,Invertebrates,Insects,E,Oarisma poweshiek
michigan,Nerodia erythrogaster,Reptiles,Snakes,T,Nerodia erythrogaster
michigan,Setophaga kirtlandii,Birds,NA,E,Setophaga kirtlandii
michigan,Canis lupus,Mammals,NA,E,Canis lupus
michigan,Hymenoxys herbacea,Plants,NA,T,Tetraneuris herbacea
michigan,Asplenium scolopendrium,Plants,NA,T,Asplenium scolopendrium
michigan,Solidago houghtonii,Plants,NA,T,Solidago houghtonii
michigan,Iris lacustris,Plants,NA,T,Iris lacustris
michigan,Mimulus michiganensis,Plants,NA,E,Erythranthe michiganensis
michigan,Platanthera leucophaea,Plants,NA,T,Platanthera leucophaea
michigan,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
michigan,Cirsium pitcheri,Plants,NA,T,Cirsium pitcheri
minnesota,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
minnesota,Bombus affinis,Invertebrates,Insects,E,Bombus affinis
minnesota,Lycaeides melissa,Invertebrates,Insects,E,Lycaeides melissa
minnesota,Lampsilis higginsii,Invertebrates,Mollusks,E,Lampsilis higginsii
minnesota,Calidris canutus,Birds,NA,T,Calidris canutus
minnesota,Lynx canadensis,Mammals,NA,T,Lynx canadensis
minnesota,Quadrula fragosa,Invertebrates,Mollusks,E,Quadrula fragosa
minnesota,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
minnesota,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
minnesota,Charadrius melodus,Birds,NA,E,Charadrius melodus
minnesota,Notropis topeka,Fish,NA,E,Notropis topeka
minnesota,Hesperia dacotae,Invertebrates,Insects,T,Hesperia dacotae
minnesota,Oarisma poweshiek,Invertebrates,Insects,E,Oarisma poweshiek
minnesota,Cumberlandia monodonta,Invertebrates,Mollusks,E,Cumberlandia monodonta
minnesota,Canis lupus,Mammals,NA,T,Canis lupus
minnesota,Lespedeza leptostachya,Plants,NA,T,Lespedeza leptostachya
minnesota,Erythronium propullans,Plants,NA,E,Erythronium propullans
minnesota,Platanthera praeclara,Plants,NA,T,Platanthera praeclara
minnesota,Rhodiola integrifolia,Plants,NA,T,Rhodiola integrifolia
mississippi,Myotis grisescens,Mammals,NA,E,Myotis grisescens
mississippi,Myotis sodalis,Mammals,NA,E,Myotis sodalis
mississippi,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
mississippi,Neonympha mitchellii,Invertebrates,Insects,E,Neonympha mitchellii
mississippi,Pleurobema clava,Invertebrates,Mollusks,E,Pleurobema clava
mississippi,Pleurobema curtum,Invertebrates,Mollusks,E,Pleurobema curtum
mississippi,Pleurobema perovatum,Invertebrates,Mollusks,E,Pleurobema perovatum
mississippi,Pleurobema decisum,Invertebrates,Mollusks,E,Pleurobema decisum
mississippi,Epioblasma brevidens,Invertebrates,Mollusks,E,Epioblasma brevidens
mississippi,Epioblasma penita,Invertebrates,Mollusks,E,Epioblasma penita
mississippi,Grus canadensis,Birds,NA,E,Grus canadensis
mississippi,Etheostoma rubrum,Fish,NA,T,Etheostoma rubrum
mississippi,Percina aurora,Fish,NA,T,Percina aurora
mississippi,Percina tanasi,Fish,NA,T,Percina tanasi
mississippi,Rana sevosa,Amphibians,Frogs/Toads,E,Lithobates sevosus
mississippi,Potamilus inflatus,Invertebrates,Mollusks,T,Potamilus inflatus
mississippi,Calidris canutus,Birds,NA,T,Calidris canutus
mississippi,Trichechus manatus,Mammals,NA,T,Trichechus manatus
mississippi,Medionidus acutissimus,Invertebrates,Mollusks,T,Medionidus acutissimus
mississippi,Lampsilis perovalis,Invertebrates,Mollusks,T,Hamiota perovalis
mississippi,Lampsilis abrupta,Invertebrates,Mollusks,E,Lampsilis abrupta
mississippi,Plethobasus cyphyus,Invertebrates,Mollusks,E,Plethobasus cyphyus
mississippi,Epioblasma triquetra,Invertebrates,Mollusks,E,Epioblasma triquetra
mississippi,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Pleuronaia dolabelloides
mississippi,Pleurobema marshalli,Invertebrates,Mollusks,E,Pleurobema marshalli
mississippi,Pleurobema taitianum,Invertebrates,Mollusks,E,Pleurobema taitianum
mississippi,Charadrius melodus,Birds,NA,T,Charadrius melodus
mississippi,Potamilus capax,Invertebrates,Mollusks,E,Potamilus capax
mississippi,Quadrula cylindrica,Invertebrates,Mollusks,T,Theliderma cylindrica
mississippi,Epioblasma florentina,Invertebrates,Mollusks,E,Epioblasma florentina
mississippi,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
mississippi,Lepidochelys kempii,Reptiles,Turtles,E,Lepidochelys kempii
mississippi,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
mississippi,Caretta caretta,Reptiles,Turtles,T,Caretta caretta
mississippi,Pituophis melanoleucus,Reptiles,Snakes,T,Pituophis melanoleucus
mississippi,Quadrula stapes,Invertebrates,Mollusks,E,Theliderma stapes
mississippi,Mycteria americana,Birds,NA,T,Mycteria americana
mississippi,Acipenser oxyrinchus,Fish,NA,T,Acipenser oxyrinchus
mississippi,Scaphirhynchus albus,Fish,NA,E,Scaphirhynchus albus
mississippi,Sterna antillarum,Birds,NA,E,Sternula antillarum
mississippi,Gopherus polyphemus,Reptiles,Turtles,T,Gopherus polyphemus
mississippi,Pseudemys alabamensis,Reptiles,Turtles,E,Pseudemys alabamensis
mississippi,Graptemys oculifera,Reptiles,Turtles,T,Graptemys oculifera
mississippi,Graptemys flavimaculata,Reptiles,Turtles,T,Graptemys flavimaculata
mississippi,Picoides borealis,Birds,NA,E,Picoides borealis
