state,species,taxon_general,taxon_specific,status,acceptedName
california,Lasthenia burkei,Plants,NA,E,Lasthenia burkei
california,Lasthenia conjugens,Plants,NA,E,Lasthenia conjugens
california,Neostapfia colusana,Plants,NA,T,Neostapfia colusana
california,Swallenia alexandrae,Plants,NA,T,Swallenia alexandrae
california,Tuctoria mucronata,Plants,NA,E,Tuctoria mucronata
california,Howellia aquatilis,Plants,NA,T,Howellia aquatilis
california,Ivesia webberi,Plants,NA,T,Ivesia webberi
california,Caulanthus californicus,Plants,NA,E,Caulanthus californicus
california,Streptanthus albidus,Plants,NA,E,Streptanthus glandulosus
california,Delphinium bakeri,Plants,NA,E,Delphinium bakeri
california,Delphinium variegatum,Plants,NA,E,Delphinium variegatum
california,Delphinium luteum,Plants,NA,E,Delphinium luteum
california,Layia carnosa,Plants,NA,E,Layia carnosa
california,Lessingia germanorum,Plants,NA,E,Lessingia germanorum
california,Lilium pardalinum,Plants,NA,E,Lilium pardalinum
california,Lilium occidentale,Plants,NA,E,Lilium occidentale
california,Dudleya stolonifera,Plants,NA,T,Dudleya stolonifera
california,Dudleya traskiae,Plants,NA,E,Dudleya traskiae
california,Acmispon dendroideus,Plants,NA,T,Syrmatium veatchii
california,Lupinus tidestromii,Plants,NA,E,Lupinus tidestromii
california,Lupinus nipomensis,Plants,NA,E,Lupinus nipomensis
california,Malacothrix squalida,Plants,NA,E,Malacothrix squalida
california,Malacothrix indecora,Plants,NA,E,Malacothrix indecora
california,Eremalche kernensis,Plants,NA,E,Eremalche parryi
california,Arctostaphylos glandulosa,Plants,NA,E,Arctostaphylos glandulosa
california,Arctostaphylos franciscana,Plants,NA,E,Arctostaphylos hookeri
california,Arctostaphylos myrtifolia,Plants,NA,T,Arctostaphylos myrtifolia
california,Arctostaphylos morroensis,Plants,NA,T,Arctostaphylos morroensis
california,Arctostaphylos pallida,Plants,NA,T,Arctostaphylos pallida
california,Arctostaphylos confertiflora,Plants,NA,E,Arctostaphylos confertiflora
california,Calochortus tiburonensis,Plants,NA,T,Calochortus tiburonensis
california,Limnanthes floccosa,Plants,NA,E,Limnanthes floccosa
california,Limnanthes vinculans,Plants,NA,E,Limnanthes vinculans
california,Pogogyne nudiuscula,Plants,NA,E,Pogogyne nudiuscula
california,Pogogyne abramsii,Plants,NA,E,Pogogyne abramsii
california,Astragalus applegatei,Plants,NA,E,Astragalus applegatii
california,Astragalus brauntonii,Plants,NA,E,Astragalus brauntonii
california,Astragalus clarianus,Plants,NA,E,Astragalus clarianus
california,Astragalus lentiginosus,Plants,NA,E,Astragalus lentiginosus
california,Astragalus tener,Plants,NA,E,Astragalus tener
california,Astragalus albens,Plants,NA,E,Astragalus albens
california,Astragalus jaegerianus,Plants,NA,E,Astragalus jaegerianus
california,Astragalus magdalenae,Plants,NA,T,Astragalus magdalenae
california,Astragalus tricarinatus,Plants,NA,E,Astragalus tricarinatus
california,Astragalus pycnostachyus,Plants,NA,E,Astragalus pycnostachyus
california,Monardella viminea,Plants,NA,E,Monardella viminea
california,Diplacus vandenbergensis,Plants,NA,E,Diplacus vandenbergensis
california,Calystegia stebbinsii,Plants,NA,E,Calystegia stebbinsii
california,Eriodictyon altissimum,Plants,NA,E,Eriodictyon altissimum
california,Cercocarpus traskiae,Plants,NA,E,Cercocarpus traskiae
california,Thelypodium stenopetalum,Plants,NA,E,Thelypodium stenopetalum
california,Navarretia leucocephala,Plants,NA,E,Navarretia leucocephala
california,Navarretia fossalis,Plants,NA,T,Navarretia fossalis
california,Nitrophila mohavensis,Plants,NA,E,Nitrophila mohavensis
california,Allium munzii,Plants,NA,E,Allium munzii
california,Orcuttia californica,Plants,NA,E,Orcuttia californica
california,Orcuttia pilosa,Plants,NA,E,Orcuttia pilosa
california,Orcuttia viscida,Plants,NA,E,Orcuttia viscida
california,Orcuttia inaequalis,Plants,NA,T,Orcuttia inaequalis
california,Orcuttia tenuis,Plants,NA,T,Orcuttia tenuis
california,Castilleja campestris,Plants,NA,T,Castilleja campestris
california,Oxytheca parishii,Plants,NA,E,Acanthoscyphus parishii
california,Castilleja cinerea,Plants,NA,T,Castilleja cinerea
california,Castilleja grisea,Plants,NA,T,Castilleja grisea
california,Castilleja mollis,Plants,NA,E,Castilleja mollis
california,Castilleja affinis,Plants,NA,E,Castilleja affinis
california,Thlaspi californicum,Plants,NA,E,Noccaea fendleri
california,Pentachaeta lyonii,Plants,NA,E,Pentachaeta lyonii
california,Pentachaeta bellidiflora,Plants,NA,E,Pentachaeta bellidiflora
california,Phacelia insularis,Plants,NA,E,Phacelia insularis
california,Phlox hirsuta,Plants,NA,E,Phlox hirsuta
california,Piperia yadonii,Plants,NA,E,Platanthera yadonii
california,Polygonum hickmanii,Plants,NA,E,Polygonum hickmanii
california,Potentilla hickmanii,Plants,NA,E,Potentilla hickmanii
california,Calyptridium pulchellum,Plants,NA,T,Cistanthe pulchella
california,Arabis hoffmannii,Plants,NA,E,Boechera hoffmanii
california,Arabis macdonaldiana,Plants,NA,E,Arabis macdonaldiana
california,Sibara filifolia,Plants,NA,E,Sibara filifolia
california,Helianthemum greenei,Plants,NA,T,Crocanthemum greenei
california,Arenaria ursina,Plants,NA,T,Eremogone ursina
california,Arenaria paludicola,Plants,NA,E,Arenaria paludicola
california,Suaeda californica,Plants,NA,E,Suaeda californica
california,Carex albida,Plants,NA,E,Carex algida
california,Chorizanthe pungens,Plants,NA,E,Chorizanthe pungens
california,Chorizanthe howellii,Plants,NA,E,Chorizanthe howellii
california,Chorizanthe orcuttiana,Plants,NA,E,Chorizanthe orcuttiana
california,Chorizanthe robusta,Plants,NA,E,Chorizanthe robusta
california,Dodecahema leptoceras,Plants,NA,E,Dodecahema leptoceras
california,Chorizanthe valida,Plants,NA,E,Chorizanthe valida
california,Chamaesyce hooveri,Plants,NA,T,Euphorbia hooveri
california,Parvisedum leiocarpum,Plants,NA,E,Sedella leiocarpa
california,Pseudobahia bahiifolia,Plants,NA,E,Pseudobahia bahiifolia
california,Pseudobahia peirsonii,Plants,NA,T,Pseudobahia peirsonii
california,Eriophyllum latilobum,Plants,NA,E,Eriophyllum latilobum
california,Enceliopsis nudicaulis,Plants,NA,T,Enceliopsis nudicaulis
california,Blennosperma bakeri,Plants,NA,E,Blennosperma bakeri
california,Taraxacum californicum,Plants,NA,E,Taraxacum californicum
california,Deinandra increscens,Plants,NA,E,Deinandra increscens
california,Deinandra conjugens,Plants,NA,T,Deinandra conjugens
california,Holocarpha macradenia,Plants,NA,T,Holocarpha macradenia
california,Cirsium fontinale,Plants,NA,E,Cirsium fontinale
california,Cirsium loncholepis,Plants,NA,E,Cirsium scariosum
california,Eryngium constancei,Plants,NA,E,Eryngium constancei
california,Cirsium hydrophilum,Plants,NA,E,Cirsium hydrophilum
california,Acanthomintha ilicifolia,Plants,NA,T,Acanthomintha ilicifolia
california,Acanthomintha obovata,Plants,NA,E,Acanthomintha obovata
california,Tuctoria greenei,Plants,NA,E,Tuctoria greenei
california,Verbena californica,Plants,NA,T,Verbena californica
california,Erysimum teretifolium,Plants,NA,E,Erysimum teretifolium
california,Erysimum capitatum,Plants,NA,E,Erysimum capitatum
california,Erysimum menziesii,Plants,NA,E,Erysimum menziesii
california,Rorippa gambellii,Plants,NA,E,Nasturtium gambelii
california,Eriogonum kennedyi,Plants,NA,T,Eriogonum kennedyi
california,Lithophragma maximum,Plants,NA,E,Lithophragma maxima
california,Eriastrum densifolium,Plants,NA,E,Eriastrum densifolium
california,Monolopia congdonii,Plants,NA,E,Monolopia congdonii
california,Eriodictyon capitatum,Plants,NA,E,Eriodictyon capitatum
colorado,Gila elegans,Fish,NA,E,Gila elegans
colorado,Boloria acrocnema,Invertebrates,Insects,E,Boloria acrocnema
colorado,Gila cypha,Fish,NA,E,Gila cypha
colorado,Coccyzus americanus,Birds,NA,T,Coccyzus americanus
colorado,Mustela nigripes,Mammals,NA,E,Mustela nigripes
colorado,Empidonax traillii,Birds,NA,E,Empidonax traillii
colorado,Lynx canadensis,Mammals,NA,T,Lynx canadensis
colorado,Zapus hudsonius,Mammals,NA,E,Zapus hudsonius
colorado,Strix occidentalis,Birds,NA,T,Strix occidentalis
colorado,Ptychocheilus lucius,Fish,NA,E,Ptychocheilus lucius
colorado,Charadrius melodus,Birds,NA,T,Charadrius melodus
colorado,Centrocercus minimus,Birds,NA,T,Centrocercus minimus
colorado,Hesperia leonardus,Invertebrates,Insects,T,Hesperia leonardus
colorado,Xyrauchen texanus,Fish,NA,E,Xyrauchen texanus
colorado,Sterna antillarum,Birds,NA,E,Sternula antillarum
colorado,Oncorhynchus clarkii,Fish,NA,T,Oncorhynchus clarkii
colorado,Penstemon debilis,Plants,NA,T,Penstemon debilis
colorado,Penstemon penlandii,Plants,NA,E,Penstemon penlandii
colorado,Lesquerella congesta,Plants,NA,T,Physaria congesta
colorado,Gaura neomexicana,Plants,NA,T,Oenothera coloradensis
colorado,Sclerocactus glaucus,Plants,NA,T,Sclerocactus glaucus
colorado,Pediocactus knowltonii,Plants,NA,E,Pediocactus knowltonii
colorado,Sclerocactus mesae-verdae,Plants,NA,T,Sclerocactus mesae-verdae
colorado,Spiranthes diluvialis,Plants,NA,T,Spiranthes diluvialis
colorado,Astragalus humillimus,Plants,NA,E,Astragalus humillimus
colorado,Astragalus osterhoutii,Plants,NA,E,Astragalus osterhoutii
colorado,Eutrema penlandii,Plants,NA,T,Eutrema edwardsii
colorado,Platanthera praeclara,Plants,NA,T,Platanthera praeclara
colorado,Phacelia submutica,Plants,NA,T,Phacelia scopulina
colorado,Phacelia formosula,Plants,NA,E,Phacelia formosula
colorado,Ipomopsis polyantha,Plants,NA,E,Ipomopsis polyantha
colorado,Physaria obcordata,Plants,NA,T,Physaria obcordata
colorado,Eriogonum pelinophilum,Plants,NA,E,Eriogonum pelinophilum
connecticut,Myotis sodalis,Mammals,NA,E,Myotis sodalis
connecticut,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
connecticut,Calidris canutus,Birds,NA,T,Calidris canutus
connecticut,Charadrius melodus,Birds,NA,T,Charadrius melodus
connecticut,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
connecticut,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
connecticut,Sterna dougallii,Birds,NA,E,Sterna dougallii
connecticut,Cicindela puritana,Invertebrates,Insects,T,Ellipsoptera puritana
connecticut,Clemmys muhlenbergii,Reptiles,Turtles,T,Glyptemys muhlenbergii
connecticut,Alasmidonta heterodon,Invertebrates,Mollusks,E,Alasmidonta heterodon
connecticut,Agalinis acuta,Plants,NA,E,Agalinis acuta
connecticut,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
delaware,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
delaware,Calidris canutus,Birds,NA,T,Calidris canutus
delaware,Charadrius melodus,Birds,NA,T,Charadrius melodus
delaware,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
delaware,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
delaware,Clemmys muhlenbergii,Reptiles,Turtles,T,Glyptemys muhlenbergii
delaware,Amaranthus pumilus,Plants,NA,T,Amaranthus pumilus
delaware,Oxypolis canbyi,Plants,NA,E,Tiedemannia canbyi
delaware,Aeschynomene virginica,Plants,NA,T,Aeschynomene virginica
delaware,Helonias bullata,Plants,NA,T,Helonias bullata
delaware,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
florida,Elliptoideus sloatianus,Invertebrates,Mollusks,T,Elliptoideus sloatianus
florida,Eumops floridanus,Mammals,NA,E,Eumops floridanus
florida,Myotis grisescens,Mammals,NA,E,Myotis grisescens
florida,Villosa choctawensis,Invertebrates,Mollusks,E,Obovaria choctawensis
florida,Strymon acis,Invertebrates,Insects,E,Strymon acis
florida,Anaea troglodyta,Invertebrates,Insects,E,Anaea troglodyta
florida,Cyclargus thomasi,Invertebrates,Insects,E,Cyclargus thomasi
florida,Heraclides aristodemus,Invertebrates,Insects,E,Papilio aristodemus
florida,Polyborus plancus,Birds,NA,T,Caracara plancus
florida,Acropora palmata,Invertebrates,Corals,T,Acropora palmata
florida,Acropora cervicornis,Invertebrates,Corals,T,Acropora cervicornis
florida,Crocodylus acutus,Reptiles,Crocodilians,T,Crocodylus acutus
florida,Etheostoma okaloosae,Fish,NA,T,Etheostoma okaloosae
florida,Odocoileus virginianus,Mammals,NA,E,Odocoileus virginianus
florida,Fusconaia rotulata,Invertebrates,Mollusks,E,Reginaia rotulata
florida,Ptychobranchus jonesi,Invertebrates,Mollusks,E,Ptychobranchus jonesi
florida,Rostrhamus sociabilis,Birds,NA,E,Rostrhamus sociabilis
florida,Calidris canutus,Birds,NA,T,Calidris canutus
florida,Trichechus manatus,Mammals,NA,T,Trichechus manatus
florida,Medionidus penicillatus,Invertebrates,Mollusks,E,Medionidus penicillatus
florida,Medionidus simpsonianus,Invertebrates,Mollusks,E,Medionidus simpsonianus
florida,Medionidus walkeri,Invertebrates,Mollusks,T,Medionidus walkeri
florida,Peromyscus polionotus,Mammals,NA,E,Peromyscus polionotus
florida,Peromyscus gossypinus,Mammals,NA,E,Peromyscus gossypinus
florida,Puma concolor,Mammals,NA,E,Puma concolor
florida,Pleurobema strodeanum,Invertebrates,Mollusks,T,Pleurobema strodeanum
florida,Fusconaia escambia,Invertebrates,Mollusks,T,Fusconaia escambia
florida,Pleurobema pyriforme,Invertebrates,Mollusks,E,Pleurobema pyriforme
florida,Fusconaia burkei,Invertebrates,Mollusks,T,Fusconaia burkei
florida,Charadrius melodus,Birds,NA,T,Charadrius melodus
florida,Lampsilis subangulata,Invertebrates,Mollusks,E,Hamiota subangulata
florida,Sylvilagus palustris,Mammals,NA,E,Sylvilagus palustris
florida,Oryzomys palustris,Mammals,NA,E,Oryzomys palustris
florida,Ambystoma cingulatum,Amphibians,Salamanders,T,Ambystoma cingulatum
florida,Ambystoma bishopi,Amphibians,Salamanders,E,Ambystoma bishopi
florida,Hamiota australis,Invertebrates,Mollusks,T,Hamiota australis
florida,Pristis pectinata,Fish,NA,E,Pristis pectinata
florida,Aphelocoma coerulescens,Birds,NA,T,Aphelocoma coerulescens
florida,Chelonia mydas,Reptiles,Turtles,T,Chelonia mydas
florida,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
florida,Lepidochelys kempii,Reptiles,Turtles,E,Lepidochelys kempii
florida,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
florida,Caretta caretta,Reptiles,Turtles,T,Caretta caretta
florida,Palaemonetes cummingi,Invertebrates,Crustaceans,T,Palaemonetes cummingi
florida,Eumeces egregius,Reptiles,Lizards,T,Plestiodon egregius
florida,Neoseps reynoldsi,Reptiles,Lizards,T,Plestiodon reynoldsi
florida,Elliptio chipolaensis,Invertebrates,Mollusks,T,Elliptio chipolaensis
florida,Orthalicus reses,Invertebrates,Mollusks,T,Orthalicus reses
florida,Nerodia clarkii,Reptiles,Snakes,T,Nerodia clarkii
florida,Drymarchon corais,Reptiles,Snakes,T,Drymarchon corais
florida,Ammodramus maritimus,Birds,NA,E,Ammodramus maritimus
florida,Ammodramus savannarum,Birds,NA,E,Ammodramus savannarum
florida,Mycteria americana,Birds,NA,T,Mycteria americana
florida,Acipenser oxyrinchus,Fish,NA,T,Acipenser oxyrinchus
florida,Sterna dougallii,Birds,NA,T,Sterna dougallii
florida,Amblema neislerii,Invertebrates,Mollusks,E,Amblema neislerii
florida,Microtus pennsylvanicus,Mammals,NA,E,Microtus pennsylvanicus
florida,Setophaga kirtlandii,Birds,NA,E,Setophaga kirtlandii
florida,Vermivora bachmanii,Birds,NA,E,Vermivora bachmanii
florida,Canis rufus,Mammals,NA,E,Canis lupus
florida,Picoides borealis,Birds,NA,E,Picoides borealis
florida,Neotoma floridana,Mammals,NA,E,Neotoma floridana
florida,Chrysopsis floridana,Plants,NA,E,Chrysopsis floridana
florida,Nolina brittoniana,Plants,NA,E,Nolina brittoniana
florida,Harperocallis flava,Plants,NA,E,Harperocallis flava
florida,Campanula robinsiae,Plants,NA,E,Campanula robinsiae
florida,Macbridea alba,Plants,NA,T,Macbridea alba
florida,Liatris ohlingerae,Plants,NA,E,Liatris ohlingerae
florida,Bonamia grandiflora,Plants,NA,T,Bonamia grandiflora
florida,Brickellia mosieri,Plants,NA,E,Brickellia eupatorioides
florida,Eriogonum longifolium,Plants,NA,T,Eriogonum longifolium
florida,Sideroxylon reclinatum,Plants,NA,T,Sideroxylon reclinatum
florida,Pinguicula ionantha,Plants,NA,T,Pinguicula ionantha
florida,Consolea corallicola,Plants,NA,E,Consolea corallicola
florida,Pilosocereus robinii,Plants,NA,E,Pilosocereus robinii
florida,Silene polypetala,Plants,NA,E,Silene polypetala
florida,Schwalbea americana,Plants,NA,E,Schwalbea americana
florida,Cladonia perforata,Plants,NA,E,Cladonia perforata
florida,Digitaria pauciflora,Plants,NA,T,Digitaria pauciflora
florida,Trichomanes punctatum,Plants,NA,E,Didymoglossum punctatum
florida,Linum carteri,Plants,NA,E,Linum carteri
florida,Linum arenicola,Plants,NA,E,Linum arenicola
florida,Chionanthus pygmaeus,Plants,NA,E,Chionanthus pygmaeus
florida,Ribes echinellum,Plants,NA,T,Ribes echinellum
florida,Cucurbita okeechobeensis,Plants,NA,E,Cucurbita okeechobeensis
florida,Crotalaria avonensis,Plants,NA,E,Crotalaria avonensis
florida,Hypericum cumulicola,Plants,NA,E,Hypericum cumulicola
florida,Jacquemontia reclinata,Plants,NA,E,Jacquemontia reclinata
florida,Amorpha crenulata,Plants,NA,E,Amorpha crenulata
florida,Lupinus aridorum,Plants,NA,E,Lupinus aridulus
florida,Thalictrum cooleyi,Plants,NA,E,Thalictrum cooleyi
florida,Galactia smallii,Plants,NA,E,Galactia smallii
florida,Dicerandra christmanii,Plants,NA,E,Dicerandra frutescens
florida,Warea carteri,Plants,NA,E,Warea carteri
florida,Deeringothamnus pulchellus,Plants,NA,E,Asimina pulchella
florida,Asimina tetramera,Plants,NA,E,Asimina tetramera
florida,Deeringothamnus rugelii,Plants,NA,E,Deeringothamnus rugelii
florida,Chamaecrista lineata,Plants,NA,E,Chamaecrista lineata
florida,Clitoria fragrans,Plants,NA,T,Clitoria fragrans
florida,Spigelia gentianoides,Plants,NA,E,Spigelia gentianoides
florida,Prunus geniculata,Plants,NA,E,Prunus geniculata
florida,Polygala lewtonii,Plants,NA,E,Polygala lewtonii
florida,Polygala smallii,Plants,NA,E,Polygala smallii
florida,Dalea carthagenensis,Plants,NA,E,Dalea carthagenensis
florida,Harrisia aboriginum,Plants,NA,E,Harrisia aboriginum
florida,Cereus eriophorus,Plants,NA,E,Harrisia eriophora
florida,Rhododendron chapmanii,Plants,NA,E,Rhododendron minus
florida,Conradina glabra,Plants,NA,E,Conradina glabra
florida,Conradina etonia,Plants,NA,E,Conradina grandiflora
florida,Conradina brevifolia,Plants,NA,E,Conradina canescens
florida,Polygonella myriophylla,Plants,NA,E,Polygonella myriophylla
florida,Chamaesyce deltoidea,Plants,NA,T,Euphorbia deltoidea
florida,Argythamnia blodgettii,Plants,NA,T,Ditaxis argothamnoides
florida,Scutellaria floridana,Plants,NA,T,Scutellaria floridana
florida,Eryngium cuneifolium,Plants,NA,E,Eryngium cuneifolium
florida,Chamaesyce garberi,Plants,NA,T,Euphorbia garberi
florida,Euphorbia telephioides,Plants,NA,T,Euphorbia telephioides
florida,Chromolaena frustrata,Plants,NA,E,Chromolaena frustrata
florida,Torreya taxifolia,Plants,NA,E,Torreya taxifolia
florida,Warea amplexifolia,Plants,NA,E,Warea amplexifolia
florida,Justicia cooleyi,Plants,NA,E,Justicia pringlei
florida,Paronychia chartacea,Plants,NA,T,Paronychia chartacea
florida,Polygonella basiramia,Plants,NA,E,Polygonella basiramia
florida,Ziziphus celata,Plants,NA,E,Pseudoziziphus celata
georgia,Epioblasma othcaloogensis,Invertebrates,Mollusks,E,Epioblasma othcaloogensis
georgia,Elliptoideus sloatianus,Invertebrates,Mollusks,T,Elliptoideus sloatianus
georgia,Myotis grisescens,Mammals,NA,E,Myotis grisescens
georgia,Myotis sodalis,Mammals,NA,E,Myotis sodalis
georgia,Myotis septentrionalis,Mammals,NA,T,Myotis septentrionalis
georgia,Epioblasma torulosa,Invertebrates,Mollusks,E,Epioblasma torulosa
georgia,Pleurobema perovatum,Invertebrates,Mollusks,E,Pleurobema perovatum
georgia,Pleurobema decisum,Invertebrates,Mollusks,E,Pleurobema decisum
georgia,Percina antesella,Fish,NA,E,Percina antesella
georgia,Etheostoma scotti,Fish,NA,T,Etheostoma scotti
georgia,Etheostoma etowahae,Fish,NA,E,Etheostoma etowahae
georgia,Percina aurolineata,Fish,NA,T,Percina aurolineata
georgia,Percina tanasi,Fish,NA,T,Percina tanasi
georgia,Etheostoma trisella,Fish,NA,T,Etheostoma trisella
georgia,Ptychobranchus greenii,Invertebrates,Mollusks,E,Ptychobranchus greenii
georgia,Calidris canutus,Birds,NA,T,Calidris canutus
georgia,Percina jenkinsi,Fish,NA,E,Percina jenkinsi
georgia,Trichechus manatus,Mammals,NA,T,Trichechus manatus
georgia,Medionidus acutissimus,Invertebrates,Mollusks,T,Medionidus acutissimus
georgia,Medionidus parvulus,Invertebrates,Mollusks,E,Medionidus parvulus
georgia,Medionidus penicillatus,Invertebrates,Mollusks,E,Medionidus penicillatus
georgia,Medionidus simpsonianus,Invertebrates,Mollusks,E,Medionidus simpsonianus
georgia,Medionidus walkeri,Invertebrates,Mollusks,T,Medionidus walkeri
georgia,Quadrula intermedia,Invertebrates,Mollusks,E,Theliderma intermedia
georgia,Lampsilis abrupta,Invertebrates,Mollusks,E,Lampsilis abrupta
georgia,Pleurobema hanleyianum,Invertebrates,Mollusks,E,Pleurobema hanleyianum
georgia,Pleurobema pyriforme,Invertebrates,Mollusks,E,Pleurobema pyriforme
georgia,Pleurobema georgianum,Invertebrates,Mollusks,E,Pleurobema georgianum
georgia,Charadrius melodus,Birds,NA,T,Charadrius melodus
georgia,Lampsilis altilis,Invertebrates,Mollusks,T,Lampsilis altilus
georgia,Lampsilis subangulata,Invertebrates,Mollusks,E,Hamiota subangulata
georgia,Athearnia anthonyi,Invertebrates,Mollusks,E,Leptoxis crassa
georgia,Leptoxis foremani,Invertebrates,Mollusks,E,Leptoxis foremani
georgia,Ambystoma cingulatum,Amphibians,Salamanders,T,Ambystoma cingulatum
georgia,Ambystoma bishopi,Amphibians,Salamanders,E,Ambystoma bishopi
georgia,Eretmochelys imbricata,Reptiles,Turtles,E,Eretmochelys imbricata
georgia,Lepidochelys kempii,Reptiles,Turtles,E,Lepidochelys kempii
georgia,Dermochelys coriacea,Reptiles,Turtles,E,Dermochelys coriacea
georgia,Caretta caretta,Reptiles,Turtles,T,Caretta caretta
georgia,Cyprinella caerulea,Fish,NA,T,Cyprinella caerulea
georgia,Drymarchon corais,Reptiles,Snakes,T,Drymarchon corais
georgia,Elliptio spinosa,Invertebrates,Mollusks,E,Elliptio spinosa
georgia,Mycteria americana,Birds,NA,T,Mycteria americana
georgia,Amblema neislerii,Invertebrates,Mollusks,E,Amblema neislerii
georgia,Picoides borealis,Birds,NA,E,Picoides borealis
georgia,Amphianthus pusillus,Plants,NA,T,Gratiola amphiantha
georgia,Marshallia mohrii,Plants,NA,T,Marshallia mohrii
georgia,Silene polypetala,Plants,NA,E,Silene polypetala
georgia,Schwalbea americana,Plants,NA,E,Schwalbea americana
georgia,Echinacea laevigata,Plants,NA,E,Echinacea laevigata
georgia,Oxypolis canbyi,Plants,NA,E,Tiedemannia canbyi
georgia,Xyris tennesseensis,Plants,NA,E,Xyris tennesseensis
georgia,Ptilimnium nodosum,Plants,NA,E,Ptilimnium nodosum
georgia,Clematis socialis,Plants,NA,E,Clematis socialis
georgia,Gymnoderma lineare,Plants,NA,E,Cetradonia linearis
georgia,Thalictrum cooleyi,Plants,NA,E,Thalictrum cooleyi
georgia,Platanthera integrilabia,Plants,NA,T,Platanthera integrilabia
georgia,Helonias bullata,Plants,NA,T,Helonias bullata
georgia,Sarracenia oreophila,Plants,NA,E,Sarracenia oreophila
georgia,Isotria medeoloides,Plants,NA,T,Isotria medeoloides
georgia,Lindera melissifolia,Plants,NA,E,Lindera melissifolia
georgia,Isoetes melanospora,Plants,NA,E,Isoetes melanospora
georgia,Isoetes tegetiformans,Plants,NA,E,Isoetes tegetiformans
georgia,Baptisia arachnifera,Plants,NA,E,Baptisia arachnifera
georgia,Arabis georgiana,Plants,NA,T,Arabis georgiana
georgia,Scutellaria montana,Plants,NA,T,Scutellaria montana
georgia,Spiraea virginiana,Plants,NA,T,Spiraea virginiana
georgia,Rhus michauxii,Plants,NA,E,Rhus michauxii
georgia,Helianthus verticillatus,Plants,NA,E,Helianthus verticillatus
georgia,Torreya taxifolia,Plants,NA,E,Torreya taxifolia
georgia,Trillium persistens,Plants,NA,E,Trillium persistens
georgia,Trillium reliquum,Plants,NA,E,Trillium reliquum
georgia,Sagittaria secundifolia,Plants,NA,T,Sagittaria secundifolia
hawaii,Loxops caeruleirostris,Birds,NA,E,Loxops caeruleirostris
hawaii,Loxops coccineus,Birds,NA,E,Loxops coccineus
hawaii,Loxops ochraceus,Birds,NA,E,Loxops ochraceus
hawaii,Akialoa stejnegeri,Birds,NA,E,Akialoa stejnegeri
hawaii,Hemignathus wilsoni,Birds,NA,E,Hemignathus wilsoni
hawaii,Oreomystis bairdi,Birds,NA,E,Oreomystis bairdi
hawaii,Phoebastria albatrus,Birds,NA,E,Phoebastria albatrus
hawaii,Spelaeorchestia koloana,Invertebrates,Crustaceans,E,Spelaeorchestia koloana
hawaii,Lasiurus cinereus,Mammals,NA,E,Lasiurus cinereus
hawaii,Fulica americana,Birds,NA,E,Fulica americana
hawaii,Oreomystis mana,Birds,NA,E,Loxops mana
hawaii,Paroreomyza flammea,Birds,NA,E,Paroreomyza flammea
hawaii,Paroreomyza maculata,Birds,NA,E,Paroreomyza maculata
hawaii,Corvus hawaiiensis,Birds,NA,E,Corvus hawaiiensis
hawaii,Megalagrion nigrohamatum,Invertebrates,Insects,E,Megalagrion nigrohamatum
hawaii,Megalagrion leptodemas,Invertebrates,Insects,E,Megalagrion leptodemas
hawaii,Megalagrion nesiotes,Invertebrates,Insects,E,Megalagrion nesiotes
hawaii,Megalagrion oceanicum,Invertebrates,Insects,E,Megalagrion oceanicum
hawaii,Megalagrion xanthomelas,Invertebrates,Insects,E,Megalagrion xanthomelas
hawaii,Megalagrion pacificum,Invertebrates,Insects,E,Megalagrion pacificum
hawaii,Anas wyvilliana,Birds,NA,E,Anas wyvilliana
hawaii,Anas laysanensis,Birds,NA,E,Anas laysanensis
hawaii,Chasiempis ibidis,Birds,NA,E,Chasiempis ibidis
hawaii,Telespyza cantans,Birds,NA,E,Telespiza cantans
hawaii,Telespyza ultima,Birds,NA,E,Telespiza ultima
hawaii,Drosophila aglaia,Invertebrates,Insects,E,Drosophila aglaia
hawaii,Drosophila differens,Invertebrates,Insects,E,Drosophila differens
hawaii,Drosophila digressa,Invertebrates,Insects,E,Drosophila digressa
hawaii,Drosophila hemipeza,Invertebrates,Insects,E,Drosophila hemipeza
hawaii,Drosophila heteroneura,Invertebrates,Insects,E,Drosophila heteroneura
hawaii,Drosophila mulli,Invertebrates,Insects,T,Drosophila mulli
hawaii,Drosophila musaphilia,Invertebrates,Insects,E,Drosophila musaphilia
hawaii,Drosophila obatai,Invertebrates,Insects,E,Drosophila obatai
hawaii,Drosophila ochrobasis,Invertebrates,Insects,E,Drosophila ochrobasis
hawaii,Drosophila sharpi,Invertebrates,Insects,E,Drosophila sharpi
hawaii,Drosophila substenoptera,Invertebrates,Insects,E,Drosophila substenoptera
