"","species","category","kingdom","phylum","class","order","family","genus","main_common_name","population_trend","marine_system","freshwater_system","terrestrial_system","state","acceptedName"
"119","Alasmidonta heterodon","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Dwarf Wedgemussel","Decreasing",FALSE,TRUE,FALSE,"virginia","Alasmidonta heterodon"
"120","Alasmidonta raveneliana","CR","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Appalachian Elktoe","Decreasing",FALSE,TRUE,FALSE,"north carolina","Alasmidonta raveneliana"
"121","Alasmidonta raveneliana","CR","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Appalachian Elktoe","Decreasing",FALSE,TRUE,FALSE,"tennessee","Alasmidonta raveneliana"
"122","Alasmidonta triangulata","EN","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Southern Elktoe","Decreasing",FALSE,TRUE,FALSE,"alabama","Alasmidonta triangulata"
"123","Alasmidonta triangulata","EN","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Southern Elktoe","Decreasing",FALSE,TRUE,FALSE,"florida","Alasmidonta triangulata"
"124","Alasmidonta triangulata","EN","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Southern Elktoe","Decreasing",FALSE,TRUE,FALSE,"georgia","Alasmidonta triangulata"
"125","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"connecticut","Alasmidonta varicosa"
"126","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"delaware","Alasmidonta varicosa"
"127","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"georgia","Alasmidonta varicosa"
"128","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"maine","Alasmidonta varicosa"
"129","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"maryland","Alasmidonta varicosa"
"130","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"massachusetts","Alasmidonta varicosa"
"131","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"new hampshire","Alasmidonta varicosa"
"132","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"new jersey","Alasmidonta varicosa"
"133","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"new york","Alasmidonta varicosa"
"134","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"north carolina","Alasmidonta varicosa"
"135","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"pennsylvania","Alasmidonta varicosa"
"136","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"rhode island","Alasmidonta varicosa"
"137","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"south carolina","Alasmidonta varicosa"
"138","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"vermont","Alasmidonta varicosa"
"139","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"virginia","Alasmidonta varicosa"
"140","Alasmidonta varicosa","VU","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Alasmidonta","Brook Floater","Decreasing",FALSE,TRUE,FALSE,"west virginia","Alasmidonta varicosa"
"141","Albula glossodonta","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","ALBULIFORMES","ALBULIDAE","Albula","Shortjaw Bonefish","Decreasing",TRUE,FALSE,FALSE,"hawaii","Albula glossodonta"
"142","Alectryon macrococcus","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","SAPINDALES","SAPINDACEAE","Alectryon",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Alectryon macrococcum"
"143","Allocrangonyx hubrichti","VU","ANIMALIA","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CRANGONYCTIDAE","Allocrangonyx","Central Missouri Cave Amphipod",NA,FALSE,TRUE,FALSE,"arkansas","Allocrangonyx hubrichti"
"144","Allocrangonyx hubrichti","VU","ANIMALIA","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CRANGONYCTIDAE","Allocrangonyx","Central Missouri Cave Amphipod",NA,FALSE,TRUE,FALSE,"missouri","Allocrangonyx hubrichti"
"145","Allocrangonyx pellucidus","VU","ANIMALIA","ARTHROPODA","MALACOSTRACA","AMPHIPODA","CRANGONYCTIDAE","Allocrangonyx","Oklahoma Cave Amphipod",NA,FALSE,TRUE,FALSE,"oklahoma","Allocrangonyx pellucidus"
"146","Alnus maritima","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","BETULACEAE","Alnus","Seaside Alder","Stable",FALSE,TRUE,TRUE,"delaware","Alnus maritima"
"147","Alnus maritima","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","BETULACEAE","Alnus","Seaside Alder","Stable",FALSE,TRUE,TRUE,"georgia","Alnus maritima"
"148","Alnus maritima","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","BETULACEAE","Alnus","Seaside Alder","Stable",FALSE,TRUE,TRUE,"maryland","Alnus maritima"
"149","Alnus maritima","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FAGALES","BETULACEAE","Alnus","Seaside Alder","Stable",FALSE,TRUE,TRUE,"oklahoma","Alnus maritima"
"150","Alopias pelagicus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","ALOPIIDAE","Alopias","Pelagic Thresher","Decreasing",TRUE,FALSE,FALSE,"california","Alopias pelagicus"
"151","Alopias superciliosus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","ALOPIIDAE","Alopias","Bigeye Thresher","Decreasing",TRUE,FALSE,FALSE,"florida","Alopias superciliosus"
"152","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"connecticut","Alosa aestivalis"
"153","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"delaware","Alosa aestivalis"
"154","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"florida","Alosa aestivalis"
"155","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"georgia","Alosa aestivalis"
"156","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"maine","Alosa aestivalis"
"157","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"maryland","Alosa aestivalis"
"158","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"massachusetts","Alosa aestivalis"
"159","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"new hampshire","Alosa aestivalis"
"160","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"new jersey","Alosa aestivalis"
"161","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"new york","Alosa aestivalis"
"162","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"north carolina","Alosa aestivalis"
"163","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"pennsylvania","Alosa aestivalis"
"164","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"rhode island","Alosa aestivalis"
"165","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"south carolina","Alosa aestivalis"
"166","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"vermont","Alosa aestivalis"
"167","Alosa aestivalis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Alosa","Blueback Herring","Decreasing",TRUE,TRUE,FALSE,"virginia","Alosa aestivalis"
"168","Alphitonia ponderosa","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","ROSALES","RHAMNACEAE","Alphitonia",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Alphitonia ponderosa"
"169","Alsinidendron lychnoides","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","CARYOPHYLLACEAE","Alsinidendron",NA,"Unknown",FALSE,FALSE,TRUE,"hawaii","Schiedea lychnoides"
"170","Alsinidendron obovatum","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","CARYOPHYLLACEAE","Alsinidendron",NA,NA,FALSE,FALSE,TRUE,"hawaii","Schiedea obovata"
"171","Alsinidendron trinerve","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","CARYOPHYLLACEAE","Alsinidendron","Three Nerved Alsinidendron","Decreasing",FALSE,FALSE,TRUE,"hawaii","Schiedea trinervis"
"172","Alsinidendron viscosum","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","CARYOPHYLLALES","CARYOPHYLLACEAE","Alsinidendron","Climbing Alsinidendron","Decreasing",FALSE,FALSE,TRUE,"hawaii","Schiedea viscosa"
"173","Amanita morrisii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Morris' Amanita","Decreasing",FALSE,FALSE,TRUE,"maine","Amanita morrisii"
"174","Amanita morrisii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Morris' Amanita","Decreasing",FALSE,FALSE,TRUE,"new jersey","Amanita morrisii"
"175","Amanita morrisii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Morris' Amanita","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Amanita morrisii"
"176","Amanita morrisii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Morris' Amanita","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Amanita morrisii"
"177","Amanita morrisii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Morris' Amanita","Decreasing",FALSE,FALSE,TRUE,"new york","Amanita morrisii"
"178","Amanita ristichii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Ristich's Little Caesar","Decreasing",FALSE,FALSE,TRUE,"maine","Amanita ristichii"
"179","Amanita ristichii","VU","FUNGI","BASIDIOMYCOTA","AGARICOMYCETES","AGARICALES","AMANITACEAE","Amanita","Ristich's Little Caesar","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Amanita ristichii"
"180","Amastra cylindrica","CR","ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","AMASTRIDAE","Amastra",NA,NA,FALSE,FALSE,TRUE,"hawaii","Amastra cylindrica"
"181","Amastra micans","CR","ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","AMASTRIDAE","Amastra",NA,NA,FALSE,FALSE,TRUE,"hawaii","Amastra micans"
"182","Amastra rubens","CR","ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","AMASTRIDAE","Amastra",NA,NA,FALSE,FALSE,TRUE,"hawaii","Amara rubens"
"183","Amastra spirizona","CR","ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","AMASTRIDAE","Amastra",NA,NA,FALSE,FALSE,TRUE,"hawaii","Amastra spirizona"
"184","Amazona viridigenalis","EN","ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Amazona","Red-crowned Amazon","Decreasing",FALSE,FALSE,TRUE,"california","Amazona viridigenalis"
"185","Amazona viridigenalis","EN","ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Amazona","Red-crowned Amazon","Decreasing",FALSE,FALSE,TRUE,"florida","Amazona viridigenalis"
"186","Amazona viridigenalis","EN","ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Amazona","Red-crowned Amazon","Decreasing",FALSE,FALSE,TRUE,"hawaii","Amazona viridigenalis"
"187","Amazona viridigenalis","EN","ANIMALIA","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE","Amazona","Red-crowned Amazon","Decreasing",FALSE,FALSE,TRUE,"texas","Amazona viridigenalis"
"188","Amblema neislerii","CR","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Amblema","Fat Threeridge",NA,FALSE,TRUE,FALSE,"florida","Amblema neislerii"
"189","Amblema neislerii","CR","ANIMALIA","MOLLUSCA","BIVALVIA","UNIONOIDA","UNIONIDAE","Amblema","Fat Threeridge",NA,FALSE,TRUE,FALSE,"georgia","Amblema neislerii"
"190","Amblyraja radiata","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Amblyraja","Thorny Skate","Decreasing",TRUE,FALSE,FALSE,"maryland","Amblyraja radiata"
"191","Ambystoma bishopi","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Reticulated Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"alabama","Ambystoma bishopi"
"192","Ambystoma bishopi","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Reticulated Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"florida","Ambystoma bishopi"
"193","Ambystoma bishopi","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Reticulated Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"georgia","Ambystoma bishopi"
"194","Ambystoma californiense","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","California Tiger Salamander","Decreasing",FALSE,TRUE,TRUE,"california","Ambystoma californiense"
"195","Ambystoma cingulatum","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Frosted Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"florida","Ambystoma cingulatum"
"196","Ambystoma cingulatum","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Frosted Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"georgia","Ambystoma cingulatum"
"197","Ambystoma cingulatum","VU","ANIMALIA","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE","Ambystoma","Frosted Flatwoods Salamander","Decreasing",FALSE,TRUE,TRUE,"south carolina","Ambystoma cingulatum"
"198","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"arkansas","Ammocrypta clara"
"199","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"illinois","Ammocrypta clara"
"200","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"indiana","Ammocrypta clara"
"201","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"iowa","Ammocrypta clara"
"202","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"kentucky","Ammocrypta clara"
"203","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"louisiana","Ammocrypta clara"
"204","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"minnesota","Ammocrypta clara"
"205","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"mississippi","Ammocrypta clara"
"206","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"missouri","Ammocrypta clara"
"207","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"oklahoma","Ammocrypta clara"
"208","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"tennessee","Ammocrypta clara"
"209","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"texas","Ammocrypta clara"
"210","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"virginia","Ammocrypta clara"
"211","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"west virginia","Ammocrypta clara"
"212","Ammocrypta clara","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","PERCIDAE","Ammocrypta","Western Sand Darter","Decreasing",FALSE,TRUE,FALSE,"wisconsin","Ammocrypta clara"
"213","Ammonitella yatesii","VU","ANIMALIA","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","MEGOMPHICIDAE","Ammonitella","Tight Coin",NA,FALSE,FALSE,TRUE,"california","Ammonitella yatesii"
"214","Ammopelmatus kelsoensis","VU","ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","STENOPELMATIDAE","Ammopelmatus","Kelso Jerusalem Cricket",NA,FALSE,FALSE,TRUE,"california","Ammopelmatus kelsoensis"
"215","Ammopelmatus muwu","VU","ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","STENOPELMATIDAE","Ammopelmatus","Port Conception Jerusalem Cricket",NA,FALSE,FALSE,TRUE,"california","Ammopelmatus muwu"
"216","Ammospermophilus nelsoni","EN","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Ammospermophilus","Nelson's Antelope Squirrel","Decreasing",FALSE,FALSE,TRUE,"california","Ammospermophilus nelsoni"
"217","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"connecticut","Ammodramus caudacutus"
"218","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"delaware","Ammodramus caudacutus"
"219","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"florida","Ammodramus caudacutus"
"220","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"georgia","Ammodramus caudacutus"
"221","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"maine","Ammodramus caudacutus"
"222","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"maryland","Ammodramus caudacutus"
"223","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"massachusetts","Ammodramus caudacutus"
"224","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"new hampshire","Ammodramus caudacutus"
"225","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"new jersey","Ammodramus caudacutus"
"226","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"new york","Ammodramus caudacutus"
"227","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"north carolina","Ammodramus caudacutus"
"228","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"pennsylvania","Ammodramus caudacutus"
"229","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"rhode island","Ammodramus caudacutus"
"230","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"south carolina","Ammodramus caudacutus"
"231","Ammospiza caudacuta","EN","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE","Ammospiza","Saltmarsh Sparrow","Decreasing",FALSE,FALSE,TRUE,"virginia","Ammodramus caudacutus"
"232","Ammotragus lervia","VU","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","Aoudad","Decreasing",FALSE,FALSE,TRUE,"arizona","Ammotragus lervia"
"233","Ammotragus lervia","VU","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","Aoudad","Decreasing",FALSE,FALSE,TRUE,"california","Ammotragus lervia"
"234","Ammotragus lervia","VU","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","Aoudad","Decreasing",FALSE,FALSE,TRUE,"new mexico","Ammotragus lervia"
"235","Ammotragus lervia","VU","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Ammotragus","Aoudad","Decreasing",FALSE,FALSE,TRUE,"texas","Ammotragus lervia"
"236","Amnicola cora","VU","ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Amnicola",NA,"Decreasing",FALSE,TRUE,FALSE,"arkansas","Amnicola cora"
"237","Amnicola stygius","VU","ANIMALIA","MOLLUSCA","GASTROPODA","LITTORINIMORPHA","AMNICOLIDAE","Amnicola","Stygian Amnicola","Unknown",FALSE,TRUE,FALSE,"missouri","Amnicola stygius"
"238","Amorpha crenulata","CR","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","FABALES","FABACEAE","Amorpha","Clusterspike False Indigo","Decreasing",FALSE,FALSE,TRUE,"florida","Amorpha crenulata"
