species,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,missouri
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,new hampshire
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,new jersey
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,new york
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,north carolina
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,ohio
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,oklahoma
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,pennsylvania
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,south carolina
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,tennessee
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,vermont
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,virginia
Myotis leibii,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Eastern Small-footed Myotis,Decreasing,FALSE,FALSE,TRUE,west virginia
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,alabama
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,alaska
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,arkansas
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,california
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,colorado
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,connecticut
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,delaware
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,district of columbia
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,florida
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,georgia
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,idaho
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,illinois
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,indiana
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,iowa
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,kansas
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,kentucky
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,maine
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,maryland
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,massachusetts
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,michigan
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,minnesota
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,mississippi
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,missouri
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,montana
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,nebraska
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,nevada
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,new hampshire
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,new jersey
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,new mexico
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,new york
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,north carolina
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,north dakota
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,ohio
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,oklahoma
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,oregon
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,pennsylvania
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,rhode island
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,south carolina
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,south dakota
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,tennessee
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,utah
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,vermont
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,virginia
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,washington
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,west virginia
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,wisconsin
Myotis lucifugus,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Little Brown Bat,Decreasing,FALSE,FALSE,TRUE,wyoming
Myrmica colax,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Myrmica,NA,NA,FALSE,FALSE,TRUE,texas
Myrsine degeneri,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,NA,FALSE,FALSE,TRUE,hawaii
Myrsine fosbergii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,NA,FALSE,FALSE,TRUE,hawaii
Myrsine juddii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Myrsine knudsenii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,NA,FALSE,FALSE,TRUE,hawaii
Myrsine linearifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Myrsine mezii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,NA,FALSE,FALSE,TRUE,hawaii
Myrsine petiolata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PRIMULALES,MYRSINACEAE,Myrsine,NA,NA,FALSE,FALSE,TRUE,hawaii
Necturus alabamensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PROTEIDAE,Necturus,Alabama Waterdog,Decreasing,FALSE,TRUE,FALSE,alabama
Nemapalpus nearcticus,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,PSYCHODIDAE,Nemapalpus,Sugarfoot Moth Fly,NA,FALSE,FALSE,TRUE,florida
Neomonachus schauinslandi,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Neomonachus,Hawaiian Monk Seal,Decreasing,TRUE,FALSE,TRUE,hawaii
Neotamias palmeri,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Palmer's Chipmunk,Decreasing,FALSE,FALSE,TRUE,nevada
Neraudia angulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Neraudia angulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Neraudia angulata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Neraudia kauaiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Neraudia melastomifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,NA,FALSE,FALSE,TRUE,hawaii
Neraudia ovata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,Big Island Ma'oloa,NA,FALSE,FALSE,TRUE,hawaii
Neraudia sericea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,URTICACEAE,Neraudia,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Neritina granosa,ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIDA,NERITIDAE,Neritina,NA,Decreasing,TRUE,TRUE,FALSE,hawaii
Nesoluma polynesicum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Nesoluma,Island Nesoluma,NA,FALSE,FALSE,TRUE,hawaii
Newcombia canaliculata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Newcombia cumingi,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Newcombia lirata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Newcombia perkinsi,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Newcombia pfeifferi,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Newcombia sulcata,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Newcombia,NA,NA,FALSE,FALSE,TRUE,hawaii
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,alabama
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,arkansas
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,connecticut
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,delaware
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,florida
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,georgia
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,illinois
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,indiana
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,kansas
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,kentucky
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,louisiana
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,maine
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,maryland
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,massachusetts
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,michigan
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,minnesota
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,mississippi
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,missouri
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,nebraska
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,new jersey
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,new york
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,north carolina
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,ohio
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,oklahoma
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,pennsylvania
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,rhode island
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,south carolina
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,south dakota
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,tennessee
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,texas
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,virginia
Nicrophorus americanus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SILPHIDAE,Nicrophorus,American Burying Beetle,NA,FALSE,FALSE,TRUE,wisconsin
Nothocestrum breviflorum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Nothocestrum,Small-flowered Nothocestrum,NA,FALSE,FALSE,TRUE,hawaii
Nothocestrum latifolium,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Nothocestrum,NA,NA,FALSE,FALSE,TRUE,hawaii
Nothocestrum peltatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,Nothocestrum,NA,NA,FALSE,FALSE,TRUE,hawaii
Notophthalmus meridionalis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Notophthalmus,Black-spotted Newt,Decreasing,FALSE,TRUE,TRUE,texas
Nototrichium humile,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Nototrichium,NA,Decreasing,FALSE,FALSE,TRUE,hawaii
Notropis albizonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Palezone Shiner,Decreasing,FALSE,TRUE,FALSE,alabama
Notropis albizonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Palezone Shiner,Decreasing,FALSE,TRUE,FALSE,kentucky
Notropis albizonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Palezone Shiner,Decreasing,FALSE,TRUE,FALSE,tennessee
Notropis buccula,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Smalleye Shiner,Unknown,FALSE,TRUE,FALSE,texas
Notropis cahabae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Cahaba Shiner,Decreasing,FALSE,TRUE,FALSE,alabama
Notropis girardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Arkansas River Shiner,Decreasing,FALSE,TRUE,FALSE,arkansas
Notropis girardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Arkansas River Shiner,Decreasing,FALSE,TRUE,FALSE,kansas
Notropis girardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Arkansas River Shiner,Decreasing,FALSE,TRUE,FALSE,new mexico
Notropis girardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Arkansas River Shiner,Decreasing,FALSE,TRUE,FALSE,oklahoma
Notropis girardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Arkansas River Shiner,Decreasing,FALSE,TRUE,FALSE,texas
Notropis mekistocholas,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Cape Fear Shiner,Decreasing,FALSE,TRUE,FALSE,north carolina
Notropis melanostomus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Blackmouth Shiner,Unknown,FALSE,TRUE,FALSE,alabama
Notropis melanostomus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Blackmouth Shiner,Unknown,FALSE,TRUE,FALSE,florida
Notropis melanostomus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Blackmouth Shiner,Unknown,FALSE,TRUE,FALSE,mississippi
Notropis oxyrhynchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Sharpnose Shiner,Decreasing,FALSE,TRUE,FALSE,texas
Notropis perpallidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Peppered Shiner,Decreasing,FALSE,TRUE,FALSE,arkansas
Notropis perpallidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Peppered Shiner,Decreasing,FALSE,TRUE,FALSE,oklahoma
Notropis semperasper,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Roughhead Shiner,Decreasing,FALSE,TRUE,FALSE,virginia
Notropis simus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Bluntnose Shiner,Unknown,FALSE,TRUE,FALSE,new mexico
Notropis simus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Notropis,Bluntnose Shiner,Unknown,FALSE,TRUE,FALSE,texas
Noturus baileyi,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,Smoky Madtom,Stable,FALSE,TRUE,FALSE,tennessee
Noturus crypticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,Chucky Madtom,Unknown,FALSE,TRUE,FALSE,alabama
Noturus crypticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,Chucky Madtom,Unknown,FALSE,TRUE,FALSE,tennessee
