state,species,taxon_general,taxon_specific,status,recorder,Use this link to get federally listed species in each state ->,https://ecos.fws.gov/ecp0/reports/species-listed-by-state-totals-report,,,,,,,,,,,,,,,,,,
Florida,Pinguicula ionantha,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Consolea corallicola,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Pilosocereus robinii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Silene polypetala,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Schwalbea americana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Cladonia perforata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Digitaria pauciflora,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Trichomanes punctatum ssp. floridanum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Linum carteri carteri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Linum arenicola,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chionanthus pygmaeus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Ribes echinellum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Cucurbita okeechobeensis ssp. okeechobeensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Crotalaria avonensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Hypericum cumulicola,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Jacquemontia reclinata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Amorpha crenulata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Lupinus aridorum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Thalictrum cooleyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Galactia smallii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Dicerandra christmanii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Dicerandra immaculata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Dicerandra cornutissima,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Dicerandra frutescens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Warea carteri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Deeringothamnus pulchellus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Asimina tetramera,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Deeringothamnus rugelii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chamaecrista lineata keyensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Clitoria fragrans,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Spigelia gentianoides,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Prunus geniculata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Polygala lewtonii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Polygala smallii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Dalea carthagenensis floridana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Harrisia aboriginum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Cereus eriophorus var. fragrans,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Rhododendron chapmanii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Conradina glabra,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Conradina etonia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Conradina brevifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Polygonella myriophylla,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chamaesyce deltoidea pinetorum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Argythamnia blodgettii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Scutellaria floridana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Eryngium cuneifolium,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chamaesyce deltoidea ssp. deltoidea,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chamaesyce garberi,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Euphorbia telephioides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chamaesyce deltoidea serpyllum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Chromolaena frustrata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Torreya taxifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Warea amplexifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Justicia cooleyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Paronychia chartacea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Polygonella basiramia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Florida,Ziziphus celata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Epioblasma othcaloogensis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Elliptoideus sloatianus,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Myotis grisescens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Epioblasma torulosa torulosa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Pleurobema perovatum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Pleurobema decisum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Percina antesella,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Etheostoma scotti,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Etheostoma etowahae,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Percina aurolineata,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Percina tanasi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Etheostoma trisella,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Ptychobranchus greenii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Percina jenkinsi,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Trichechus manatus,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Medionidus acutissimus,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Medionidus parvulus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Medionidus penicillatus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Medionidus simpsonianus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Medionidus walkeri,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Quadrula intermedia,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Pleurobema hanleyianum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Pleurobema pyriforme,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Pleurobema georgianum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Lampsilis altilis,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Lampsilis subangulata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Athearnia anthonyi,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Leptoxis foremani,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Ambystoma cingulatum,Amphibians,Salamanders,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Ambystoma bishopi,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Lepidochelys kempii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Caretta caretta,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Cyprinella caerulea,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Drymarchon corais couperi,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Elliptio spinosa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Mycteria americana,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Amblema neislerii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Amphianthus pusillus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Marshallia mohrii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Silene polypetala,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Schwalbea americana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Echinacea laevigata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Oxypolis canbyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Xyris tennesseensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Ptilimnium nodosum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Clematis socialis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Gymnoderma lineare,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Thalictrum cooleyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Platanthera integrilabia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Helonias bullata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Sarracenia oreophila,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Lindera melissifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Isoetes melanospora,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Isoetes tegetiformans,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Baptisia arachnifera,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Arabis georgiana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Scutellaria montana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Spiraea virginiana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Rhus michauxii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Helianthus verticillatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Torreya taxifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Trillium persistens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Trillium reliquum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Georgia,Sagittaria secundifolia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Loxops caeruleirostris,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Loxops coccineus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Loxops ochraceus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Akialoa stejnegeri,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hemignathus wilsoni,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Oreomystis bairdi,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Phoebastria albatrus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Spelaeorchestia koloana,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Lasiurus cinereus semotus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Fulica americana alai,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Oreomystis mana,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Paroreomyza flammea,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Paroreomyza maculata,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Corvus hawaiiensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion nigrohamatum nigrolineatum,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion leptodemas,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion nesiotes,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion oceanicum,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion xanthomelas,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Megalagrion pacificum,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Anas wyvilliana,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Anas laysanensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Chasiempis ibidis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Telespyza cantans,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Telespyza ultima,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila aglaia,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila differens,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila digressa,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila hemipeza,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila heteroneura,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila mulli,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila musaphilia,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila obatai,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila ochrobasis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila sharpi,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila substenoptera,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila tarphytrichia,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Gallinula galeata sandvicensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Branta sandvicensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Buteo solitarius,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Palmeria dolei,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drepanis coccinea,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Acrocephalus familiaris kingi,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Manduca blackburni,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hemignathus hanapepe,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hemignathus affinis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Moho braccatus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Psittirostra psittacea,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Loxioides bailleui,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Pseudonestor xanthophrys,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Pterodroma sandwichensis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila montgomeryi,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Drosophila neoclavisetae,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melamprosops phaeosoma,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Chelonia mydas,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Lepidochelys olivacea,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Puffinus auricularis newelli,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Procaris hawaiana,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Vetericaris chaceorum,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Partulina semicarinata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Partulina variabilis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Erinna newcombi,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Achatinella spp.,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Adelocosa anops,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Himantopus mexicanus knudseni,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Oceanodroma castro,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Myadestes myadestinus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Myadestes lanaiensis rutha,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Myadestes palmeri,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Newcombia cumingi,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus anthracinus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus assimulans,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus facilis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus kuakea,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus longiceps,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus mana,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Hylaeus hilaris,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Zanthoxylum dipetalum var. tomentosum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Zanthoxylum hawaiiense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Zanthoxylum oahuense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Argyroxiphium sandwicense ssp. macrocephalum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Argyroxiphium sandwicense ssp. sandwicense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Solanum sandwicense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Nothocestrum breviflorum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Nothocestrum latifolium,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Nothocestrum peltatum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia celastroides var. kaenana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia deppeana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia eleanoriae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia haeleeleana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia herbstii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia kuwaleana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia remyi var. kauaiensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia remyi var. remyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia rockii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia halemanui,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Euphorbia skottsbergii var. skottsbergii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea tritomantha,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea platyphylla,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Peperomia subpetiolata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope adscendens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope balloui,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope christophersenii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope degeneri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope haupuensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope hiiakae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope knudsenii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope lydgatei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope makahae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope mucronulata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope munroi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope ovalis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope pallida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope paniculata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope puberula,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope quadrangularis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope reflexa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope saint-johnii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Melicope zahlbruckneri,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Lepidium arbuscula,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Sicyos albus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Sicyos macrophyllus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Dryopteris crinalis var. podosorus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Isodendrion hosakae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Isodendrion laurifolium,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Isodendrion longifolium,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Canavalia molokaiensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Canavalia napaliensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Canavalia pubescens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Schenkia sebaeoides,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Kadua cookiana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Mucuna sloanei var. persericea,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Poa sandvicensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Poa mannii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Achyranthes splendens var. rotundata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Asplenium dielerectum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Pseudognaphalium sandwicensium var. molokaiense,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Adenophorus periens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Gardenia brighamii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Geranium arboreum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea acuminata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea asarifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea asplenifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Hawaii,Cyanea calycina,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
