state,species,taxon_general,taxon_specific,status,recorder,Use this link to get federally listed species in each state ->,https://ecos.fws.gov/ecp0/reports/species-listed-by-state-totals-report,,,,,,,,,,,,,,,,,,
Tennessee,Quadrula sparsa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Quadrula intermedia,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Epioblasma capsaeformis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Plethobasus cyphyus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Lemiox rimosus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Hemistena lata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Dromus dromas,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pegias fabula,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pleurobema gibberum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Fusconaia cuneolus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pleurobema hanleyianum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pleurobema plenum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Fusconaia cor,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pleurobema georgianum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Plethobasus cooperianus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Potamilus capax,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Lampsilis altilis,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Quadrula cylindrica cylindrica,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Quadrula cylindrica strigillata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Epioblasma florentina walkeri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Obovaria retusa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Athearnia anthonyi,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Cyprinella caerulea,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Anguispira picta,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Cumberlandia monodonta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Microhexura montivaga,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Glaucomys sabrinus coloratus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Scaphirhynchus albus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Sterna antillarum,BIrds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Plethobasus cicatricosus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Pityopsis ruthii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Geum radiatum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Physaria globosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Lesquerella perforata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Hedyotis purpurea var. montana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Asplenium scolopendrium var. americanum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Solidago spithamaea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Xyris tennesseensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Astragalus bibullatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Clematis morefieldii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Gymnoderma lineare,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Platanthera integrilabia,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Isotria medeoloides,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Apios priceana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Dalea foliosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Arabis perstellata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Conradina verticillata,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Arenaria cumberlandensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Scutellaria montana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Spiraea virginiana,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Tennessee,Helianthus verticillatus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gammarus hyalleloides,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Stygobromus pecki,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gammarus pecos,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Leptonycteris nivalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Nicrophorus americanus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Batrisodes texanus,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Stygoparnus comalensis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Heterelmis comalensis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Batrisodes venyivi,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Texamaurops reddelli,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Rhadine exilis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Rhadine infernalis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Rhadine persephone,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Prietella phreatophila,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Grus americana,BIrds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Numenius borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Etheostoma fonticola,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Falco femoralis septentrionalis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Empidonax traillii extimus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gambusia gaigei,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gambusia heterochir,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gambusia nobilis,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Gambusia georgei,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Texella reddelli,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Texella reyesi,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Texella cokendolpheri,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Popenaias popeii,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Herpailurus yagouaroundi cacomitli,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Trichechus manatus,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cicurina venii,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cicurina vespera,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cicurina madla,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cicurina baronia,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Dionda diaboli,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Hybognathus amarus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Leopardus pardalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Strix occidentalis lucida,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Pituophis ruthveni,Reptiles,Snakes,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Tympanuchus cupido attwateri,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Tartarocreagris texana,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cyprinodon elegans,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cyprinodon bovinus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea waterlooensis,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea sosorum,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea naufragia,Amphibians,Salamanders,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea tonkawae,Amphibians,Salamanders,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea chisholmensis,Amphibians,Salamanders,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eurycea nana,Amphibians,Salamanders,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Typhlomolge rathbuni,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Chelonia mydas,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Lepidochelys kempii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Caretta caretta,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Notropis girardi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Notropis oxyrhynchus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Notropis buccula,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Assiminea pecos,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Neoleptoneta microps,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Neoleptoneta myopica,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Pyrgulopsis texana,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Sterna antillarum,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Bufo houstonensis,Amphibians,Frogs/Toads,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Pseudotryonia adamantina,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Tryonia circumstriata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Tryonia cheatumi,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Dendroica chrysoparia,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Ambrosia cheiranthifolia,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Ayenia limitaris,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Lesquerella pallida,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Lesquerella thamnophila,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Echinocereus reichenbachii var. albertii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Echinocereus chisoensis var. chisoensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Echinomastus mariposensis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Coryphantha minima,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Coryphantha sneedii var. sneedii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Astrophytum asterias,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Sclerocactus brevihamatus ssp. tobuschii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Cryptantha crassipes,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Coryphantha ramillosa,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Hymenoxys texana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Thymophylla tephroleuca,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Festuca ligulata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Leavenworthia texana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Spiranthes parksii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Manihot walkerae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Geocarpon minimum,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Quercus hinckleyi,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Phlox nivalis ssp. texensis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Echinocereus viridiflorus var. davisii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Potamogeton clystocarpus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Callirhoe scabriuscula,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Hibiscus dasycalyx,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Hoffmannseggia tenella,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Abronia macrocarpa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Styrax texanus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Helianthus paradoxus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Texas,Zizania texana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Oxyloma haydeni kanabensis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Gila elegans,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Gila cypha,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Gila seminuda,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Gymnogyps californianus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Coccyzus americanus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Empidonax traillii extimus,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Strix occidentalis lucida,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Ptychocheilus lucius,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Cynomys parvidens,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Centrocercus minimus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Chasmistes liorus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Xyrauchen texanus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Gopherus agassizii,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Oncorhynchus clarkii stomias,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Oncorhynchus clarkii henshawi,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Plagopterus argentissimus,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Arctomecon humilis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Lesquerella tumulosa,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Ranunculus aestivalis,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Sclerocactus brevispinus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Pediocactus despainii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Pediocactus sileri,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Sclerocactus wetlandicus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Pediocactus winkleri,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Sclerocactus wrightiae,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Cycladenia humilis var. jonesii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Spiranthes diluvialis,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Sphaeralcea gierischii,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Astragalus montii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Astragalus holmgreniorum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Astragalus ampullarioides,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Asclepias welshii,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Phacelia argillacea,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Primula maguirei,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Schoenocrambe barnebyi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Schoenocrambe argillacea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Schoenocrambe suffrutescens,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Lepidium barnebyanum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Carex specuicola,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Utah,Townsendia aprica,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Lynx canadensis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Alasmidonta heterodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Scirpus ancistrochaetus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Vermont,Astragalus robbinsii var. jesupi,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Myotis grisescens,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Myotis sodalis,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Myotis septentrionalis,Mammals,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Corynorhinus townsendii virginianus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Villosa trabalis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Villosa perpurpurea,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Villosa fabalis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Epioblasma torulosa gubernaculum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Bombus affinis,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Neonympha mitchellii mitchellii,Invertebrates,Insects,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Erimystax cahni,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Erimonax monachus,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Epioblasma brevidens,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Cambarus callainus,Invertebrates,Crustaceans,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Phoxinus cumberlandensis,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Etheostoma osburni,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Etheostoma percnurum,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Cyprogenia stegaria,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Lirceus usdagalun,Invertebrates,Crustaceans,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Antrolana lira,Invertebrates,Crustaceans,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Ptychobranchus subtentum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Calidris canutus rufa,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Elliptio lanceolata,Invertebrates,Mollusks,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Percina rex,Fish,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Noturus flavipinnis,Fish,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Quadrula sparsa,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Quadrula intermedia,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Lampsilis abrupta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Epioblasma capsaeformis,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Plethobasus cyphyus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Epioblasma triquetra,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Lemiox rimosus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Hemistena lata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Dromus dromas,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Pegias fabula,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Pleuronaia dolabelloides,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Fusconaia cuneolus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Pleurobema plenum,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Fusconaia cor,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Charadrius melodus,Birds,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Quadrula cylindrica strigillata,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Epioblasma florentina walkeri,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Plethodon shenandoah,Amphibians,Salamanders,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Chelonia mydas,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Eretmochelys imbricata,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Lepidochelys kempii,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Dermochelys coriacea,Reptiles,Turtles,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Caretta caretta,Reptiles,Turtles,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Polygyriscus virginianus,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Cumberlandia monodonta,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Microhexura montivaga,Invertebrates,Arachnids,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Pleurobema collina,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Glaucomys sabrinus coloratus,Mammals,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Sterna dougallii dougallii,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Cicindela dorsalis dorsalis,Invertebrates,Insects,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Alasmidonta heterodon,Invertebrates,Mollusks,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Picoides borealis,Birds,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Amaranthus pumilus,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Betula uber,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Cardamine micranthera,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Hedyotis purpurea var. montana,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Scirpus ancistrochaetus,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Echinacea laevigata,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Ptilimnium nodosum,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Aeschynomene virginica,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Gymnoderma lineare,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Iliamna corei,Plants,,E,Theresa,,,,,,,,,,,,,,,,,,,,
Virginia,Platanthera leucophaea,Plants,,T,Theresa,,,,,,,,,,,,,,,,,,,,
