state,species,taxon_general,taxon_specific,Ranking,Notes,,
Ohio,Coeloglossum viride,Plants,,E,,,
Ohio,Collinsonia verticillata,Plants,,E,,,
Ohio,Comptonia peregrina,Plants,,E,,,
Ohio,Corallorhiza trifida,Plants,,E,,,
Ohio,Crataegus pennsylvanica,Plants,,E,,,
Ohio,Croton willdenowii,Plants,,E,,,
Ohio,Cuscuta compacta,Plants,,E,,,
Ohio,Cuscuta cuspidata,Plants,,E,,,
Ohio,Cuscuta glomerata,Plants,,E,,,
Ohio,Cuscuta indecora,Plants,,E,,,
Ohio,Cyperus lancastriensis,Plants,,E,,,
Ohio,Cyperus refractus,Plants,,E,,,
Ohio,Cyperus retrofractus,Plants,,E,,,
Ohio,Cypripedium parviflorum,Plants,,E,,,
Ohio,Cyrtomnium hymenophylloides,Plants,,E,,,
Ohio,Desmodium glabellum,Plants,,E,,,
Ohio,Dichanthelium commonsianum,Plants,,E,,,
Ohio,Dichanthelium leibergii,Plants,,E,,,
Ohio,Dichanthelium perlongum,Plants,,E,,,
Ohio,Dichanthelium praecocius,Plants,,E,,,
Ohio,Dichanthelium scoparium,Plants,,E,,,
Ohio,Dichanthelium spretum,Plants,,E,,,
Ohio,Dichelyma capillaceum,Plants,,E,,,
Ohio,Diphyscium mucronifolium,Plants,,E,,,
Ohio,Draba brachycarpa,Plants,,E,,,
Ohio,Drosera intermedia,Plants,,E,,,
Ohio,Drymocallis arguta,Plants,,E,,,
Ohio,Dryopteris celsa,Plants,,E,,,
Ohio,Dryopteris clintoniana,Plants,,E,,,
Ohio,Dryopteris filix-mas,Plants,,E,,,
Ohio,Eleocharis engelmannii,Plants,,E,,,
Ohio,Eleocharis geniculata,Plants,,E,,,
Ohio,Eleocharis macrostachya,Plants,,E,,,
Ohio,Eleocharis ovata,Plants,,E,,,
Ohio,Eleocharis parvula,Plants,,E,,,
Ohio,Eleocharis robbinsii,Plants,,E,,,
Ohio,Eleocharis wolfii,Plants,,E,,,
Ohio,Enchylium coccophorum,Plants,,E,,,
Ohio,Enchylium conglomeratum,Plants,,E,,,
Ohio,Equisetum variegatum,Plants,,E,,,
Ohio,Eriocaulon aquaticum,Plants,,E,,,
Ohio,Erysimum capitatum,Plants,,E,,,
Ohio,Erythronium rostratum,Plants,,E,,,
Ohio,Eupatorium godfreyanum,Plants,,E,,,
Ohio,Eupatorium hyssopifolium,Plants,,E,,,
Ohio,Euphorbia purpurea,Plants,,E,,,
Ohio,Eurybia surculosa,Plants,,E,,,
Ohio,Fallopia cilinodis,Plants,,E,,,
Ohio,Fissidens hyalinus,Plants,,E,,,
Ohio,Forsstroemia producta,Plants,,E,,,
Ohio,Galium labradoricum,Plants,,E,,,
Ohio,Gentiana puberulenta,Plants,,E,,,
Ohio,Gentiana saponaria,Plants,,E,,,
Ohio,Gentiana villosa,Plants,,E,,,
Ohio,Geranium bicknellii,Plants,,E,,,
Ohio,Glyceria borealis,Plants,,E,,,
Ohio,Gymnocarpium dryopteris,Plants,,E,,,
Ohio,Hesperostipa spartea,Plants,,E,,,
Ohio,Heteranthera reniformis,Plants,,E,,,
Ohio,Heuchera villosa,Plants,,E,,,
Ohio,Hieracium longipilum,Plants,,E,,,
Ohio,Hieracium umbellatum,Plants,,E,,,
Ohio,Hottonia inflata,Plants,,E,,,
Ohio,Hydrocotyle umbellata,Plants,,E,,,
Ohio,Hypericum canadense,Plants,,E,,,
Ohio,Hypericum denticulatum,Plants,,E,,,
Ohio,Hypericum gymnanthum,Plants,,E,,,
Ohio,Hypnum pratense,Plants,,E,,,
Ohio,Isotria medeoloides,Plants,,E,,,
Ohio,Juncus dichotomus,Plants,,E,,,
Ohio,Juncus subcaudatus,Plants,,E,,,
Ohio,Juniperus communis,Plants,,E,,,
Ohio,Koeleria macrantha,Plants,,E,,,
Ohio,Lathagrium fuscovirens,Plants,,E,,,
Ohio,Lathyrus ochroleucus,Plants,,E,,,
Ohio,Lathyrus venosus,Plants,,E,,,
Ohio,Leersia lenticularis,Plants,,E,,,
Ohio,Ligusticum canadense,Plants,,E,,,
Ohio,Lilium philadelphicum,Plants,,E,,,
Ohio,Lipocarpha drummondii,Plants,,E,,,
Ohio,Loeskeobryum brevirostre,Plants,,E,,,
Ohio,Lycopodiella appressa,Plants,,E,,,
Ohio,Lycopodiella subappressa,Plants,,E,,,
Ohio,Lycopodium lagopus,Plants,,E,,,
Ohio,Magnolia macrophylla,Plants,,E,,,
Ohio,Monarda punctata,Plants,,E,,,
Ohio,Mononeuria patula,Plants,,E,,,
Ohio,Muhlenbergia cuspidata,Plants,,E,,,
Ohio,Muhlenbergia glabrifloris,Plants,,E,,,
Ohio,Myorrhiza riparia,Plants,,E,,,
Ohio,Myrica pensylvanica,Plants,,E,,,
Ohio,Myriophyllum sibiricum,Plants,,E,,,
Ohio,Nabalus trifoliolata,Plants,,E,,,
Ohio,Najas gracillima,Plants,,E,,,
Ohio,Neckera pennata,Plants,,E,,,
Ohio,Neottia cordata,Plants,,E,,,
Ohio,Nuphar variegata,Plants,,E,,,
Ohio,Nuttallanthus canadensis,Plants,,E,,,
Ohio,Oenothera clelandii,Plants,,E,,,
Ohio,Ophioglossum engelmannii,Plants,,E,,,
Ohio,Oxalis montana,Plants,,E,,,
Ohio,Panicum tuckermanii,Plants,,E,,,
Ohio,Paxistima canbyi,Plants,,E,,,
Ohio,Perideridia americana,Plants,,E,,,
Ohio,Persicaria careyi,Plants,,E,,,
Ohio,Persicaria setacea,Plants,,E,,,
Ohio,Phacelia covillei,Plants,,E,,,
Ohio,Phacelia dubia,Plants,,E,,,
Ohio,Phaeophyscia leana,Plants,,E,,,
Ohio,Phlox latifolia,Plants,,E,,,
Ohio,Piptochaetium avenaceum,Plants,,E,,,
Ohio,Pityopsis graminifolia,Plants,,E,,,
Ohio,Placidium sqaumulosum,Plants,,E,,,
Ohio,Plantago cordata,Plants,,E,,,
Ohio,Platanthera blephariglottis,Plants,,E,,,
Ohio,Pluchea camphorata,Plants,,E,,,
Ohio,Poa saltuensis,Plants,,E,,,
Ohio,Poa wolfii,Plants,,E,,,
Ohio,Podostemum ceratophyllum,Plants,,E,,,
Ohio,Pohlia elongata,Plants,,E,,,
Ohio,Polygala cruciata,Plants,,E,,,
Ohio,Polygala curtissii,Plants,,E,,,
Ohio,Polygala paucifolia,Plants,,E,,,
Ohio,Populus balsamifera,Plants,,E,,,
Ohio,Potamogeton gramineus,Plants,,E,,,
Ohio,Potamogeton hillii,Plants,,E,,,
Ohio,Potamogeton praelongus,Plants,,E,,,
Ohio,Potamogeton pulcher,Plants,,E,,,
Ohio,Potamogeton robbinsii,Plants,,E,,,
Ohio,Prunus nigra,Plants,,E,,,
Ohio,Prunus pumila,Plants,,E,,,
Ohio,Pseudognaphalium macounii,Plants,,E,,,
Ohio,Pteridium aquilinum,Plants,,E,,,
Ohio,Punctelia perreticulata,Plants,,E,,,
Ohio,Pyrola chlorantha,Plants,,E,,,
Ohio,Ramalina farinacea,Plants,,E,,,
Ohio,Ramalina intermedia,Plants,,E,,,
Ohio,Ranunculus ambigens,Plants,,E,,,
Ohio,Ranunculus pusillus,Plants,,E,,,
Ohio,Rhododendron calendulaceum,Plants,,E,,,
Ohio,Rhynchospora recognita,Plants,,E,,,
Ohio,Ribes triste,Plants,,E,,,
Ohio,Rorippa aquatica,Plants,,E,,,
Ohio,Rubus dalibarda,Plants,,E,,,
Ohio,Rubus fulleri,Plants,,E,,,
Ohio,Rubus trivialis,Plants,,E,,,
Ohio,Rusavskia elegans,Plants,,E,,,
Ohio,Saccharum alopecuroides,Plants,,E,,,
Ohio,Sagina decumbens,Plants,,E,,,
Ohio,Sagittaria graminea,Plants,,E,,,
Ohio,Salix pedicellaris,Plants,,E,,,
Ohio,Sceptridium biternatum,Plants,,E,,,
Ohio,Sceptridium multifidum,Plants,,E,,,
Ohio,Scheuchzeria palustris,Plants,,E,,,
Ohio,Schizachyrium littorale,Plants,,E,,,
Ohio,Schoenoplectiella hallii,Plants,,E,,,
Ohio,Schoenoplectiella saximontana,Plants,,E,,,
Ohio,Schoenoplectus americanus,Plants,,E,,,
Ohio,Schoenoplectus subterminalis,Plants,,E,,,
Ohio,Schoenoplectus torreyi,Plants,,E,,,
Ohio,Silene nivea,Plants,,E,,,
Ohio,Silphium laciniatum,Plants,,E,,,
Ohio,Sisyrinchium atlanticum,Plants,,E,,,
Ohio,Smilax pulverulenta,Plants,,E,,,
Ohio,Solidago puberula,Plants,,E,,,
Ohio,Solidago rigidiuscula,Plants,,E,,,
Ohio,Solidago sphacelata,Plants,,E,,,
Ohio,Sorbus decora,Plants,,E,,,
Ohio,Sparganium emersum,Plants,,E,,,
Ohio,Sphagnum riparium,Plants,,E,,,
Ohio,Sphenopholis obtusata,Plants,,E,,,
Ohio,Spiraea virginiana,Plants,,E,,,
Ohio,Sporobolus heterolepis,Plants,,E,,,
Ohio,Streptopus lanceolatus,Plants,,E,,,
Ohio,Tetraneuris herbacea,Plants,,E,,,
Ohio,Thuidium allenii,Plants,,E,,,
Ohio,Tomentypnum nitens,Plants,,E,,,
Ohio,Toxicodendron rydbergii,Plants,,E,,,
Ohio,Trichomanes boschianum,Plants,,E,,,
Ohio,Trichostema dichotomum,Plants,,E,,,
Ohio,Trifolium reflexum,Plants,,E,,,
Ohio,Trifolium stoloniferum,Plants,,E,,,
Ohio,Trillium undulatum,Plants,,E,,,
Ohio,Trollius laxus,Plants,,E,,,
Ohio,Urtica chamaedryoides,Plants,,E,,,
Ohio,Utricularia cornuta,Plants,,E,,,
Ohio,Utricularia geminiscapa,Plants,,E,,,
Ohio,Vaccinium myrtilloides,Plants,,E,,,
Ohio,Valeriana ciliata,Plants,,E,,,
Ohio,Vernonia missurica,Plants,,E,,,
Ohio,Viburnum opulus,Plants,,E,,,
Ohio,Vicia americana,Plants,,E,,,
Ohio,Viola primulifolia,Plants,,E,,,
Ohio,Weissia sharpii,Plants,,E,,,
Ohio,Xyris difformis,Plants,,E,,,
Ohio,Zizania palustris,Plants,,E,,,
Ohio,Nerodia erythrogaster neglecta,Reptiles,Snakes,E,,,
Ohio,Thamnophis radix,Reptiles,Snakes,E,,,
Ohio,Crotalus horridus,Reptiles,Snakes,E,,,
Ohio,Sistrurus catenatus,Reptiles,Snakes,E,,,
Ohio,Opheodrys vernalis,Reptiles,Snakes,E,,,
Oklahoma,Grus americana,Birds,,E,,,
Oklahoma,Sterna antillarum,Birds,,E,,,
Oklahoma,Picoides borealis,Birds,,E,,,
Oklahoma,Percina nasuta,Fish,,E,,,
Oklahoma,Nicrophorus americanus,Invertebrates,Insects,E,,,
Oklahoma,Quadrula fragosa,Invertebrates,Mollusks,E,,,
Oklahoma,Lampsilis rafinesqueana,Invertebrates,Mollusks,E,,,
Oklahoma,Leptodea leptodon,Invertebrates,Mollusks,E,,,
Oklahoma,Arkansia wheeleri,Invertebrates,Mollusks,E,,,
Oklahoma,Cambarus tartarus,Invertebrates,Crustaceans,E,,,
Oklahoma,Myotis grisescens,Mammals,,E,,,
Oklahoma,Myotis sodalis,Mammals,,E,,,
Oklahoma,Corynorhinus townsendii ingens,Mammals,,E,,,
Oklahoma,Ptilimnium nodosum,Plants,,E,,,
Oregon,Pelecanus occidentalis californicus,Birds,,E,,,
Oregon,Sternula antillarum browni,Birds,,E,,,
Oregon,Phoebastria albatrus,Birds,,E,,,
Oregon,Deltistes luxatus,Fish,,E,,,
Oregon,Oncorhynchus kisutch,Fish,,E,,,
Oregon,Chasmistes brevirostris,Fish,,E,,,
Oregon,Balaenoptera musculus,Mammals,,E,Marine,,
Oregon,Balaenoptera physalus,Mammals,,E,Marine,,
Oregon,Eschrichtius robustus,Mammals,,E,Marine,,
Oregon,Megaptera novaeangliae,Mammals,,E,Marine,,
Oregon,Eubalaena japonica,Mammals,,E,Marine,,
Oregon,Balaenoptera borealis,Mammals,,E,Marine,,
Oregon,Physeter macrocephalus,Mammals,,E,Marine,,
Oregon,Urocitellus washingtoni,Mammals,,E,,,
Oregon,Artemisia campestris var. wormskioldii,Plants,,E,,,
Oregon,Calochortus indecorus,Plants,,E,,,
Oregon,Calochortus umpquaensis,Plants,,E,,,
Oregon,Astragalus mulfordiae,Plants,,E,,,
Oregon,Castilleja levisecta,Plants,,E,,,
Oregon,Delphinium pavonaceum,Plants,,E,,,
Oregon,Erigeron decumbens,Plants,,E,,,
Oregon,Fritillaria gentneri,Plants,,E,,,
Oregon,Astragalus applegatei,Plants,,E,,,
Oregon,Cordylanthus maritimus ssp. palustris,Plants,,E,,,
Oregon,Delphinium leucophaeum,Plants,,E,,,
Oregon,Calochortus coxii,Plants,,E,,,
Oregon,Thelypodium howellii ssp. spectabilis,Plants,,E,,,
Oregon,Stephanomeria malheurensis,Plants,,E,,,
Oregon,Silene spaldingii,Plants,,E,,,
Oregon,Pyrrocoma radiata,Plants,,E,,,
Oregon,Plagiobothrys hirtus,Plants,,E,,,
Oregon,Mirabilis macfarlanei,Plants,,E,,,
Oregon,Mentzelia mollis,Plants,,E,,,
Oregon,Lupinus lepidus var. cusickii,Plants,,E,,,
Oregon,Trifolium owyheense,Plants,,E,,,
Oregon,Plagiobothrys lamprocarpus,Plants,,E,,,
Oregon,Lomatium erythrocarpum,Plants,,E,,,
Oregon,Lomatium cookii,Plants,,E,,,
Oregon,Lomatium bradshawii,Plants,,E,,,
Oregon,Limnanthes floccosa ssp. grandiflora,Plants,,E,,,
Oregon,Lilium occidentale,Plants,,E,,,
Oregon,Ivesia rhypara var. rhypara,Plants,,E,,,
Oregon,Arabis macdonaldiana,Plants,,E,,,
Oregon,Abronia umbellata var. breviflora,Plants,,E,,,
Oregon,Chelonia mydas,Reptiles,Turtles,E,Marine,,
Oregon,Dermochelys coriacea,Reptiles,Turtles,E,Marine,,
Pennsylvania,Acris crepitans,Amphibians,Frogs/Toads,E,,,
Pennsylvania,Ambystoma laterale,Amphibians,Salamanders,E,,,
Pennsylvania,Lithobates sphenocephalus utricularius,Amphibians,Frogs/Toads,E,,,
Pennsylvania,Pseudacris kalmi,Amphibians,Frogs/Toads,E,,,
Pennsylvania,Pseudotriton montanus,Amphibians,Salamanders,E,,,
Pennsylvania,Ardea alba,Birds,,E,,,
Pennsylvania,Asio flammeus,Birds,,E,,,
Pennsylvania,Bartramia longicauda,Birds,,E,,,
Pennsylvania,Botaurus lentiginosus,Birds,,E,,,
Pennsylvania,Chlidonias niger,Birds,,E,,,
Pennsylvania,Cistothorus platensis,Birds,,E,,,
Pennsylvania,Empidonax flaviventris,Birds,,E,,,
Pennsylvania,Falco peregrinus,Birds,,E,,,
Pennsylvania,Glaucomys sabrinus,Birds,,E,,,
Pennsylvania,Ixobrychus exilis,Birds,,E,,,
Pennsylvania,Lanius ludovicianus migrans,Birds,,E,,,
Pennsylvania,Nyctanassa violacea,Birds,,E,,,
Pennsylvania,Nycticorax nycticorax,Birds,,E,,,
Pennsylvania,Rallus elegans,Birds,,E,,,
Pennsylvania,Setophaga striata,Birds,,E,,,
Pennsylvania,Spiza americana,Birds,,E,,,
Pennsylvania,Sterna hirundo,Birds,,E,,,
Pennsylvania,Asio otus,Birds,,E,,,
Pennsylvania,Circus cyaneus,Birds,,E,,,
Pennsylvania,Pandion haliaetus,Birds,,E,,,
Pennsylvania,Acipenser brevirostrum,Fish,,E,,,
Pennsylvania,Acipenser fulvescens,Fish,,E,,,
Pennsylvania,Acipenser oxyrinchus,Fish,,E,,,
Pennsylvania,Alosa mediocris,Fish,,E,,,
Pennsylvania,Ameiurus melas,Fish,,E,,,
Pennsylvania,Catostomus catostomus,Fish,,E,,,
Pennsylvania,Coregonus artedi,Fish,,E,,,
Pennsylvania,Etheostoma exile,Fish,,E,,,
Pennsylvania,Etheostoma pellucida,Fish,,E,,,
Pennsylvania,Gasterosteus aculeatus,Fish,,E,,,
Pennsylvania,Ichthyomyzon fossor,Fish,,E,,,
Pennsylvania,Ictiobus cyprinellus,Fish,,E,,,
Pennsylvania,Lepisosteus oculatus,Fish,,E,,,
Pennsylvania,Lepomis megalotis,Fish,,E,,,
Pennsylvania,Lepomis gulosus,Fish,,E,,,
Pennsylvania,Lota lota,Fish,,E,,,
Pennsylvania,Lythrurus umbratilis,Fish,,E,,,
Pennsylvania,Notropis bifrenatus,Fish,,E,,,
Pennsylvania,Notropis blennius,Fish,,E,,,
Pennsylvania,Notropis buchanani,Fish,,E,,,
Pennsylvania,Notropis chalybaeus,Fish,,E,,,
Pennsylvania,Notropis heterodon,Fish,,E,,,
Pennsylvania,Noturus gyrinus,Fish,,E,,,
Pennsylvania,Opsopoeodus emiliae,Fish,,E,,,
Pennsylvania,Nocomis biguttaus,Fish,,E,,,
Pennsylvania,Noturus stigmosus,Fish,,E,,,
Pennsylvania,Noturus eleutherus,Fish,,E,,,
Pennsylvania,Phoxinus eos,Fish,,E,,,
Pennsylvania,Alasmidonta heterodon,Invertebrates,Mollusks,E,,,
Pennsylvania,Epioblasma torulosa rangiana,Invertebrates,Mollusks,E,,,
Pennsylvania,Epioblasma triquetra,Invertebrates,Mollusks,E,,,
Pennsylvania,Margaritifera margaritifera,Invertebrates,Mollusks,E,,,
Pennsylvania,Obovaria subrotunda,Invertebrates,Mollusks,E,,,
Pennsylvania,Pleurobema clava,Invertebrates,Mollusks,E,,,
Pennsylvania,Quadrula cylindrica,Invertebrates,Mollusks,E,,,
Pennsylvania,Simpsonaias ambigua,Invertebrates,Mollusks,E,,,
Pennsylvania,Tritogonia verrucosa,Invertebrates,Mollusks,E,,,
Pennsylvania,Villosa fabalis,Invertebrates,Mollusks,E,,,
Pennsylvania,Cryptotis parva,Mammals,,E,,,
Pennsylvania,Myotis sodalis,Mammals,,E,,,
Pennsylvania,Sciurus niger cinerus,Mammals,,E,,,
Pennsylvania,Myotis leibii,Mammals,,E,,,
Pennsylvania,Neotoma magister,Mammals,,E,,,
Pennsylvania,Sorex palustris punctulatus,Mammals,,E,,,
Pennsylvania,Aconitum reclinatum,Plants,,E,,,
Pennsylvania,Acorus americanus,Plants,,E,,,
Pennsylvania,Agalinis paupercula,Plants,,E,,,
Pennsylvania,Alisma triviale,Plants,,E,,,
Pennsylvania,Alnus viridis,Plants,,E,,,
Pennsylvania,Alopecurus carolinianus,Plants,,E,,,
Pennsylvania,Amelanchier bartramiana,Plants,,E,,,
Pennsylvania,Ammannia coccinea,Plants,,E,,,
Pennsylvania,Anemone cylindrica,Plants,,E,,,
Pennsylvania,Arabis missouriensis,Plants,,E,,,
Pennsylvania,Arethusa bulbosa,Plants,,E,,,
Pennsylvania,Arnica acaulis,Plants,,E,,,
Pennsylvania,Artemisia campestris ssp. caudata,Plants,,E,,,
Pennsylvania,Asplenium resiliens,Plants,,E,,,
Pennsylvania,Aster borealis name changed to Symphyotrichum boreale,Plants,,E,,,
Pennsylvania,Aster nemoralis name changed to Oclemena nemoralis,Plants,,E,,,
Pennsylvania,Aster solidaginesus name changed to Sericocarpus linifolius,Plants,,E,,,
Pennsylvania,Aster spectabilis name changed to Eurybia spectabilis,Plants,,E,,,
Pennsylvania,Boltonia asteroides,Plants,,E,,,
Pennsylvania,Cardamine pratensis var. palustris,Plants,,E,,,
Pennsylvania,Carex atherodes,Plants,,E,,,
Pennsylvania,Carex aurea,Plants,,E,,,
Pennsylvania,Carex bebbii,Plants,,E,,,
Pennsylvania,Carex bicknellii,Plants,,E,,,
Pennsylvania,Carex bullata,Plants,,E,,,
Pennsylvania,Carex careyana,Plants,,E,,,
Pennsylvania,Carex collinsii,Plants,,E,,,
Pennsylvania,Carex crinita var. brevicrinis,Plants,,E,,,
Pennsylvania,Carex eburnea,Plants,,E,,,
Pennsylvania,Carex formosa,Plants,,E,,,
Pennsylvania,Carex garberi,Plants,,E,,,
Pennsylvania,Carex geyeri,Plants,,E,,,
Pennsylvania,Carex gravida,Plants,,E,,,
Pennsylvania,Carex mitchelliana,Plants,,E,,,
Pennsylvania,Carex pauciflora,Plants,,E,,,
Pennsylvania,Carex polymorpha,Plants,,E,,,
Pennsylvania,Carex pseudocyperus,Plants,,E,,,
Pennsylvania,Carex retrorsa,Plants,,E,,,
Pennsylvania,Carex typhina,Plants,,E,,,
Pennsylvania,Carex viridula,Plants,,E,,,
Pennsylvania,Cerastium arvense var. villosissimum Name changed to Cerastium velutinum var. villossissimum,Plants,,E,,,
Pennsylvania,Chasmanthium laxum,Plants,,E,,,
Pennsylvania,Chenopodium foggii,Plants,,E,,,
Pennsylvania,Chrysogonum virginianum,Plants,,E,,,
Pennsylvania,Cirsium horridulum,Plants,,E,,,
Pennsylvania,Cladium mariscoides,Plants,,E,,,
Pennsylvania,Clematis viorna,Plants,,E,,,
Pennsylvania,Clethra acuminata,Plants,,E,,,
Pennsylvania,Clitoria mariana,Plants,,E,,,
Pennsylvania,Conioselinum chinense,Plants,,E,,,
Pennsylvania,Cryptogramma stelleri,Plants,,E,,,
Pennsylvania,Cymophyllus fraserianus,Plants,,E,,,
Pennsylvania,Cynanchum laeve,Plants,,E,,,
Pennsylvania,Cyperus acuminatus,Plants,,E,,,
Pennsylvania,Cyperus diandrus,Plants,,E,,,
Pennsylvania,Cyperus houghtonii,Plants,,E,,,
Pennsylvania,Cyperus refractus,Plants,,E,,,
Pennsylvania,Cyperus retrorsus,Plants,,E,,,
Pennsylvania,Cypripedium parviflorum  Name changed to Cypripedium parviflorum var. makasin,Plants,,E,,,
Pennsylvania,Delphinium exaltatum,Plants,,E,,,
Pennsylvania,Desmodium humifusum,Plants,,E,,,
Pennsylvania,Diarrhena obovata,Plants,,E,,,
Pennsylvania,Dicentra eximia,Plants,,E,,,
Pennsylvania,Dodecatheon meadia,Plants,,E,,,
Pennsylvania,Dryopteris campyloptera,Plants,,E,,,
Pennsylvania,Echinochloa walteri,Plants,,E,,,
Pennsylvania,Eleocharis caribaea,Plants,,E,,,
Pennsylvania,Eleocharis compressa,Plants,,E,,,
Pennsylvania,Eleocharis elliptica,Plants,,E,,,
Pennsylvania,Eleocharis obtusa var peasei,Plants,,E,,,
Pennsylvania,Eleocharis parvula,Plants,,E,,,
Pennsylvania,Eleocharis pauciflora var. fernaldi,Plants,,E,,,
Pennsylvania,Eleocharis quadrangulata,Plants,,E,,,
Pennsylvania,Eleocharis rostellata,Plants,,E,,,
Pennsylvania,Eleocharis tenuis var. verrucosa,Plants,,E,,,
Pennsylvania,Elephantopus carolinianus,Plants,,E,,,
Pennsylvania,Epilobium strictum,Plants,,E,,,
Pennsylvania,Equisetum variegatum,Plants,,E,,,
Pennsylvania,Eriophorum gracile,Plants,,E,,,
Pennsylvania,Eriophorum tenellum,Plants,,E,,,
Pennsylvania,Euphorbia ipecacuanhae,Plants,,E,,,
Pennsylvania,Euphorbia purpurea,Plants,,E,,,
Pennsylvania,Festuca paradoxa,Plants,,E,,,
Pennsylvania,Frasera caroliniensis name changed to Swertia carolinensis ,Plants,,E,,,
Pennsylvania,Galium labradoricum,Plants,,E,,,
Pennsylvania,Gaylussacia dumosa,Plants,,E,,,
Pennsylvania,Geranium bicknellii,Plants,,E,,,
Pennsylvania,Glyceria borealis,Plants,,E,,,
Pennsylvania,Glyceria obtusa,Plants,,E,,,
Pennsylvania,Gymnopogon ambiguus,Plants,,E,,,
Pennsylvania,Helianthemum bicknellii,Plants,,E,,,
Pennsylvania,Hemicarpha micrantha name changed to Lipocarpha micrantha ,Plants,,E,,,
Pennsylvania,Heteranthera multiflora,Plants,,E,,,
Pennsylvania,Hieracium traillii,Plants,,E,,,
Pennsylvania,Hierochloe odorata,Plants,,E,,,
Pennsylvania,Hydrophyllum macrophyllum,Plants,,E,,,
Pennsylvania,Iodanthus pinnatifidus,Plants,,E,,,
Pennsylvania,Iris cristata,Plants,,E,,,
Pennsylvania,Iris prismatica,Plants,,E,,,
Pennsylvania,Iris verna,Plants,,E,,,
Pennsylvania,Isotria medeoloides,Plants,,E,,,
Pennsylvania,Juncus brachycarpus,Plants,,E,,,
Pennsylvania,Juncus dichotomus,Plants,,E,,,
Pennsylvania,Juncus longii,Plants,,E,,,
Pennsylvania,Juncus militaris,Plants,,E,,,
Pennsylvania,Juncus scirpoides,Plants,,E,,,
Pennsylvania,Lespedeza angustifolia,Plants,,E,,,
Pennsylvania,Ligusticum canadense,Plants,,E,,,
Pennsylvania,Linum intercursum,Plants,,E,,,
Pennsylvania,Linum sulcatum,Plants,,E,,,
Pennsylvania,Listera australis,Plants,,E,,,
Pennsylvania,Listera cordata,Plants,,E,,,
Pennsylvania,Listera smallii,Plants,,E,,,
Pennsylvania,Lithospermum caroliniense,Plants,,E,,,
Pennsylvania,Lithospermum latifolium,Plants,,E,,,
Pennsylvania,Lobelia kalmii,Plants,,E,,,
Pennsylvania,Lobelia puberula,Plants,,E,,,
Pennsylvania,Lonicera oblongifolia,Plants,,E,,,
Pennsylvania,Lonicera villosa,Plants,,E,,,
Pennsylvania,Ludwigia decurrens,Plants,,E,,,
Pennsylvania,Ludwigia polycarpa,Plants,,E,,,
Pennsylvania,Lycopodium alopecuriodes name changed to Lycopodiella alopecuroides ,Plants,,E,,,
Pennsylvania,Lycopodium porophilum name changed to Huperzia porophila,Plants,,E,,,
Pennsylvania,Lycopus rubellus,Plants,,E,,,
Pennsylvania,Lyonia mariana,Plants,,E,,,
Pennsylvania,Marshallia grandiflora,Plants,,E,,,
Pennsylvania,Matelea obliqua,Plants,,E,,,
Pennsylvania,Megalodonta beckii,Plants,,E,,,
Pennsylvania,Mitella nuda,Plants,,E,,,
Pennsylvania,Monarda punctata,Plants,,E,,,
Pennsylvania,Montia chamissoi,Plants,,E,,,
Pennsylvania,Muhlenbergia uniflora,Plants,,E,,,
Pennsylvania,Myriophyllum exalbescens name changed to Myriophyllum sibiricum,Plants,,E,,,
Pennsylvania,Myriophyllum farwellii,Plants,,E,,,
Pennsylvania,Myriophyllum heterophyllum,Plants,,E,,,
Pennsylvania,Myriophyllum verticillatum,Plants,,E,,,
Pennsylvania,Najas marina,Plants,,E,,,
Pennsylvania,Nelumbo lutea,Plants,,E,,,
Pennsylvania,Onosmodium molle var. hispidissimum,Plants,,E,,,
Pennsylvania,Ophioglossum engelmannii,Plants,,E,,,
Pennsylvania,Oryzopsis pungens name changd to Piptatherum pungens ,Plants,,E,,,
Pennsylvania,Panicum amarum var. amarulum,Plants,,E,,,
Pennsylvania,Panicum scoparium name changed to Dichanthelium scoparium,Plants,,E,,,
Pennsylvania,Panicum xanthophysum name changed to Dichanthelium xanthophysum,Plants,,E,,,
Pennsylvania,Parnassia glauca,Plants,,E,,,
Pennsylvania,Passiflora lutea,Plants,,E,,,
Pennsylvania,Paxistima canbyi,Plants,,E,,,
Pennsylvania,Phlox ovata,Plants,,E,,,
Pennsylvania,Phlox subulata ssp. brittonii,Plants,,E,,,
Pennsylvania,Platanthera dilatata,Plants,,E,,,
Pennsylvania,Platanthera hyperborea,Plants,,E,,,
Pennsylvania,Poa autumnalis,Plants,,E,,,
Pennsylvania,Polemonium vanbruntiae,Plants,,E,,,
Pennsylvania,Polygala cruciata,Plants,,E,,,
Pennsylvania,Polygala curtissii,Plants,,E,,,
Pennsylvania,Polygala incarnata,Plants,,E,,,
Pennsylvania,Polygonum careyi,Plants,,E,,,
Pennsylvania,Polygonum setaceum interjectum name changed to Persicaria setacea,Plants,,E,,,
Pennsylvania,Polystichum braunii,Plants,,E,,,
Pennsylvania,Populus balsamifera,Plants,,E,,,
Pennsylvania,Potamogeton friesii,Plants,,E,,,
Pennsylvania,Potamogeton gramineus,Plants,,E,,,
Pennsylvania,Potamogeton hillii,Plants,,E,,,
Pennsylvania,Potamogeton obtusifolius,Plants,,E,,,
Pennsylvania,Potamogeton pulcher,Plants,,E,,,
Pennsylvania,Potamogeton strictifolius,Plants,,E,,,
